var_id	var_name	var_value	var_reduced_cost	db_strata_tofind	db_row_id_tofind	db_status
8979	xNGe_B,R,O,R,D,L,3	242.8456068864	0.0	D_L_NG_E_0	2	good
8980	xNGe_B,R,O,R,D,L,4	242.74846864364545	0.0	D_L_NG_E_0	3	good
8981	xNGe_B,R,O,R,W,S,1	58.8	0.0	W_S_NG_E_0	0	good
8982	xNGe_B,R,O,R,W,S,2	58.77648	0.0	W_S_NG_E_0	1	good
8983	xNGe_B,R,O,R,W,S,3	58.752969408	0.0	W_S_NG_E_0	2	good
8984	xNGe_B,R,O,R,W,S,4	58.729468220236804	0.0	W_S_NG_E_0	3	good
8985	xNGe_B,R,O,R,W,P,1	61.74	0.0	W_P_NG_E_0	0	good
8986	xNGe_B,R,O,R,W,P,2	61.715304	0.0	W_P_NG_E_0	1	good
8987	xNGe_B,R,O,R,W,P,3	61.690617878400005	0.0	W_P_NG_E_0	2	good
8988	xNGe_B,R,O,R,W,P,4	61.66594163124865	0.0	W_P_NG_E_0	3	good
8989	xNGe_B,R,O,R,W,M,1	241.08	0.0	W_M_NG_E_0	0	good
8990	xNGe_B,R,O,R,W,M,2	240.98356800000002	0.0	W_M_NG_E_0	1	good
8991	xNGe_B,R,O,R,W,M,3	240.88717457280003	0.0	W_M_NG_E_0	2	good
8992	xNGe_B,R,O,R,W,M,4	240.79081970297094	0.0	W_M_NG_E_0	3	good
8997	xNGe_B,R,O,R,C,S,1	56.84	0.0	C_S_NG_E_0	0	good
8998	xNGe_B,R,O,R,C,S,2	56.81726400000001	0.0	C_S_NG_E_0	1	good
8999	xNGe_B,R,O,R,C,S,3	56.79453709440001	0.0	C_S_NG_E_0	2	good
9000	xNGe_B,R,O,R,C,S,4	56.77181927956226	0.0	C_S_NG_E_0	3	good
9001	xNGe_B,R,O,R,C,P,1	68.6	0.0	C_P_NG_E_0	0	good
9002	xNGe_B,R,O,R,C,P,2	68.57256	0.0	C_P_NG_E_0	1	good
9003	xNGe_B,R,O,R,C,P,3	68.545130976	0.0	C_P_NG_E_0	2	good
9004	xNGe_B,R,O,R,C,P,4	68.5177129236096	0.0	C_P_NG_E_0	3	good
9005	xNGe_B,R,O,R,C,M,1	352.8	0.0	C_M_NG_E_0	0	good
9006	xNGe_B,R,O,R,C,M,2	352.65888	0.0	C_M_NG_E_0	1	good
9007	xNGe_B,R,O,R,C,M,3	352.517816448	0.0	C_M_NG_E_0	2	good
9008	xNGe_B,R,O,R,C,M,4	352.3768093214208	0.0	C_M_NG_E_0	3	good
9013	xNGe_B,R,P,L,W,S,1	136.22	0.0	W_S_NG_E_0	0	good
9014	xNGe_B,R,P,L,W,S,2	136.165512	0.0	W_S_NG_E_0	1	good
9015	xNGe_B,R,P,L,W,S,3	136.1110457952	0.0	W_S_NG_E_0	2	good
9016	xNGe_B,R,P,L,W,S,4	136.05660137688193	0.0	W_S_NG_E_0	3	good
9017	xNGe_B,R,P,L,W,P,1	83.3	0.0	W_P_NG_E_0	0	good
9018	xNGe_B,R,P,L,W,P,2	83.26668	0.0	W_P_NG_E_0	1	good
