cons_id	cons_slack	cons_dual
0	0.0	0.0075393821569216
1	-122966.17670183482	-0.0
2	5000.0	-0.0
3	0.0	-0.01
4	0.0	0.011999999999999999
5	0.0	0.011999999999999999
6	0.0	0.011999999999999999
7	0.0	0.011999999999999999
8	0.0	0.011999999999999999
9	0.0	0.011999999999999999
10	0.0	0.011999999999999999
11	0.0	0.011999999999999999
12	0.0	0.011999999999999999
13	0.0	0.011999999999999999
14	0.0	0.0020606178430783995
15	0.0	0.0020606178430783995
16	0.0	0.011999999999999999
17	0.0	0.011999999999999999
22	0.0	0.011999999999999999
23	0.0	0.011999999999999999
24	0.0	0.011999999999999999
25	0.0	0.011999999999999999
26	0.0	0.011999999999999999
27	0.0	0.011999999999999999
28	0.0	0.011999999999999999
29	0.0	0.011999999999999999
30	0.0	0.011999999999999999
31	0.0	0.011999999999999999
32	0.0	0.011999999999999999
33	0.0	0.0020606178430783995
34	0.0	0.011999999999999999
39	0.0	0.011999999999999999
40	0.0	0.011999999999999999
41	0.0	0.011999999999999999
42	0.0	0.011999999999999999
46	0.0	0.011999999999999999
47	0.0	0.011999999999999999
49	0.0	0.011999999999999999
50	0.0	0.011999999999999999
51	0.0	0.011999999999999999
52	0.0	0.011999999999999999
53	0.0	0.011999999999999999
57	0.0	0.011999999999999999
58	0.0	0.011999999999999999
59	0.0	0.011999999999999999
60	0.0	0.011999999999999999
63	0.0	0.011999999999999999
64	0.0	0.011999999999999999
65	0.0	0.011999999999999999
66	0.0	0.011999999999999999
67	0.0	0.011999999999999999
68	0.0	0.011999999999999999
72	0.0	0.011999999999999999
73	0.0	0.011999999999999999
74	0.0	0.011999999999999999
75	0.0	0.011999999999999999
76	0.0	0.011999999999999999
77	0.0	0.0020606178430783995
82	0.0	0.011999999999999999
83	0.0	0.011999999999999999
84	0.0	0.011999999999999999
86	0.0	0.011999999999999999
87	0.0	0.011999999999999999
88	0.0	0.011999999999999999
89	0.0	0.011999999999999999
90	0.0	0.0020606178430783995
94	0.0	0.011999999999999999
95	0.0	0.011999999999999999
96	0.0	0.011999999999999999
97	0.0	0.011999999999999999
98	0.0	0.011999999999999999
99	0.0	0.011999999999999999
100	0.0	0.011999999999999999
101	0.0	0.011999999999999999
102	0.0	0.011999999999999999
103	0.0	0.0020606178430783995
107	0.0	0.011999999999999999
108	0.0	0.011999999999999999
109	0.0	0.011999999999999999
110	0.0	0.011999999999999999
111	0.0	0.011999999999999999
112	0.0	0.011999999999999999
113	0.0	0.0020606178430783995
114	0.0	0.011999999999999999
115	0.0	0.011999999999999999
120	0.0	0.011999999999999999
121	0.0	0.011999999999999999
122	0.0	0.011999999999999999
123	0.0	0.011999999999999999
124	0.0	0.011999999999999999
127	0.0	0.011999999999999999
128	0.0	0.011999999999999999
129	0.0	0.011999999999999999
130	0.0	0.011999999999999999
131	0.0	0.011999999999999999
132	0.0	0.011999999999999999
133	0.0	0.011999999999999999
134	0.0	0.011999999999999999
139	0.0	0.011999999999999999
140	0.0	0.011999999999999999
141	0.0	0.011999999999999999
142	0.0	0.011999999999999999
143	0.0	0.011999999999999999
144	0.0	0.011999999999999999
145	0.0	0.011999999999999999
146	0.0	0.011999999999999999
147	0.0	0.011999999999999999
148	0.0	0.011999999999999999
149	0.0	0.011999999999999999
150	0.0	0.011999999999999999
155	0.0	0.011999999999999999
156	0.0	0.011999999999999999
157	0.0	0.0020606178430783995
161	0.0	0.011999999999999999
162	0.0	0.011999999999999999
163	0.0	0.011999999999999999
164	0.0	0.011999999999999999
165	0.0	0.011999999999999999
166	0.0	0.011999999999999999
167	0.0	0.011999999999999999
169	0.0	0.011999999999999999
170	0.0	0.0020606178430783995
171	0.0	0.011999999999999999
176	0.0	0.011999999999999999
178	0.0	0.011999999999999999
180	0.0	0.011999999999999999
181	0.0	0.011999999999999999
182	0.0	0.011999999999999999
183	0.0	0.011999999999999999
184	0.0	0.011999999999999999
186	0.0	0.011999999999999999
187	0.0	0.011999999999999999
193	0.0	-0.01
195	0.0	-3.6
215	0.0	-3.6
227	0.0	-3.6
237	0.0	-3.6
246	0.0	-0.01
252	0.0	-0.01
253	0.0	-3.6
260	0.0	-0.01
270	0.0	-0.01
275	0.0	-0.01
284	0.0	-0.01
285	0.0	-3.6
296	0.0	-0.01
297	0.0	-3.6
309	0.0	-3.6
317	0.0	-0.01
319	0.0	-3.6
329	0.0	-0.01
331	0.0	-3.6
351	0.0	-0.01
376	0.0	-3.61
377	0.0	-3.61
378	0.0	-3.61
379	0.0	-0.01
380	0.0	-3.61
381	0.0	-3.61
382	0.0	-3.61
383	0.0	-0.01
384	0.0	-0.01
385	0.0	-0.01
392	0.0	-7.2
393	0.0	-7.2
394	0.0	-3.6
416	0.0	-3.6
417	0.0	-3.6
420	0.0	-3.6
421	0.0	-3.6
422	0.0	-3.6
423	0.0	-3.6
424	0.0	-3.6
425	0.0	-3.6
432	0.0	-3.6
433	0.0	-3.6
434	0.0	-3.6
435	0.0	-3.6
436	0.0	-3.6
440	0.0	-0.01
441	0.0	-0.01
442	0.0	-0.01
443	0.0	-0.01
448	0.0	-0.01
449	0.0	-0.01
450	0.0	-0.01
451	0.0	-0.01
452	0.0	-0.01
453	0.0	-0.01
456	0.0	-3.6
457	0.0	-3.6
458	0.0	-3.6
476	0.0	-3.6
477	0.0	-3.6
478	0.0	-3.6
479	0.0	-3.6
480	0.0	-3.6
481	0.0	-3.6
484	0.0	-3.6
485	0.0	-3.6
486	0.0	-3.6
487	0.0	-3.6
488	0.0	-3.61
489	0.0	-3.61
490	0.0	-3.6
491	0.0	-3.6
492	0.0	-3.6
493	0.0	-3.6
494	0.0	-3.6
495	0.0	-3.6
496	0.0	-0.01
497	0.0	-0.01
500	0.0	-0.01
501	0.0	-0.01
502	0.0	-0.01
503	0.0	-0.01
504	0.0	-0.01
505	0.0	-0.01
506	0.0	-0.01
507	0.0	-0.01
512	0.0	-3.6
513	0.0	-3.6
514	0.0	-3.6
515	0.0	-3.6
516	0.0	-3.6
517	0.0	-3.6
520	0.0	-0.01
521	0.0	-0.01
524	0.0	-0.01
525	0.0	-0.01
526	0.0	-0.01
527	0.0	-0.01
544	0.0	-0.01
545	0.0	-0.01
546	0.0	-0.01
547	0.0	-0.01
548	0.0	-0.01
549	0.0	-0.01
550	0.0	-0.01
551	0.0	-0.01
556	0.0	-3.6
557	0.0	-3.6
568	0.0	-0.01
569	0.0	-0.01
570	0.0	-0.01
571	0.0	-0.01
572	0.0	-0.01
573	0.0	-0.01
576	0.0	-0.01
577	0.0	-0.01
578	0.0	-0.01
579	0.0	-0.01
580	0.0	-0.01
581	0.0	-0.01
582	0.0	-0.01
583	0.0	-0.01
588	0.0	-0.01
589	0.0	-0.01
590	0.0	-0.01
591	0.0	-0.01
