Index	Slack	Dual
3	-2.4496773974E9	-0.0
4	500000.0	-0.0
5	500000.0	-0.0
6	500000.0	-0.0
7	-2.4596773974E9	-0.0
747237	0.0	0.0
750237	0.0	0.0
751235	0.0	0.0
751236	0.0	0.0
753236	0.0	0.0
753660	0.0	0.0
754436	0.0	0.0
755260	0.0	0.0
757435	0.0	0.0
758236	0.0	0.0
758237	0.0	0.0
771025	0.0	0.0
771034	0.0	0.0
771041	-0.0	0.0
771046	0.0	0.0
771059	-0.0	0.0
771063	-0.0	0.0
771071	-0.0	0.0
771079	-0.0	0.0
771087	0.0	0.0
771097	-0.0	0.0
771106	0.0	0.0
771112	-0.0	0.0
771123	0.0	0.0
771127	0.0	0.0
771137	-0.0	0.0
771143	-0.0	0.0
771151	-0.0	0.0
771162	0.0	0.0
771167	-0.0	0.0
771180	-0.0	0.0
771182	0.0	0.0
771195	-0.0	0.0
771201	-0.0	0.0
771205	-0.0	0.0
772782	-0.0	0.0
772789	0.0	0.0
772799	-0.0	0.0
772810	0.0	0.0
774218	0.0	0.0
774226	-0.0	0.0
774230	-0.0	0.0
774242	-0.0	0.0
774251	0.0	0.0
774254	-0.0	0.0
774268	-0.0	0.0
774275	0.0	0.0
774281	-0.0	0.0
774287	-0.0	0.0
774296	-0.0	0.0
774305	-0.0	0.0
774312	-0.0	0.0
774323	-0.0	0.0
774328	-0.0	0.0
774338	-0.0	0.0
774348	-0.0	0.0
774350	0.0	0.0
774363	0.0	0.0
774371	-0.0	0.0
774380	-0.0	0.0
774385	-0.0	0.0
774390	-0.0	0.0
774399	-0.0	0.0
774409	0.0	0.0
775814	0.0	0.0
775823	-0.0	0.0
775835	0.0	0.0
775837	0.0	0.0
775845	0.0	0.0
775855	0.0	0.0
775861	-0.0	0.0
775872	-0.0	0.0
775879	-0.0	0.0
775889	0.0	0.0
775899	-0.0	0.0
775905	-0.0	0.0
775912	-0.0	0.0
775920	-0.0	0.0
775928	-0.0	0.0
775936	-0.0	0.0
775947	-0.0	0.0
775956	-0.0	0.0
775959	-0.0	0.0
775965	-0.0	0.0
775973	-0.0	0.0
775987	0.0	0.0
775992	-0.0	0.0
776001	-0.0	0.0
776010	-0.0	0.0
780619	0.0	0.0
780622	0.0	0.0
780636	-0.0	0.0
780639	-0.0	0.0
780650	-0.0	0.0
780657	-0.0	0.0
780667	-0.0	0.0
780672	-0.0	0.0
780682	-0.0	0.0
