var_id	var_name	var_value	var_reduced_cost	db_prescription	db_row_id	db_status
8770	xNG_E_B,N,N,C,A,L,1	318.25	0.0	A_L_NG_E_0	0	good
8771	xNG_E_B,N,N,C,A,L,2	317.6135	0.0	A_L_NG_E_0	1	good
8772	xNG_E_B,N,N,C,A,L,3	316.978273	0.0	A_L_NG_E_0	2	good
8773	xNG_E_B,N,N,C,A,M,1	59.85	0.0	A_M_NG_E_0	0	good
8774	xNG_E_B,N,N,C,A,M,2	59.7303	0.0	A_M_NG_E_0	1	good
8775	xNG_E_B,N,N,C,A,M,3	59.610839399999996	0.0	A_M_NG_E_0	2	good
8776	xNG_E_B,N,N,C,A,P,1	60.8	0.0	A_P_NG_E_0	0	good
8777	xNG_E_B,N,N,C,A,P,2	60.678399999999996	0.0	A_P_NG_E_0	1	good
8778	xNG_E_B,N,N,C,A,P,3	60.557043199999995	0.0	A_P_NG_E_0	2	good
8779	xNG_E_B,N,N,C,C,L,1	3914.95	0.0	C_L_NG_E_0	0	good
8780	xNG_E_B,N,N,C,C,L,2	3907.1200999999996	0.0	C_L_NG_E_0	1	good
8781	xNG_E_B,N,N,C,C,L,3	3899.3058598	0.0	C_L_NG_E_0	2	good
8782	xNG_E_B,N,N,C,C,M,1	1285.35	0.0	C_M_NG_E_0	0	good
8783	xNG_E_B,N,N,C,C,M,2	1282.7793	0.0	C_M_NG_E_0	1	good
8784	xNG_E_B,N,N,C,C,M,3	1280.2137414	0.0	C_M_NG_E_0	2	good
8785	xNG_E_B,N,N,C,C,P,1	618.45	0.0	C_P_NG_E_0	0	good
8786	xNG_E_B,N,N,C,C,P,2	617.2131	0.0	C_P_NG_E_0	1	good
8787	xNG_E_B,N,N,C,C,P,3	615.9786738	0.0	C_P_NG_E_0	2	good
8788	xNG_E_B,N,N,C,C,S,1	92.15	0.0	C_S_NG_E_0	0	good
8789	xNG_E_B,N,N,C,C,S,2	91.96570000000001	0.0	C_S_NG_E_0	1	good
8790	xNG_E_B,N,N,C,C,S,3	91.7817686	0.0	C_S_NG_E_0	2	good
8791	xNG_E_B,N,N,C,D,L,1	1638.75	0.0	D_L_NG_E_0	0	good
8792	xNG_E_B,N,N,C,D,L,2	1635.4725	0.0	D_L_NG_E_0	1	good
8793	xNG_E_B,N,N,C,D,L,3	1632.201555	0.0	D_L_NG_E_0	2	good
8794	xNG_E_B,N,N,C,D,M,1	513.0	0.0	D_M_NG_E_0	0	good
8795	xNG_E_B,N,N,C,D,M,2	511.974	0.0	D_M_NG_E_0	1	good
8796	xNG_E_B,N,N,C,D,M,3	510.95005199999997	0.0	D_M_NG_E_0	2	good
8797	xNG_E_B,N,N,C,D,S,1	79.8	0.0	D_S_NG_E_0	0	good
8798	xNG_E_B,N,N,C,D,S,2	79.6404	0.0	D_S_NG_E_0	1	good
8799	xNG_E_B,N,N,C,D,S,3	79.4811192	0.0	D_S_NG_E_0	2	good
8800	xNG_E_B,N,N,C,I,L,1	234.65	0.0	I_L_NG_E_0	0	good
8801	xNG_E_B,N,N,C,I,L,2	234.1807	0.0	I_L_NG_E_0	1	good
8802	xNG_E_B,N,N,C,I,L,3	233.7123386	0.0	I_L_NG_E_0	2	good
8803	xNG_E_B,N,N,C,I,M,1	57.95	0.0	I_M_NG_E_0	0	good
8804	xNG_E_B,N,N,C,I,M,2	57.8341	0.0	I_M_NG_E_0	1	good
8805	xNG_E_B,N,N,C,I,M,3	57.7184318	0.0	I_M_NG_E_0	2	good
8806	xNG_E_B,N,N,C,L,L,1	171.95	0.0	L_L_NG_E_0	0	good
8807	xNG_E_B,N,N,C,L,L,2	171.6061	0.0	L_L_NG_E_0	1	good
8808	xNG_E_B,N,N,C,L,L,3	171.2628878	0.0	L_L_NG_E_0	2	good
8809	xNG_E_B,N,N,C,L,M,1	87.4	0.0	L_M_NG_E_0	0	good
8810	xNG_E_B,N,N,C,L,M,2	87.2252	0.0	L_M_NG_E_0	1	good
8811	xNG_E_B,N,N,C,L,M,3	87.0507496	0.0	L_M_NG_E_0	2	good
8812	xNG_E_B,N,N,C,P,L,1	1204.6	0.0	P_L_NG_E_0	0	good
8813	xNG_E_B,N,N,C,P,L,2	1202.1907999999999	0.0	P_L_NG_E_0	1	good
8814	xNG_E_B,N,N,C,P,L,3	1199.7864183999998	0.0	P_L_NG_E_0	2	good
8815	xNG_E_B,N,N,C,P,M,1	863.55	0.0	P_M_NG_E_0	0	good
8816	xNG_E_B,N,N,C,P,M,2	861.8229	0.0	P_M_NG_E_0	1	good
8817	xNG_E_B,N,N,C,P,M,3	860.0992542	0.0	P_M_NG_E_0	2	good
8818	xNG_E_B,N,N,C,W,L,1	4084.05	0.0	W_L_NG_E_0	0	good
8819	xNG_E_B,N,N,C,W,L,2	4075.8819000000003	0.0	W_L_NG_E_0	1	good
8820	xNG_E_B,N,N,C,W,L,3	4067.7301362000003	0.0	W_L_NG_E_0	2	good
8821	xNG_E_B,N,N,C,W,M,1	1580.8	0.0	W_M_NG_E_0	0	good
8822	xNG_E_B,N,N,C,W,M,2	1577.6384	0.0	W_M_NG_E_0	1	good
8823	xNG_E_B,N,N,C,W,M,3	1574.4831232000001	0.0	W_M_NG_E_0	2	good
8824	xNG_E_B,N,N,C,W,P,1	294.5	0.0	W_P_NG_E_0	0	good
8825	xNG_E_B,N,N,C,W,P,2	293.911	0.0	W_P_NG_E_0	1	good
8826	xNG_E_B,N,N,C,W,P,3	293.323178	0.0	W_P_NG_E_0	2	good
8827	xNG_E_B,N,N,C,W,S,1	101.65	0.0	W_S_NG_E_0	0	good
8828	xNG_E_B,N,N,C,W,S,2	101.4467	0.0	W_S_NG_E_0	1	good
8829	xNG_E_B,N,N,C,W,S,3	101.24380660000001	0.0	W_S_NG_E_0	2	good
8830	xNG_E_B,N,N,H,C,L,1	67.45	0.0	C_L_NG_E_0	0	good
8831	xNG_E_B,N,N,H,C,L,2	67.3151	0.0	C_L_NG_E_0	1	good
8832	xNG_E_B,N,N,H,C,L,3	67.1804698	0.0	C_L_NG_E_0	2	good
8833	xNG_E_B,N,N,L,A,L,1	359.1	0.0	A_L_NG_E_0	0	good
8834	xNG_E_B,N,N,L,A,L,2	358.3818	0.0	A_L_NG_E_0	1	good
8835	xNG_E_B,N,N,L,A,L,3	357.6650364	0.0	A_L_NG_E_0	2	good
8836	xNG_E_B,N,N,L,A,M,1	149.15	0.0	A_M_NG_E_0	0	good
8837	xNG_E_B,N,N,L,A,M,2	148.8517	0.0	A_M_NG_E_0	1	good
8838	xNG_E_B,N,N,L,A,M,3	148.5539966	0.0	A_M_NG_E_0	2	good
8839	xNG_E_B,N,N,L,A,S,1	81.7	0.0	A_S_NG_E_0	0	good
8840	xNG_E_B,N,N,L,A,S,2	81.5366	0.0	A_S_NG_E_0	1	good
8841	xNG_E_B,N,N,L,A,S,3	81.37352680000001	0.0	A_S_NG_E_0	2	good
8842	xNG_E_B,N,N,L,C,L,1	1326.2	0.0	C_L_NG_E_0	0	good
8843	xNG_E_B,N,N,L,C,L,2	1323.5476	0.0	C_L_NG_E_0	1	good
8844	xNG_E_B,N,N,L,C,L,3	1320.9005048000001	0.0	C_L_NG_E_0	2	good
8845	xNG_E_B,N,N,L,C,M,1	376.2	0.0	C_M_NG_E_0	0	good
8846	xNG_E_B,N,N,L,C,M,2	375.44759999999997	0.0	C_M_NG_E_0	1	good
8847	xNG_E_B,N,N,L,C,M,3	374.69670479999996	0.0	C_M_NG_E_0	2	good
8848	xNG_E_B,N,N,L,C,S,1	95.0	0.0	C_S_NG_E_0	0	good
8849	xNG_E_B,N,N,L,C,S,2	94.81	0.0	C_S_NG_E_0	1	good
8850	xNG_E_B,N,N,L,C,S,3	94.62038	0.0	C_S_NG_E_0	2	good
8851	xNG_E_B,N,N,L,D,L,1	55.1	0.0	D_L_NG_E_0	0	good
8852	xNG_E_B,N,N,L,D,L,2	54.9898	0.0	D_L_NG_E_0	1	good
8853	xNG_E_B,N,N,L,D,L,3	54.8798204	0.0	D_L_NG_E_0	2	good
8854	xNG_E_B,N,N,L,I,L,1	229.9	0.0	I_L_NG_E_0	0	good
8855	xNG_E_B,N,N,L,I,L,2	229.4402	0.0	I_L_NG_E_0	1	good
8856	xNG_E_B,N,N,L,I,L,3	228.9813196	0.0	I_L_NG_E_0	2	good
8857	xNG_E_B,N,N,L,I,M,1	206.15	0.0	I_M_NG_E_0	0	good
8858	xNG_E_B,N,N,L,I,M,2	205.73770000000002	0.0	I_M_NG_E_0	1	good
8859	xNG_E_B,N,N,L,I,M,3	205.32622460000002	0.0	I_M_NG_E_0	2	good
8860	xNG_E_B,N,N,L,I,S,1	133.0	0.0	I_S_NG_E_0	0	good
8861	xNG_E_B,N,N,L,I,S,2	132.734	0.0	I_S_NG_E_0	1	good
8862	xNG_E_B,N,N,L,I,S,3	132.468532	0.0	I_S_NG_E_0	2	good
8863	xNG_E_B,N,N,L,L,M,1	71.25	0.0	L_M_NG_E_0	0	good
8864	xNG_E_B,N,N,L,L,M,2	71.1075	0.0	L_M_NG_E_0	1	good
8865	xNG_E_B,N,N,L,L,M,3	70.96528500000001	0.0	L_M_NG_E_0	2	good
8866	xNG_E_B,N,N,L,P,L,1	87.4	0.0	P_L_NG_E_0	0	good
8867	xNG_E_B,N,N,L,P,L,2	87.2252	0.0	P_L_NG_E_0	1	good
8868	xNG_E_B,N,N,L,P,L,3	87.0507496	0.0	P_L_NG_E_0	2	good
8869	xNG_E_B,N,N,L,W,L,1	1086.8	0.0	W_L_NG_E_0	0	good
8870	xNG_E_B,N,N,L,W,L,2	1084.6263999999999	0.0	W_L_NG_E_0	1	good
8871	xNG_E_B,N,N,L,W,L,3	1082.4571471999998	0.0	W_L_NG_E_0	2	good
8872	xNG_E_B,N,N,L,W,M,1	320.15	0.0	W_M_NG_E_0	0	good
8873	xNG_E_B,N,N,L,W,M,2	319.50969999999995	0.0	W_M_NG_E_0	1	good
8874	xNG_E_B,N,N,L,W,M,3	318.87068059999996	0.0	W_M_NG_E_0	2	good
8875	xNG_E_B,N,N,L,W,P,1	60.8	0.0	W_P_NG_E_0	0	good
8876	xNG_E_B,N,N,L,W,P,2	60.678399999999996	0.0	W_P_NG_E_0	1	good
8877	xNG_E_B,N,N,L,W,P,3	60.557043199999995	0.0	W_P_NG_E_0	2	good
8878	xNG_E_B,N,N,L,W,S,1	71.25	0.0	W_S_NG_E_0	0	good
8879	xNG_E_B,N,N,L,W,S,2	71.1075	0.0	W_S_NG_E_0	1	good
8880	xNG_E_B,N,N,L,W,S,3	70.96528500000001	0.0	W_S_NG_E_0	2	good
8881	xNG_E_B,N,N,R,C,L,1	1621.65	0.0	C_L_NG_E_0	0	good
8882	xNG_E_B,N,N,R,C,L,2	1618.4067	0.0	C_L_NG_E_0	1	good
8883	xNG_E_B,N,N,R,C,L,3	1615.1698866	0.0	C_L_NG_E_0	2	good
8884	xNG_E_B,N,N,R,C,M,1	337.25	0.0	C_M_NG_E_0	0	good
8885	xNG_E_B,N,N,R,C,M,2	336.5755	0.0	C_M_NG_E_0	1	good
8886	xNG_E_B,N,N,R,C,M,3	335.90234899999996	0.0	C_M_NG_E_0	2	good
8887	xNG_E_B,N,N,R,D,L,1	73.15	0.0	D_L_NG_E_0	0	good
8888	xNG_E_B,N,N,R,D,L,2	73.00370000000001	0.0	D_L_NG_E_0	1	good
8889	xNG_E_B,N,N,R,D,L,3	72.85769260000001	0.0	D_L_NG_E_0	2	good
8890	xNG_E_B,N,N,R,P,L,1	110.2	0.0	P_L_NG_E_0	0	good
8891	xNG_E_B,N,N,R,P,L,2	109.9796	0.0	P_L_NG_E_0	1	good
8892	xNG_E_B,N,N,R,P,L,3	109.7596408	0.0	P_L_NG_E_0	2	good
8893	xNG_E_B,N,N,R,W,L,1	895.85	0.0	W_L_NG_E_0	0	good
8894	xNG_E_B,N,N,R,W,L,2	894.0583	0.0	W_L_NG_E_0	1	good
8895	xNG_E_B,N,N,R,W,L,3	892.2701834000001	0.0	W_L_NG_E_0	2	good
8896	xNG_E_B,N,N,R,W,M,1	276.45	0.0	W_M_NG_E_0	0	good
8897	xNG_E_B,N,N,R,W,M,2	275.89709999999997	0.0	W_M_NG_E_0	1	good
8898	xNG_E_B,N,N,R,W,M,3	275.34530579999995	0.0	W_M_NG_E_0	2	good
8899	xNG_E_B,N,N,R,W,P,1	64.6	0.0	W_P_NG_E_0	0	good
8900	xNG_E_B,N,N,R,W,P,2	64.4708	0.0	W_P_NG_E_0	1	good
8901	xNG_E_B,N,N,R,W,P,3	64.34185839999999	0.0	W_P_NG_E_0	2	good
8902	xNG_E_B,N,O,H,C,L,1	641.25	0.0	C_L_NG_E_0	0	good
8903	xNG_E_B,N,O,H,C,L,2	639.9675	0.0	C_L_NG_E_0	1	good
8904	xNG_E_B,N,O,H,C,L,3	638.687565	0.0	C_L_NG_E_0	2	good
8905	xNG_E_B,N,O,H,C,M,1	126.35	0.0	C_M_NG_E_0	0	good
8906	xNG_E_B,N,O,H,C,M,2	126.09729999999999	0.0	C_M_NG_E_0	1	good
8907	xNG_E_B,N,O,H,C,M,3	125.8451054	0.0	C_M_NG_E_0	2	good
8908	xNG_E_B,N,O,H,W,L,1	272.65	0.0	W_L_NG_E_0	0	good
8909	xNG_E_B,N,O,H,W,L,2	272.1047	0.0	W_L_NG_E_0	1	good
8910	xNG_E_B,N,O,H,W,L,3	271.5604906	0.0	W_L_NG_E_0	2	good
8911	xNG_E_B,N,O,R,C,L,1	2280.95	0.0	C_L_NG_E_0	0	good
8912	xNG_E_B,N,O,R,C,L,2	2276.3880999999997	0.0	C_L_NG_E_0	1	good
