fly_id	fly_description	fly_type	fly_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	fly_value	
76	bdft by dec by type 55 - layer5 E - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	0.0	
77	bdft by dec by type 56 - layer5 E - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	0.0	
78	bdft by dec by type 57 - layer5 E - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	0.0	
79	bdft by dec by type 58 - layer5 E - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	0.0	
80	bdft by dec by type 59 - layer5 E - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	4.769345376119847E7	
81	bdft by dec by type 60 - layer5 E - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 E;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	2.1851152839714247E8	
82	bdft by dec by type 61 - layer5 F - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
83	bdft by dec by type 62 - layer5 F - time period 2	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	3.3257935799999997E7	
84	bdft by dec by type 63 - layer5 F - time period 3	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	1.085795627790133E7	
85	bdft by dec by type 64 - layer5 F - time period 4	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
86	bdft by dec by type 65 - layer5 F - time period 5	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
87	bdft by dec by type 66 - layer5 F - time period 6	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	0.0	
88	bdft by dec by type 67 - layer5 F - time period 7	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	0.0	
89	bdft by dec by type 68 - layer5 F - time period 8	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	0.0	
90	bdft by dec by type 69 - layer5 F - time period 9	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	0.0	
91	bdft by dec by type 70 - layer5 F - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	0.0	
92	bdft by dec by type 71 - layer5 F - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	0.0	
93	bdft by dec by type 72 - layer5 F - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	0.0	
94	bdft by dec by type 73 - layer5 F - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	0.0	
95	bdft by dec by type 74 - layer5 F - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	4.5471916607184425E7	
96	bdft by dec by type 75 - layer5 F - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 F;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	3.1816218127716166E8	
97	bdft by dec by type 76 - layer5 G - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
98	bdft by dec by type 77 - layer5 G - time period 2	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	2.6377172980944134E7	
99	bdft by dec by type 78 - layer5 G - time period 3	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
100	bdft by dec by type 79 - layer5 G - time period 4	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	1.0605571796219738E8	
101	bdft by dec by type 80 - layer5 G - time period 5	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	1.3335924162508753E8	
102	bdft by dec by type 81 - layer5 G - time period 6	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	9.978062396587038E7	
103	bdft by dec by type 82 - layer5 G - time period 7	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	8057532.932559562	
104	bdft by dec by type 83 - layer5 G - time period 8	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	0.0	
105	bdft by dec by type 84 - layer5 G - time period 9	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	1.5197927509762058E8	
106	bdft by dec by type 85 - layer5 G - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	1.5128295153533652E8	
107	bdft by dec by type 86 - layer5 G - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	1.5043212861885253E8	
108	bdft by dec by type 87 - layer5 G - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	1.472154791171961E8	
109	bdft by dec by type 88 - layer5 G - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	1.511021911833476E8	
110	bdft by dec by type 89 - layer5 G - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	3.789345415161244E7	
111	bdft by dec by type 90 - layer5 G - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 G;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	3.366139841104993E8	
112	bdft by dec by type 91 - layer5 H - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	3.783147504E7	
113	bdft by dec by type 92 - layer5 H - time period 2	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	0.0	
114	bdft by dec by type 93 - layer5 H - time period 3	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
115	bdft by dec by type 94 - layer5 H - time period 4	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
116	bdft by dec by type 95 - layer5 H - time period 5	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
117	bdft by dec by type 96 - layer5 H - time period 6	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	0.0	
118	bdft by dec by type 97 - layer5 H - time period 7	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	0.0	
119	bdft by dec by type 98 - layer5 H - time period 8	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	0.0	
120	bdft by dec by type 99 - layer5 H - time period 9	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	0.0	
121	bdft by dec by type 100 - layer5 H - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	0.0	
122	bdft by dec by type 101 - layer5 H - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	0.0	
123	bdft by dec by type 102 - layer5 H - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	0.0	
124	bdft by dec by type 103 - layer5 H - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	0.0	
125	bdft by dec by type 104 - layer5 H - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	3.789345415161244E7	
126	bdft by dec by type 105 - layer5 H - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 H;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	3.016640273060342E8	
127	bdft by dec by type 106 - layer5 I - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
128	bdft by dec by type 107 - layer5 I - time period 2	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	0.0	
129	bdft by dec by type 108 - layer5 I - time period 3	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
130	bdft by dec by type 109 - layer5 I - time period 4	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
131	bdft by dec by type 110 - layer5 I - time period 5	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
132	bdft by dec by type 111 - layer5 I - time period 6	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	0.0	
133	bdft by dec by type 112 - layer5 I - time period 7	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	0.0	
134	bdft by dec by type 113 - layer5 I - time period 8	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	0.0	
135	bdft by dec by type 114 - layer5 I - time period 9	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	0.0	
136	bdft by dec by type 115 - layer5 I - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	0.0	
137	bdft by dec by type 116 - layer5 I - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	0.0	
138	bdft by dec by type 117 - layer5 I - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	0.0	
139	bdft by dec by type 118 - layer5 I - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	0.0	
140	bdft by dec by type 119 - layer5 I - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	3.789345415161244E7	
141	bdft by dec by type 120 - layer5 I - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 I;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	2.415320964378577E8	
142	bdft by dec by type 121 - layer5 U - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
143	bdft by dec by type 122 - layer5 U - time period 2	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	0.0	
144	bdft by dec by type 123 - layer5 U - time period 3	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
145	bdft by dec by type 124 - layer5 U - time period 4	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
146	bdft by dec by type 125 - layer5 U - time period 5	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
147	bdft by dec by type 126 - layer5 U - time period 6	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	0.0	
148	bdft by dec by type 127 - layer5 U - time period 7	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	0.0	
149	bdft by dec by type 128 - layer5 U - time period 8	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	0.0	
150	bdft by dec by type 129 - layer5 U - time period 9	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	0.0	
151	bdft by dec by type 130 - layer5 U - time period 10	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	0.0	
152	bdft by dec by type 131 - layer5 U - time period 11	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 11	NoIdentifier	NoIdentifier	0.0	
153	bdft by dec by type 132 - layer5 U - time period 12	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 12	NoIdentifier	NoIdentifier	0.0	
154	bdft by dec by type 133 - layer5 U - time period 13	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 13	NoIdentifier	NoIdentifier	0.0	
155	bdft by dec by type 134 - layer5 U - time period 14	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 14	NoIdentifier	NoIdentifier	3.789345415161244E7	
156	bdft by dec by type 135 - layer5 U - time period 15	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 15	NoIdentifier	NoIdentifier	2.1851152839714247E8	
157	BF HARV 1 - time period 1	null	1.0	null	null	null	null	20 	0 B A;1 N;2 1 2 3 4 5 6;3 L B W U G O;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	1.5743359183065552E8	
