strata_id	layer1	layer2	layer3	layer4	layer5	layer6	area	age_class	model_strata	
W_A_N_C_C_SMALL	W	A	N	C	C	SMALL	47.0	4	true	
W_A_N_C_C_VERYLARGE	W	A	N	C	C	VERYLARGE	6826.0	12	true	
W_A_N_C_D_LARGE	W	A	N	C	D	LARGE	13000.0	12	true	
W_A_N_C_D_MEDIUM	W	A	N	C	D	MEDIUM	9240.0	9	true	
W_A_N_C_D_SEEDSAP	W	A	N	C	D	SEEDSAP	780.0	1	true	
W_A_N_C_D_SMALL	W	A	N	C	D	SMALL	1196.0	4	true	
W_A_N_C_D_VERYLARGE	W	A	N	C	D	VERYLARGE	11977.0	12	true	
W_A_N_K_A_LARGE	W	A	N	K	A	LARGE	3996.0	12	true	
W_A_N_K_A_MEDIUM	W	A	N	K	A	MEDIUM	580.0	9	true	
W_A_N_K_A_SEEDSAP	W	A	N	K	A	SEEDSAP	14.0	1	true	
W_A_N_K_A_SMALL	W	A	N	K	A	SMALL	335.0	4	true	
W_A_N_K_A_VERYLARGE	W	A	N	K	A	VERYLARGE	630.0	12	true	
W_A_N_K_B_LARGE	W	A	N	K	B	LARGE	284.0	12	true	
W_A_N_K_B_MEDIUM	W	A	N	K	B	MEDIUM	5862.0	9	true	
W_A_N_K_B_SEEDSAP	W	A	N	K	B	SEEDSAP	97.0	1	true	
W_A_N_K_B_SMALL	W	A	N	K	B	SMALL	4126.0	4	true	
W_A_N_K_B_VERYLARGE	W	A	N	K	B	VERYLARGE	21.0	12	true	
W_A_N_K_C_LARGE	W	A	N	K	C	LARGE	197.0	12	true	
W_A_N_K_C_MEDIUM	W	A	N	K	C	MEDIUM	249.0	9	true	
W_A_N_K_C_SEEDSAP	W	A	N	K	C	SEEDSAP	4524.0	1	true	
W_A_N_K_C_SMALL	W	A	N	K	C	SMALL	51.0	4	true	
W_A_N_K_C_VERYLARGE	W	A	N	K	C	VERYLARGE	514.0	12	true	
W_A_N_K_D_LARGE	W	A	N	K	D	LARGE	4322.0	12	true	
W_A_N_K_D_MEDIUM	W	A	N	K	D	MEDIUM	6319.0	9	true	
W_A_N_K_D_SEEDSAP	W	A	N	K	D	SEEDSAP	402.0	1	true	
W_A_N_K_D_SMALL	W	A	N	K	D	SMALL	421.0	4	true	
W_A_N_K_D_VERYLARGE	W	A	N	K	D	VERYLARGE	2559.0	12	true	
W_A_N_L_A_LARGE	W	A	N	L	A	LARGE	3211.0	12	true	
W_A_N_L_A_MEDIUM	W	A	N	L	A	MEDIUM	532.0	9	true	
W_A_N_L_A_SMALL	W	A	N	L	A	SMALL	697.0	4	true	
W_A_N_L_A_VERYLARGE	W	A	N	L	A	VERYLARGE	612.0	12	true	
W_A_N_L_B_LARGE	W	A	N	L	B	LARGE	48.0	12	true	
W_A_N_L_B_MEDIUM	W	A	N	L	B	MEDIUM	1929.0	9	true	
W_A_N_L_B_SEEDSAP	W	A	N	L	B	SEEDSAP	128.0	1	true	
W_A_N_L_B_SMALL	W	A	N	L	B	SMALL	1112.0	4	true	
W_A_N_L_B_VERYLARGE	W	A	N	L	B	VERYLARGE	5.0	12	true	
W_A_N_L_C_LARGE	W	A	N	L	C	LARGE	58.0	12	true	
W_A_N_L_C_MEDIUM	W	A	N	L	C	MEDIUM	78.0	9	true	
W_A_N_L_C_SEEDSAP	W	A	N	L	C	SEEDSAP	2202.0	1	true	
W_A_N_L_C_SMALL	W	A	N	L	C	SMALL	8.0	4	true	
W_A_N_L_C_VERYLARGE	W	A	N	L	C	VERYLARGE	194.0	12	true	
W_A_N_L_D_LARGE	W	A	N	L	D	LARGE	2586.0	12	true	
W_A_N_L_D_MEDIUM	W	A	N	L	D	MEDIUM	2599.0	9	true	
W_A_N_L_D_SEEDSAP	W	A	N	L	D	SEEDSAP	562.0	1	true	
W_A_N_L_D_SMALL	W	A	N	L	D	SMALL	761.0	4	true	
W_A_N_L_D_VERYLARGE	W	A	N	L	D	VERYLARGE	1351.0	12	true	
W_A_N_N_A_LARGE	W	A	N	N	A	LARGE	9573.0	12	true	
W_A_N_N_A_MEDIUM	W	A	N	N	A	MEDIUM	1627.0	9	true	
W_A_N_N_A_SEEDSAP	W	A	N	N	A	SEEDSAP	112.0	1	true	
W_A_N_N_A_SMALL	W	A	N	N	A	SMALL	1822.0	4	true	
W_A_N_N_A_VERYLARGE	W	A	N	N	A	VERYLARGE	6097.0	12	true	
W_A_N_N_B_LARGE	W	A	N	N	B	LARGE	150.0	12	true	
W_A_N_N_B_MEDIUM	W	A	N	N	B	MEDIUM	2564.0	9	true	
W_A_N_N_B_SEEDSAP	W	A	N	N	B	SEEDSAP	98.0	1	true	
W_A_N_N_B_SMALL	W	A	N	N	B	SMALL	1628.0	4	true	
W_A_N_N_B_VERYLARGE	W	A	N	N	B	VERYLARGE	10.0	12	true	
W_A_N_N_C_LARGE	W	A	N	N	C	LARGE	4149.0	12	true	
W_A_N_N_C_MEDIUM	W	A	N	N	C	MEDIUM	4017.0	9	true	
W_A_N_N_C_SEEDSAP	W	A	N	N	C	SEEDSAP	22455.0	1	true	
W_A_N_N_C_SMALL	W	A	N	N	C	SMALL	175.0	4	true	
W_A_N_N_C_VERYLARGE	W	A	N	N	C	VERYLARGE	9979.0	12	true	
W_A_N_N_D_LARGE	W	A	N	N	D	LARGE	9232.0	12	true	
W_A_N_N_D_MEDIUM	W	A	N	N	D	MEDIUM	6180.0	9	true	
W_A_N_N_D_SEEDSAP	W	A	N	N	D	SEEDSAP	2266.0	1	true	
W_A_N_N_D_SMALL	W	A	N	N	D	SMALL	2291.0	4	true	
W_A_N_N_D_VERYLARGE	W	A	N	N	D	VERYLARGE	8805.0	12	true	
W_B_L_C_A_LARGE	W	B	L	C	A	LARGE	21127.0	12	true	
W_B_L_C_A_MEDIUM	W	B	L	C	A	MEDIUM	3909.0	9	true	
W_B_L_C_A_SEEDSAP	W	B	L	C	A	SEEDSAP	60.0	1	true	
W_B_L_C_A_SMALL	W	B	L	C	A	SMALL	2520.0	4	true	
W_B_L_C_A_VERYLARGE	W	B	L	C	A	VERYLARGE	7380.0	12	true	
W_B_L_C_B_LARGE	W	B	L	C	B	LARGE	255.0	12	true	
W_B_L_C_B_MEDIUM	W	B	L	C	B	MEDIUM	2757.0	9	true	
W_B_L_C_B_SEEDSAP	W	B	L	C	B	SEEDSAP	42.0	1	true	
W_B_L_C_B_SMALL	W	B	L	C	B	SMALL	1198.0	4	true	
W_B_L_C_B_VERYLARGE	W	B	L	C	B	VERYLARGE	49.0	12	true	
W_B_L_C_C_LARGE	W	B	L	C	C	LARGE	3561.0	12	true	
W_B_L_C_C_MEDIUM	W	B	L	C	C	MEDIUM	825.0	9	true	
W_B_L_C_C_SEEDSAP	W	B	L	C	C	SEEDSAP	3000.0	1	true	
W_B_L_C_C_SMALL	W	B	L	C	C	SMALL	16.0	4	true	
W_B_L_C_C_VERYLARGE	W	B	L	C	C	VERYLARGE	4060.0	12	true	
W_B_L_C_D_LARGE	W	B	L	C	D	LARGE	8563.0	12	true	
W_B_L_C_D_MEDIUM	W	B	L	C	D	MEDIUM	3754.0	9	true	
W_B_L_C_D_SEEDSAP	W	B	L	C	D	SEEDSAP	624.0	1	true	
W_B_L_C_D_SMALL	W	B	L	C	D	SMALL	1051.0	4	true	
W_B_L_C_D_VERYLARGE	W	B	L	C	D	VERYLARGE	4879.0	12	true	
W_B_L_K_A_LARGE	W	B	L	K	A	LARGE	7177.0	12	true	
W_B_L_K_A_MEDIUM	W	B	L	K	A	MEDIUM	1219.0	9	true	
W_B_L_K_A_SEEDSAP	W	B	L	K	A	SEEDSAP	46.0	1	true	
W_B_L_K_A_SMALL	W	B	L	K	A	SMALL	888.0	4	true	
W_B_L_K_A_VERYLARGE	W	B	L	K	A	VERYLARGE	1607.0	12	true	
W_B_L_K_B_LARGE	W	B	L	K	B	LARGE	192.0	12	true	
W_B_L_K_B_MEDIUM	W	B	L	K	B	MEDIUM	4736.0	9	true	
W_B_L_K_B_SEEDSAP	W	B	L	K	B	SEEDSAP	73.0	1	true	
W_B_L_K_B_SMALL	W	B	L	K	B	SMALL	2055.0	4	true	
W_B_L_K_B_VERYLARGE	W	B	L	K	B	VERYLARGE	27.0	12	true	
W_B_L_K_C_LARGE	W	B	L	K	C	LARGE	171.0	12	true	
W_B_L_K_C_MEDIUM	W	B	L	K	C	MEDIUM	205.0	9	true	
W_B_L_K_C_SEEDSAP	W	B	L	K	C	SEEDSAP	2667.0	1	true	
W_B_L_K_C_SMALL	W	B	L	K	C	SMALL	13.0	4	true	
W_B_L_K_C_VERYLARGE	W	B	L	K	C	VERYLARGE	402.0	12	true	
W_B_L_K_D_LARGE	W	B	L	K	D	LARGE	5776.0	12	true	
W_B_L_K_D_MEDIUM	W	B	L	K	D	MEDIUM	7029.0	9	true	
W_B_L_K_D_SEEDSAP	W	B	L	K	D	SEEDSAP	396.0	1	true	
W_B_L_K_D_SMALL	W	B	L	K	D	SMALL	526.0	4	true	
W_B_L_K_D_VERYLARGE	W	B	L	K	D	VERYLARGE	3218.0	12	true	
W_B_L_L_A_LARGE	W	B	L	L	A	LARGE	4427.0	12	true	
W_B_L_L_A_MEDIUM	W	B	L	L	A	MEDIUM	910.0	9	true	
W_B_L_L_A_SEEDSAP	W	B	L	L	A	SEEDSAP	33.0	1	true	
W_B_L_L_A_SMALL	W	B	L	L	A	SMALL	1507.0	4	true	
W_B_L_L_A_VERYLARGE	W	B	L	L	A	VERYLARGE	478.0	12	true	
W_B_L_L_B_LARGE	W	B	L	L	B	LARGE	82.0	12	true	
W_B_L_L_B_MEDIUM	W	B	L	L	B	MEDIUM	2975.0	9	true	
W_B_L_L_B_SEEDSAP	W	B	L	L	B	SEEDSAP	77.0	1	true	
W_B_L_L_B_SMALL	W	B	L	L	B	SMALL	829.0	4	true	
W_B_L_L_B_VERYLARGE	W	B	L	L	B	VERYLARGE	20.0	12	true	
W_B_L_L_C_LARGE	W	B	L	L	C	LARGE	189.0	12	true	
W_B_L_L_C_MEDIUM	W	B	L	L	C	MEDIUM	108.0	9	true	
W_B_L_L_C_SEEDSAP	W	B	L	L	C	SEEDSAP	1386.0	1	true	
W_B_L_L_C_SMALL	W	B	L	L	C	SMALL	20.0	4	true	
W_B_L_L_C_VERYLARGE	W	B	L	L	C	VERYLARGE	212.0	12	true	
W_B_L_L_D_LARGE	W	B	L	L	D	LARGE	5215.0	12	true	
W_B_L_L_D_MEDIUM	W	B	L	L	D	MEDIUM	4880.0	9	true	
W_B_L_L_D_SEEDSAP	W	B	L	L	D	SEEDSAP	596.0	1	true	
W_B_L_L_D_SMALL	W	B	L	L	D	SMALL	769.0	4	true	
W_B_L_L_D_VERYLARGE	W	B	L	L	D	VERYLARGE	1140.0	12	true	
W_B_L_N_A_LARGE	W	B	L	N	A	LARGE	21080.0	12	true	
W_B_L_N_A_MEDIUM	W	B	L	N	A	MEDIUM	3194.0	9	true	
W_B_L_N_A_SEEDSAP	W	B	L	N	A	SEEDSAP	74.0	1	true	
W_B_L_N_A_SMALL	W	B	L	N	A	SMALL	2877.0	4	true	
W_B_L_N_A_VERYLARGE	W	B	L	N	A	VERYLARGE	6839.0	12	true	
W_B_L_N_B_LARGE	W	B	L	N	B	LARGE	130.0	12	true	
W_B_L_N_B_MEDIUM	W	B	L	N	B	MEDIUM	3278.0	9	true	
W_B_L_N_B_SEEDSAP	W	B	L	N	B	SEEDSAP	120.0	1	true	
W_B_L_N_B_SMALL	W	B	L	N	B	SMALL	640.0	4	true	
W_B_L_N_B_VERYLARGE	W	B	L	N	B	VERYLARGE	63.0	12	true	
W_B_L_N_C_LARGE	W	B	L	N	C	LARGE	3099.0	12	true	
W_B_L_N_C_MEDIUM	W	B	L	N	C	MEDIUM	1416.0	9	true	
W_B_L_N_C_SEEDSAP	W	B	L	N	C	SEEDSAP	8980.0	1	true	
W_B_L_N_C_SMALL	W	B	L	N	C	SMALL	197.0	4	true	
W_B_L_N_C_VERYLARGE	W	B	L	N	C	VERYLARGE	4374.0	12	true	
W_B_L_N_D_LARGE	W	B	L	N	D	LARGE	10151.0	12	true	
W_B_L_N_D_MEDIUM	W	B	L	N	D	MEDIUM	5724.0	9	true	
W_B_L_N_D_SEEDSAP	W	B	L	N	D	SEEDSAP	1925.0	1	true	
W_B_L_N_D_SMALL	W	B	L	N	D	SMALL	3125.0	4	true	
W_B_L_N_D_VERYLARGE	W	B	L	N	D	VERYLARGE	5291.0	12	true	
W_B_N_C_A_LARGE	W	B	N	C	A	LARGE	1967.0	12	true	
W_B_N_C_A_MEDIUM	W	B	N	C	A	MEDIUM	491.0	9	true	
W_B_N_C_A_SMALL	W	B	N	C	A	SMALL	212.0	4	true	
W_B_N_C_A_VERYLARGE	W	B	N	C	A	VERYLARGE	648.0	12	true	
W_B_N_C_B_LARGE	W	B	N	C	B	LARGE	48.0	12	true	
W_B_N_C_B_MEDIUM	W	B	N	C	B	MEDIUM	719.0	9	true	
W_B_N_C_B_SEEDSAP	W	B	N	C	B	SEEDSAP	51.0	1	true	
W_B_N_C_B_SMALL	W	B	N	C	B	SMALL	118.0	4	true	
W_B_N_C_B_VERYLARGE	W	B	N	C	B	VERYLARGE	17.0	12	true	
W_B_N_C_C_LARGE	W	B	N	C	C	LARGE	1561.0	12	true	
W_B_N_C_C_MEDIUM	W	B	N	C	C	MEDIUM	628.0	9	true	
W_B_N_C_C_SEEDSAP	W	B	N	C	C	SEEDSAP	259.0	1	true	
W_B_N_C_C_VERYLARGE	W	B	N	C	C	VERYLARGE	531.0	12	true	
W_B_N_C_D_LARGE	W	B	N	C	D	LARGE	940.0	12	true	
W_B_N_C_D_MEDIUM	W	B	N	C	D	MEDIUM	1197.0	9	true	
W_B_N_C_D_SEEDSAP	W	B	N	C	D	SEEDSAP	67.0	1	true	
W_B_N_C_D_SMALL	W	B	N	C	D	SMALL	97.0	4	true	
W_B_N_C_D_VERYLARGE	W	B	N	C	D	VERYLARGE	273.0	12	true	
W_B_N_K_A_LARGE	W	B	N	K	A	LARGE	364.0	12	true	
W_B_N_K_A_MEDIUM	W	B	N	K	A	MEDIUM	134.0	9	true	
W_B_N_K_A_SMALL	W	B	N	K	A	SMALL	138.0	4	true	
W_B_N_K_A_VERYLARGE	W	B	N	K	A	VERYLARGE	55.0	12	true	
W_B_N_K_B_LARGE	W	B	N	K	B	LARGE	29.0	12	true	
W_B_N_K_B_MEDIUM	W	B	N	K	B	MEDIUM	658.0	9	true	
W_B_N_K_B_SEEDSAP	W	B	N	K	B	SEEDSAP	81.0	1	true	
W_B_N_K_B_SMALL	W	B	N	K	B	SMALL	155.0	4	true	
W_B_N_K_B_VERYLARGE	W	B	N	K	B	VERYLARGE	14.0	12	true	
W_B_N_K_C_LARGE	W	B	N	K	C	LARGE	98.0	12	true	
W_B_N_K_C_MEDIUM	W	B	N	K	C	MEDIUM	75.0	9	true	
W_B_N_K_C_SEEDSAP	W	B	N	K	C	SEEDSAP	133.0	1	true	
W_B_N_K_C_VERYLARGE	W	B	N	K	C	VERYLARGE	25.0	12	true	
W_B_N_K_D_LARGE	W	B	N	K	D	LARGE	556.0	12	true	
W_B_N_K_D_MEDIUM	W	B	N	K	D	MEDIUM	1163.0	9	true	
W_B_N_K_D_SEEDSAP	W	B	N	K	D	SEEDSAP	32.0	1	true	
W_B_N_K_D_SMALL	W	B	N	K	D	SMALL	55.0	4	true	
W_B_N_K_D_VERYLARGE	W	B	N	K	D	VERYLARGE	158.0	12	true	
W_B_N_L_A_LARGE	W	B	N	L	A	LARGE	183.0	12	true	
W_B_N_L_A_MEDIUM	W	B	N	L	A	MEDIUM	57.0	9	true	
W_B_N_L_A_SMALL	W	B	N	L	A	SMALL	34.0	4	true	
W_B_N_L_A_VERYLARGE	W	B	N	L	A	VERYLARGE	51.0	12	true	
W_B_N_L_B_LARGE	W	B	N	L	B	LARGE	14.0	12	true	
W_B_N_L_B_MEDIUM	W	B	N	L	B	MEDIUM	589.0	9	true	
W_B_N_L_B_SEEDSAP	W	B	N	L	B	SEEDSAP	25.0	1	true	
W_B_N_L_B_SMALL	W	B	N	L	B	SMALL	100.0	4	true	
W_B_N_L_C_LARGE	W	B	N	L	C	LARGE	7.0	12	true	
W_B_N_L_C_MEDIUM	W	B	N	L	C	MEDIUM	24.0	9	true	
W_B_N_L_C_SEEDSAP	W	B	N	L	C	SEEDSAP	22.0	1	true	
W_B_N_L_C_SMALL	W	B	N	L	C	SMALL	5.0	4	true	
W_B_N_L_C_VERYLARGE	W	B	N	L	C	VERYLARGE	37.0	12	true	
W_B_N_L_D_LARGE	W	B	N	L	D	LARGE	368.0	12	true	
W_B_N_L_D_MEDIUM	W	B	N	L	D	MEDIUM	612.0	9	true	
W_B_N_L_D_SEEDSAP	W	B	N	L	D	SEEDSAP	44.0	1	true	
W_B_N_L_D_SMALL	W	B	N	L	D	SMALL	145.0	4	true	
W_B_N_L_D_VERYLARGE	W	B	N	L	D	VERYLARGE	131.0	12	true	
W_B_N_N_A_LARGE	W	B	N	N	A	LARGE	1199.0	12	true	
W_B_N_N_A_MEDIUM	W	B	N	N	A	MEDIUM	241.0	9	true	
W_B_N_N_A_SMALL	W	B	N	N	A	SMALL	236.0	4	true	
W_B_N_N_A_VERYLARGE	W	B	N	N	A	VERYLARGE	442.0	12	true	
W_B_N_N_B_LARGE	W	B	N	N	B	LARGE	15.0	12	true	
W_B_N_N_B_MEDIUM	W	B	N	N	B	MEDIUM	376.0	9	true	
W_B_N_N_B_SEEDSAP	W	B	N	N	B	SEEDSAP	19.0	1	true	
W_B_N_N_B_SMALL	W	B	N	N	B	SMALL	69.0	4	true	
W_B_N_N_B_VERYLARGE	W	B	N	N	B	VERYLARGE	25.0	12	true	
W_B_N_N_C_LARGE	W	B	N	N	C	LARGE	149.0	12	true	
W_B_N_N_C_MEDIUM	W	B	N	N	C	MEDIUM	184.0	9	true	
W_B_N_N_C_SEEDSAP	W	B	N	N	C	SEEDSAP	110.0	1	true	
W_B_N_N_C_SMALL	W	B	N	N	C	SMALL	35.0	4	true	
W_B_N_N_C_VERYLARGE	W	B	N	N	C	VERYLARGE	140.0	12	true	
W_B_N_N_D_LARGE	W	B	N	N	D	LARGE	477.0	12	true	
W_B_N_N_D_MEDIUM	W	B	N	N	D	MEDIUM	429.0	9	true	
W_B_N_N_D_SEEDSAP	W	B	N	N	D	SEEDSAP	80.0	1	true	
W_B_N_N_D_SMALL	W	B	N	N	D	SMALL	235.0	4	true	
W_B_N_N_D_VERYLARGE	W	B	N	N	D	VERYLARGE	410.0	12	true	
W_C_L_C_A_LARGE	W	C	L	C	A	LARGE	12091.0	12	true	
W_C_L_C_A_MEDIUM	W	C	L	C	A	MEDIUM	651.0	9	true	
W_C_L_C_A_SEEDSAP	W	C	L	C	A	SEEDSAP	29.0	1	true	
W_C_L_C_A_SMALL	W	C	L	C	A	SMALL	423.0	4	true	
W_C_L_C_A_VERYLARGE	W	C	L	C	A	VERYLARGE	3707.0	12	true	
W_C_L_C_B_LARGE	W	C	L	C	B	LARGE	297.0	12	true	
W_C_L_C_B_MEDIUM	W	C	L	C	B	MEDIUM	973.0	9	true	
W_C_L_C_B_SEEDSAP	W	C	L	C	B	SEEDSAP	69.0	1	true	
W_C_L_C_B_SMALL	W	C	L	C	B	SMALL	363.0	4	true	
W_C_L_C_B_VERYLARGE	W	C	L	C	B	VERYLARGE	16.0	12	true	
W_C_L_C_C_LARGE	W	C	L	C	C	LARGE	3234.0	12	true	
W_C_L_C_C_MEDIUM	W	C	L	C	C	MEDIUM	1137.0	9	true	
W_C_L_C_C_SEEDSAP	W	C	L	C	C	SEEDSAP	1114.0	1	true	
W_C_L_C_C_SMALL	W	C	L	C	C	SMALL	54.0	4	true	
W_C_L_C_C_VERYLARGE	W	C	L	C	C	VERYLARGE	2765.0	12	true	
W_C_L_C_D_LARGE	W	C	L	C	D	LARGE	3592.0	12	true	
W_C_L_C_D_MEDIUM	W	C	L	C	D	MEDIUM	645.0	9	true	
W_C_L_C_D_SEEDSAP	W	C	L	C	D	SEEDSAP	353.0	1	true	
W_C_L_C_D_SMALL	W	C	L	C	D	SMALL	276.0	4	true	
W_C_L_C_D_VERYLARGE	W	C	L	C	D	VERYLARGE	2144.0	12	true	
W_C_L_K_A_LARGE	W	C	L	K	A	LARGE	2509.0	12	true	
W_C_L_K_A_MEDIUM	W	C	L	K	A	MEDIUM	245.0	9	true	
W_C_L_K_A_SEEDSAP	W	C	L	K	A	SEEDSAP	19.0	1	true	
W_C_L_K_A_SMALL	W	C	L	K	A	SMALL	191.0	4	true	
W_C_L_K_A_VERYLARGE	W	C	L	K	A	VERYLARGE	263.0	12	true	
W_C_L_K_B_LARGE	W	C	L	K	B	LARGE	124.0	12	true	
W_C_L_K_B_MEDIUM	W	C	L	K	B	MEDIUM	1030.0	9	true	
W_C_L_K_B_SEEDSAP	W	C	L	K	B	SEEDSAP	46.0	1	true	
W_C_L_K_B_SMALL	W	C	L	K	B	SMALL	362.0	4	true	
W_C_L_K_B_VERYLARGE	W	C	L	K	B	VERYLARGE	20.0	12	true	
W_C_L_K_C_LARGE	W	C	L	K	C	LARGE	116.0	12	true	
W_C_L_K_C_MEDIUM	W	C	L	K	C	MEDIUM	80.0	9	true	
W_C_L_K_C_SEEDSAP	W	C	L	K	C	SEEDSAP	505.0	1	true	
W_C_L_K_C_VERYLARGE	W	C	L	K	C	VERYLARGE	119.0	12	true	
W_C_L_K_D_LARGE	W	C	L	K	D	LARGE	1772.0	12	true	
W_C_L_K_D_MEDIUM	W	C	L	K	D	MEDIUM	1204.0	9	true	
W_C_L_K_D_SEEDSAP	W	C	L	K	D	SEEDSAP	119.0	1	true	
W_C_L_K_D_SMALL	W	C	L	K	D	SMALL	112.0	4	true	
W_C_L_K_D_VERYLARGE	W	C	L	K	D	VERYLARGE	548.0	12	true	
W_C_L_L_A_LARGE	W	C	L	L	A	LARGE	307.0	12	true	
W_C_L_L_A_MEDIUM	W	C	L	L	A	MEDIUM	35.0	9	true	
W_C_L_L_A_SMALL	W	C	L	L	A	SMALL	23.0	4	true	
W_C_L_L_A_VERYLARGE	W	C	L	L	A	VERYLARGE	101.0	12	true	
W_C_L_L_B_LARGE	W	C	L	L	B	LARGE	22.0	12	true	
W_C_L_L_B_MEDIUM	W	C	L	L	B	MEDIUM	310.0	9	true	
W_C_L_L_B_SEEDSAP	W	C	L	L	B	SEEDSAP	8.0	1	true	
W_C_L_L_B_SMALL	W	C	L	L	B	SMALL	98.0	4	true	
W_C_L_L_C_LARGE	W	C	L	L	C	LARGE	26.0	12	true	
W_C_L_L_C_MEDIUM	W	C	L	L	C	MEDIUM	28.0	9	true	
W_C_L_L_C_SEEDSAP	W	C	L	L	C	SEEDSAP	68.0	1	true	
W_C_L_L_C_VERYLARGE	W	C	L	L	C	VERYLARGE	45.0	12	true	
W_C_L_L_D_LARGE	W	C	L	L	D	LARGE	177.0	12	true	
W_C_L_L_D_MEDIUM	W	C	L	L	D	MEDIUM	368.0	9	true	
W_C_L_L_D_SEEDSAP	W	C	L	L	D	SEEDSAP	18.0	1	true	
W_C_L_L_D_SMALL	W	C	L	L	D	SMALL	22.0	4	true	
W_C_L_L_D_VERYLARGE	W	C	L	L	D	VERYLARGE	71.0	12	true	
W_C_L_N_A_LARGE	W	C	L	N	A	LARGE	10894.0	12	true	
W_C_L_N_A_MEDIUM	W	C	L	N	A	MEDIUM	1465.0	9	true	
W_C_L_N_A_SEEDSAP	W	C	L	N	A	SEEDSAP	63.0	1	true	
W_C_L_N_A_SMALL	W	C	L	N	A	SMALL	753.0	4	true	
W_C_L_N_A_VERYLARGE	W	C	L	N	A	VERYLARGE	4662.0	12	true	
W_C_L_N_B_LARGE	W	C	L	N	B	LARGE	73.0	12	true	
W_C_L_N_B_MEDIUM	W	C	L	N	B	MEDIUM	337.0	9	true	
W_C_L_N_B_SEEDSAP	W	C	L	N	B	SEEDSAP	33.0	1	true	
W_C_L_N_B_SMALL	W	C	L	N	B	SMALL	125.0	4	true	
W_C_L_N_B_VERYLARGE	W	C	L	N	B	VERYLARGE	33.0	12	true	
W_C_L_N_C_LARGE	W	C	L	N	C	LARGE	6921.0	12	true	
W_C_L_N_C_MEDIUM	W	C	L	N	C	MEDIUM	2235.0	9	true	
W_C_L_N_C_SEEDSAP	W	C	L	N	C	SEEDSAP	4599.0	1	true	
W_C_L_N_C_SMALL	W	C	L	N	C	SMALL	90.0	4	true	
W_C_L_N_C_VERYLARGE	W	C	L	N	C	VERYLARGE	4096.0	12	true	
W_C_L_N_D_LARGE	W	C	L	N	D	LARGE	2608.0	12	true	
W_C_L_N_D_MEDIUM	W	C	L	N	D	MEDIUM	949.0	9	true	
W_C_L_N_D_SEEDSAP	W	C	L	N	D	SEEDSAP	444.0	1	true	
W_C_L_N_D_SMALL	W	C	L	N	D	SMALL	499.0	4	true	
W_C_L_N_D_VERYLARGE	W	C	L	N	D	VERYLARGE	1554.0	12	true	
W_C_N_C_A_LARGE	W	C	N	C	A	LARGE	886.0	12	true	
W_C_N_C_A_MEDIUM	W	C	N	C	A	MEDIUM	132.0	9	true	
W_C_N_C_A_SMALL	W	C	N	C	A	SMALL	111.0	4	true	
W_C_N_C_A_VERYLARGE	W	C	N	C	A	VERYLARGE	185.0	12	true	
W_C_N_C_B_LARGE	W	C	N	C	B	LARGE	14.0	12	true	
W_C_N_C_B_MEDIUM	W	C	N	C	B	MEDIUM	92.0	9	true	
W_C_N_C_B_SEEDSAP	W	C	N	C	B	SEEDSAP	25.0	1	true	
W_C_N_C_B_SMALL	W	C	N	C	B	SMALL	59.0	4	true	
W_C_N_C_C_LARGE	W	C	N	C	C	LARGE	229.0	12	true	
W_C_N_C_C_MEDIUM	W	C	N	C	C	MEDIUM	121.0	9	true	
W_C_N_C_C_SEEDSAP	W	C	N	C	C	SEEDSAP	116.0	1	true	
W_C_N_C_C_SMALL	W	C	N	C	C	SMALL	14.0	4	true	
W_C_N_C_C_VERYLARGE	W	C	N	C	C	VERYLARGE	198.0	12	true	
W_C_N_C_D_LARGE	W	C	N	C	D	LARGE	158.0	12	true	
W_C_N_C_D_MEDIUM	W	C	N	C	D	MEDIUM	66.0	9	true	
W_C_N_C_D_SEEDSAP	W	C	N	C	D	SEEDSAP	36.0	1	true	
W_C_N_C_D_SMALL	W	C	N	C	D	SMALL	60.0	4	true	
W_C_N_C_D_VERYLARGE	W	C	N	C	D	VERYLARGE	90.0	12	true	
W_C_N_K_A_LARGE	W	C	N	K	A	LARGE	262.0	12	true	
W_C_N_K_A_MEDIUM	W	C	N	K	A	MEDIUM	79.0	9	true	
W_C_N_K_A_SMALL	W	C	N	K	A	SMALL	40.0	4	true	
W_C_N_K_A_VERYLARGE	W	C	N	K	A	VERYLARGE	16.0	12	true	
W_C_N_K_B_LARGE	W	C	N	K	B	LARGE	9.0	12	true	
W_C_N_K_B_MEDIUM	W	C	N	K	B	MEDIUM	81.0	9	true	
W_C_N_K_B_SEEDSAP	W	C	N	K	B	SEEDSAP	21.0	1	true	
W_C_N_K_B_SMALL	W	C	N	K	B	SMALL	34.0	4	true	
W_C_N_K_C_LARGE	W	C	N	K	C	LARGE	25.0	12	true	
W_C_N_K_C_MEDIUM	W	C	N	K	C	MEDIUM	19.0	9	true	
W_C_N_K_C_SEEDSAP	W	C	N	K	C	SEEDSAP	46.0	1	true	
W_C_N_K_C_VERYLARGE	W	C	N	K	C	VERYLARGE	12.0	12	true	
W_C_N_K_D_LARGE	W	C	N	K	D	LARGE	92.0	12	true	
W_C_N_K_D_MEDIUM	W	C	N	K	D	MEDIUM	95.0	9	true	
W_C_N_K_D_SEEDSAP	W	C	N	K	D	SEEDSAP	21.0	1	true	
