strata_id	layer1	layer2	layer3	layer4	layer5	layer6	area	age_class	model_strata	
BG_l_2_W_H_M	BG	l	2	W	H	M	1496.0	6	true	
BG_l_2_W_H_N	BG	l	2	W	H	N	2564.0	6	true	
BG_l_2_W_H_O	BG	l	2	W	H	O	2690.0	6	true	
BG_l_2_W_H_Q	BG	l	2	W	H	Q	80.0	10	true	
BG_l_2_W_H_R	BG	l	2	W	H	R	295.0	10	true	
BG_l_2_W_H_S	BG	l	2	W	H	S	101.0	10	true	
BG_l_2_W_I_G	BG	l	2	W	I	G	67.0	1	true	
BG_l_2_W_I_H	BG	l	2	W	I	H	399.0	3	true	
BG_l_2_W_I_I	BG	l	2	W	I	I	313.0	3	true	
BG_l_2_W_I_J	BG	l	2	W	I	J	359.0	3	true	
BG_l_2_W_I_K	BG	l	2	W	I	K	1348.0	3	true	
BG_l_2_W_I_L	BG	l	2	W	I	L	339.0	6	true	
BG_l_2_W_I_M	BG	l	2	W	I	M	1711.0	6	true	
BG_l_2_W_I_N	BG	l	2	W	I	N	2913.0	6	true	
BG_l_2_W_I_O	BG	l	2	W	I	O	2446.0	6	true	
BG_l_2_W_I_Q	BG	l	2	W	I	Q	45.0	10	true	
BG_l_2_W_I_R	BG	l	2	W	I	R	261.0	10	true	
BG_l_2_W_I_S	BG	l	2	W	I	S	82.0	10	true	
BG_l_3_U_D_O	BG	l	3	U	D	O	72.0	6	true	
BG_l_3_U_D_S	BG	l	3	U	D	S	55.0	10	true	
BG_l_3_U_F_G	BG	l	3	U	F	G	17.0	1	true	
BG_l_3_U_F_K	BG	l	3	U	F	K	10.0	3	true	
BG_l_3_U_F_N	BG	l	3	U	F	N	30.0	6	true	
BG_l_3_U_F_O	BG	l	3	U	F	O	46.0	6	true	
BG_l_3_U_F_S	BG	l	3	U	F	S	57.0	10	true	
BG_l_4_U_D_N	BG	l	4	U	D	N	32.0	6	true	
BG_l_4_U_D_R	BG	l	4	U	D	R	14.0	10	true	
BG_l_4_U_F_K	BG	l	4	U	F	K	11.0	3	true	
BG_l_4_U_F_N	BG	l	4	U	F	N	38.0	6	true	
BG_l_4_U_F_S	BG	l	4	U	F	S	22.0	10	true	
BG_l_4_W_F_M	BG	l	4	W	F	M	17.0	6	true	
MG_G_1_B_F_O	MG	G	1	B	F	O	45.0	6	true	
MG_G_1_L_F_O	MG	G	1	L	F	O	38.0	6	true	
MG_G_2_G_D_F	MG	G	2	G	D	F	22.0	1	true	
MG_G_2_G_G_F	MG	G	2	G	G	F	17.0	1	true	
MG_G_2_G_I_G	MG	G	2	G	I	G	13.0	1	true	
MG_G_2_G_I_I	MG	G	2	G	I	I	15.0	3	true	
MG_G_2_G_I_O	MG	G	2	G	I	O	11.0	6	true	
MG_G_2_L_D_H	MG	G	2	L	D	H	98.0	3	true	
MG_G_2_L_D_I	MG	G	2	L	D	I	57.0	3	true	
MG_G_2_L_D_K	MG	G	2	L	D	K	61.0	3	true	
MG_G_2_L_D_M	MG	G	2	L	D	M	96.0	6	true	
MG_G_2_L_D_N	MG	G	2	L	D	N	152.0	6	true	
MG_G_2_L_D_O	MG	G	2	L	D	O	570.0	6	true	
MG_G_2_L_D_R	MG	G	2	L	D	R	22.0	10	true	
MG_G_2_L_D_S	MG	G	2	L	D	S	54.0	10	true	
MG_G_2_L_F_H	MG	G	2	L	F	H	69.0	3	true	
MG_G_2_L_F_I	MG	G	2	L	F	I	60.0	3	true	
MG_G_2_L_F_K	MG	G	2	L	F	K	115.0	3	true	
MG_G_2_L_F_M	MG	G	2	L	F	M	123.0	6	true	
MG_G_2_L_F_N	MG	G	2	L	F	N	228.0	6	true	
MG_G_2_L_F_O	MG	G	2	L	F	O	514.0	6	true	
MG_G_2_L_F_S	MG	G	2	L	F	S	80.0	10	true	
MG_G_2_L_H_N	MG	G	2	L	H	N	22.0	6	true	
MG_G_2_L_H_O	MG	G	2	L	H	O	120.0	6	true	
MG_G_2_L_I_O	MG	G	2	L	I	O	31.0	6	true	
MG_G_2_O_C_H	MG	G	2	O	C	H	21.0	3	true	
MG_G_2_O_D_H	MG	G	2	O	D	H	69.0	3	true	
MG_G_2_O_D_I	MG	G	2	O	D	I	33.0	3	true	
MG_G_2_O_D_K	MG	G	2	O	D	K	29.0	3	true	
MG_G_2_O_D_M	MG	G	2	O	D	M	68.0	6	true	
MG_G_2_O_D_N	MG	G	2	O	D	N	64.0	6	true	
MG_G_2_O_D_O	MG	G	2	O	D	O	345.0	6	true	
MG_G_2_O_D_R	MG	G	2	O	D	R	61.0	10	true	
MG_G_2_O_F_H	MG	G	2	O	F	H	27.0	3	true	
MG_G_2_O_F_K	MG	G	2	O	F	K	35.0	3	true	
MG_G_2_O_F_M	MG	G	2	O	F	M	10.0	6	true	
MG_G_2_O_F_N	MG	G	2	O	F	N	49.0	6	true	
MG_G_2_O_F_O	MG	G	2	O	F	O	368.0	6	true	
MG_G_2_O_G_F	MG	G	2	O	G	F	17.0	1	true	
MG_G_2_O_G_H	MG	G	2	O	G	H	23.0	3	true	
MG_G_2_O_G_I	MG	G	2	O	G	I	24.0	3	true	
MG_G_2_O_G_J	MG	G	2	O	G	J	76.0	3	true	
MG_G_2_O_G_K	MG	G	2	O	G	K	87.0	3	true	
MG_G_2_O_G_O	MG	G	2	O	G	O	61.0	6	true	
MG_G_2_O_H_O	MG	G	2	O	H	O	88.0	6	true	
MG_G_2_O_H_S	MG	G	2	O	H	S	12.0	10	true	
MG_G_2_O_I_H	MG	G	2	O	I	H	18.0	3	true	
MG_G_2_O_I_K	MG	G	2	O	I	K	99.0	3	true	
MG_G_2_O_I_O	MG	G	2	O	I	O	53.0	6	true	
MG_G_5_B_C_H	MG	G	5	B	C	H	13.0	3	true	
MG_G_5_B_D_F	MG	G	5	B	D	F	50.0	1	true	
MG_G_5_B_D_H	MG	G	5	B	D	H	163.0	3	true	
MG_G_5_B_D_I	MG	G	5	B	D	I	294.0	3	true	
MG_G_5_B_D_J	MG	G	5	B	D	J	195.0	3	true	
MG_G_5_B_D_K	MG	G	5	B	D	K	264.0	3	true	
MG_G_5_B_D_L	MG	G	5	B	D	L	60.0	6	true	
MG_G_5_B_D_M	MG	G	5	B	D	M	195.0	6	true	
MG_G_5_B_D_N	MG	G	5	B	D	N	736.0	6	true	
MG_G_5_B_D_O	MG	G	5	B	D	O	2699.0	6	true	
MG_G_5_B_D_Q	MG	G	5	B	D	Q	42.0	10	true	
MG_G_5_B_D_R	MG	G	5	B	D	R	73.0	10	true	
MG_G_5_B_D_S	MG	G	5	B	D	S	293.0	10	true	
MG_G_5_B_E_G	MG	G	5	B	E	G	52.0	1	true	
MG_G_5_B_E_K	MG	G	5	B	E	K	216.0	3	true	
MG_G_5_B_E_O	MG	G	5	B	E	O	301.0	6	true	
MG_G_5_B_F_G	MG	G	5	B	F	G	94.0	1	true	
MG_G_5_B_F_H	MG	G	5	B	F	H	166.0	3	true	
MG_G_5_B_F_I	MG	G	5	B	F	I	157.0	3	true	
MG_G_5_B_F_J	MG	G	5	B	F	J	178.0	3	true	
MG_G_5_B_F_K	MG	G	5	B	F	K	459.0	3	true	
MG_G_5_B_F_L	MG	G	5	B	F	L	74.0	6	true	
MG_G_5_B_F_M	MG	G	5	B	F	M	224.0	6	true	
MG_G_5_B_F_N	MG	G	5	B	F	N	744.0	6	true	
MG_G_5_B_F_O	MG	G	5	B	F	O	4585.0	6	true	
MG_G_5_B_F_Q	MG	G	5	B	F	Q	15.0	10	true	
MG_G_5_B_F_R	MG	G	5	B	F	R	110.0	10	true	
MG_G_5_B_F_S	MG	G	5	B	F	S	586.0	10	true	
MG_G_5_B_G_G	MG	G	5	B	G	G	230.0	1	true	
MG_G_5_B_G_H	MG	G	5	B	G	H	27.0	3	true	
MG_G_5_B_G_J	MG	G	5	B	G	J	143.0	3	true	
MG_G_5_B_G_K	MG	G	5	B	G	K	384.0	3	true	
MG_G_5_B_G_N	MG	G	5	B	G	N	74.0	6	true	
MG_G_5_B_G_O	MG	G	5	B	G	O	1183.0	6	true	
MG_G_5_B_H_F	MG	G	5	B	H	F	37.0	1	true	
MG_G_5_B_H_H	MG	G	5	B	H	H	47.0	3	true	
MG_G_5_B_H_I	MG	G	5	B	H	I	67.0	3	true	
MG_G_5_B_H_J	MG	G	5	B	H	J	33.0	3	true	
MG_G_5_B_H_K	MG	G	5	B	H	K	35.0	3	true	
MG_G_5_B_H_L	MG	G	5	B	H	L	31.0	6	true	
MG_G_5_B_H_M	MG	G	5	B	H	M	98.0	6	true	
MG_G_5_B_H_N	MG	G	5	B	H	N	195.0	6	true	
MG_G_5_B_H_O	MG	G	5	B	H	O	1616.0	6	true	
MG_G_5_B_H_S	MG	G	5	B	H	S	30.0	10	true	
MG_G_5_B_I_G	MG	G	5	B	I	G	187.0	1	true	
MG_G_5_B_I_H	MG	G	5	B	I	H	47.0	3	true	
MG_G_5_B_I_I	MG	G	5	B	I	I	80.0	3	true	
MG_G_5_B_I_J	MG	G	5	B	I	J	89.0	3	true	
MG_G_5_B_I_K	MG	G	5	B	I	K	809.0	3	true	
MG_G_5_B_I_L	MG	G	5	B	I	L	40.0	6	true	
MG_G_5_B_I_M	MG	G	5	B	I	M	150.0	6	true	
MG_G_5_B_I_N	MG	G	5	B	I	N	211.0	6	true	
MG_G_5_B_I_O	MG	G	5	B	I	O	1598.0	6	true	
MG_G_5_G_D_F	MG	G	5	G	D	F	866.0	1	true	
MG_G_5_G_D_H	MG	G	5	G	D	H	370.0	3	true	
MG_G_5_G_D_I	MG	G	5	G	D	I	496.0	3	true	
MG_G_5_G_D_J	MG	G	5	G	D	J	224.0	3	true	
MG_G_5_G_D_K	MG	G	5	G	D	K	179.0	3	true	
MG_G_5_G_D_M	MG	G	5	G	D	M	143.0	6	true	
MG_G_5_G_D_N	MG	G	5	G	D	N	492.0	6	true	
MG_G_5_G_D_O	MG	G	5	G	D	O	1656.0	6	true	
MG_G_5_G_D_S	MG	G	5	G	D	S	45.0	10	true	
MG_G_5_G_E_K	MG	G	5	G	E	K	87.0	3	true	
MG_G_5_G_E_O	MG	G	5	G	E	O	214.0	6	true	
MG_G_5_G_F_M	MG	G	5	G	F	M	17.0	6	true	
MG_G_5_G_F_N	MG	G	5	G	F	N	44.0	6	true	
MG_G_5_G_F_O	MG	G	5	G	F	O	248.0	6	true	
MG_G_5_G_F_Q	MG	G	5	G	F	Q	22.0	10	true	
MG_G_5_G_F_S	MG	G	5	G	F	S	63.0	10	true	
MG_G_5_G_G_F	MG	G	5	G	G	F	121.0	1	true	
MG_G_5_G_G_G	MG	G	5	G	G	G	175.0	1	true	
MG_G_5_G_G_H	MG	G	5	G	G	H	24.0	3	true	
MG_G_5_G_G_I	MG	G	5	G	G	I	38.0	3	true	
MG_G_5_G_G_J	MG	G	5	G	G	J	101.0	3	true	
MG_G_5_G_G_K	MG	G	5	G	G	K	553.0	3	true	
MG_G_5_G_G_N	MG	G	5	G	G	N	40.0	6	true	
MG_G_5_G_G_O	MG	G	5	G	G	O	345.0	6	true	
MG_G_5_G_H_F	MG	G	5	G	H	F	907.0	1	true	
MG_G_5_G_H_O	MG	G	5	G	H	O	26.0	6	true	
MG_G_5_G_I_G	MG	G	5	G	I	G	26.0	1	true	
MG_G_5_G_I_J	MG	G	5	G	I	J	23.0	3	true	
MG_G_5_G_I_K	MG	G	5	G	I	K	84.0	3	true	
MG_G_5_G_I_M	MG	G	5	G	I	M	15.0	6	true	
MG_G_5_G_I_O	MG	G	5	G	I	O	72.0	6	true	
MG_G_5_L_D_F	MG	G	5	L	D	F	30.0	1	true	
MG_G_5_L_D_G	MG	G	5	L	D	G	203.0	1	true	
MG_G_5_L_D_H	MG	G	5	L	D	H	389.0	3	true	
MG_G_5_L_D_I	MG	G	5	L	D	I	393.0	3	true	
MG_G_5_L_D_J	MG	G	5	L	D	J	337.0	3	true	
MG_G_5_L_D_K	MG	G	5	L	D	K	796.0	3	true	
MG_G_5_L_D_L	MG	G	5	L	D	L	60.0	6	true	
MG_G_5_L_D_M	MG	G	5	L	D	M	469.0	6	true	
MG_G_5_L_D_N	MG	G	5	L	D	N	1217.0	6	true	
MG_G_5_L_D_O	MG	G	5	L	D	O	4526.0	6	true	
MG_G_5_L_D_Q	MG	G	5	L	D	Q	75.0	10	true	
MG_G_5_L_D_R	MG	G	5	L	D	R	275.0	10	true	
MG_G_5_L_D_S	MG	G	5	L	D	S	576.0	10	true	
MG_G_5_L_E_G	MG	G	5	L	E	G	156.0	1	true	
MG_G_5_L_E_I	MG	G	5	L	E	I	61.0	3	true	
MG_G_5_L_E_J	MG	G	5	L	E	J	68.0	3	true	
MG_G_5_L_E_K	MG	G	5	L	E	K	537.0	3	true	
MG_G_5_L_E_L	MG	G	5	L	E	L	30.0	6	true	
MG_G_5_L_E_N	MG	G	5	L	E	N	52.0	6	true	
MG_G_5_L_E_O	MG	G	5	L	E	O	516.0	6	true	
MG_G_5_L_F_G	MG	G	5	L	F	G	331.0	1	true	
MG_G_5_L_F_H	MG	G	5	L	F	H	468.0	3	true	
MG_G_5_L_F_I	MG	G	5	L	F	I	288.0	3	true	
MG_G_5_L_F_J	MG	G	5	L	F	J	242.0	3	true	
MG_G_5_L_F_K	MG	G	5	L	F	K	1602.0	3	true	
MG_G_5_L_F_L	MG	G	5	L	F	L	104.0	6	true	
MG_G_5_L_F_M	MG	G	5	L	F	M	548.0	6	true	
MG_G_5_L_F_N	MG	G	5	L	F	N	1548.0	6	true	
MG_G_5_L_F_O	MG	G	5	L	F	O	8288.0	6	true	
MG_G_5_L_F_P	MG	G	5	L	F	P	28.0	10	true	
MG_G_5_L_F_Q	MG	G	5	L	F	Q	82.0	10	true	
MG_G_5_L_F_R	MG	G	5	L	F	R	603.0	10	true	
MG_G_5_L_F_S	MG	G	5	L	F	S	1076.0	10	true	
MG_G_5_L_G_G	MG	G	5	L	G	G	530.0	1	true	
MG_G_5_L_G_H	MG	G	5	L	G	H	42.0	3	true	
MG_G_5_L_G_I	MG	G	5	L	G	I	45.0	3	true	
MG_G_5_L_G_J	MG	G	5	L	G	J	118.0	3	true	
MG_G_5_L_G_K	MG	G	5	L	G	K	1782.0	3	true	
MG_G_5_L_G_N	MG	G	5	L	G	N	232.0	6	true	
MG_G_5_L_G_O	MG	G	5	L	G	O	2659.0	6	true	
MG_G_5_L_G_R	MG	G	5	L	G	R	39.0	10	true	
MG_G_5_L_H_F	MG	G	5	L	H	F	60.0	1	true	
MG_G_5_L_H_I	MG	G	5	L	H	I	56.0	3	true	
MG_G_5_L_H_J	MG	G	5	L	H	J	74.0	3	true	
MG_G_5_L_H_K	MG	G	5	L	H	K	89.0	3	true	
MG_G_5_L_H_M	MG	G	5	L	H	M	66.0	6	true	
MG_G_5_L_H_N	MG	G	5	L	H	N	163.0	6	true	
MG_G_5_L_H_O	MG	G	5	L	H	O	2705.0	6	true	
MG_G_5_L_H_S	MG	G	5	L	H	S	124.0	10	true	
MG_G_5_L_I_G	MG	G	5	L	I	G	1485.0	1	true	
MG_G_5_L_I_H	MG	G	5	L	I	H	37.0	3	true	
MG_G_5_L_I_I	MG	G	5	L	I	I	107.0	3	true	
MG_G_5_L_I_J	MG	G	5	L	I	J	304.0	3	true	
MG_G_5_L_I_K	MG	G	5	L	I	K	3231.0	3	true	
MG_G_5_L_I_L	MG	G	5	L	I	L	47.0	6	true	
MG_G_5_L_I_M	MG	G	5	L	I	M	47.0	6	true	
MG_G_5_L_I_N	MG	G	5	L	I	N	169.0	6	true	
MG_G_5_L_I_O	MG	G	5	L	I	O	3104.0	6	true	
MG_G_5_L_I_R	MG	G	5	L	I	R	35.0	10	true	
MG_G_5_L_I_S	MG	G	5	L	I	S	49.0	10	true	
MG_G_5_O_C_H	MG	G	5	O	C	H	15.0	3	true	
MG_G_5_O_D_F	MG	G	5	O	D	F	1453.0	1	true	
MG_G_5_O_D_G	MG	G	5	O	D	G	25.0	1	true	
MG_G_5_O_D_H	MG	G	5	O	D	H	349.0	3	true	
MG_G_5_O_D_I	MG	G	5	O	D	I	283.0	3	true	
MG_G_5_O_D_J	MG	G	5	O	D	J	113.0	3	true	
MG_G_5_O_D_K	MG	G	5	O	D	K	136.0	3	true	
MG_G_5_O_D_L	MG	G	5	O	D	L	30.0	6	true	
MG_G_5_O_D_M	MG	G	5	O	D	M	222.0	6	true	
MG_G_5_O_D_N	MG	G	5	O	D	N	605.0	6	true	
MG_G_5_O_D_O	MG	G	5	O	D	O	1620.0	6	true	
MG_G_5_O_D_R	MG	G	5	O	D	R	78.0	10	true	
MG_G_5_O_D_S	MG	G	5	O	D	S	58.0	10	true	
MG_G_5_O_E_G	MG	G	5	O	E	G	48.0	1	true	
MG_G_5_O_E_H	MG	G	5	O	E	H	26.0	3	true	
MG_G_5_O_E_I	MG	G	5	O	E	I	30.0	3	true	
MG_G_5_O_E_J	MG	G	5	O	E	J	29.0	3	true	
MG_G_5_O_E_K	MG	G	5	O	E	K	179.0	3	true	
MG_G_5_O_E_O	MG	G	5	O	E	O	164.0	6	true	
MG_G_5_O_F_G	MG	G	5	O	F	G	21.0	1	true	
MG_G_5_O_F_I	MG	G	5	O	F	I	20.0	3	true	
MG_G_5_O_F_K	MG	G	5	O	F	K	28.0	3	true	
MG_G_5_O_F_M	MG	G	5	O	F	M	20.0	6	true	
MG_G_5_O_F_N	MG	G	5	O	F	N	131.0	6	true	
MG_G_5_O_F_O	MG	G	5	O	F	O	853.0	6	true	
MG_G_5_O_F_R	MG	G	5	O	F	R	84.0	10	true	
MG_G_5_O_F_S	MG	G	5	O	F	S	45.0	10	true	
MG_G_5_O_G_F	MG	G	5	O	G	F	1001.0	1	true	
MG_G_5_O_G_G	MG	G	5	O	G	G	1626.0	1	true	
MG_G_5_O_G_H	MG	G	5	O	G	H	398.0	3	true	
MG_G_5_O_G_I	MG	G	5	O	G	I	491.0	3	true	
MG_G_5_O_G_J	MG	G	5	O	G	J	2510.0	3	true	
MG_G_5_O_G_K	MG	G	5	O	G	K	4173.0	3	true	
MG_G_5_O_G_M	MG	G	5	O	G	M	29.0	6	true	
MG_G_5_O_G_N	MG	G	5	O	G	N	375.0	6	true	
MG_G_5_O_G_O	MG	G	5	O	G	O	1745.0	6	true	
MG_G_5_O_G_S	MG	G	5	O	G	S	37.0	10	true	
MG_G_5_O_H_F	MG	G	5	O	H	F	1644.0	1	true	
MG_G_5_O_I_F	MG	G	5	O	I	F	45.0	1	true	
MG_G_5_O_I_G	MG	G	5	O	I	G	123.0	1	true	
MG_G_5_O_I_H	MG	G	5	O	I	H	50.0	3	true	
MG_G_5_O_I_I	MG	G	5	O	I	I	92.0	3	true	
MG_G_5_O_I_J	MG	G	5	O	I	J	362.0	3	true	
MG_G_5_O_I_K	MG	G	5	O	I	K	595.0	3	true	
MG_G_5_O_I_O	MG	G	5	O	I	O	54.0	6	true	
MG_G_6_B_D_F	MG	G	6	B	D	F	76.0	1	true	
MG_G_6_B_D_H	MG	G	6	B	D	H	42.0	3	true	
MG_G_6_B_D_I	MG	G	6	B	D	I	76.0	3	true	
MG_G_6_B_D_J	MG	G	6	B	D	J	95.0	3	true	
MG_G_6_B_D_K	MG	G	6	B	D	K	196.0	3	true	
MG_G_6_B_D_L	MG	G	6	B	D	L	64.0	6	true	
MG_G_6_B_D_M	MG	G	6	B	D	M	222.0	6	true	
MG_G_6_B_D_N	MG	G	6	B	D	N	578.0	6	true	
MG_G_6_B_D_O	MG	G	6	B	D	O	2483.0	6	true	
MG_G_6_B_D_Q	MG	G	6	B	D	Q	25.0	10	true	
MG_G_6_B_D_R	MG	G	6	B	D	R	64.0	10	true	
MG_G_6_B_D_S	MG	G	6	B	D	S	425.0	10	true	
MG_G_6_B_E_G	MG	G	6	B	E	G	92.0	1	true	
MG_G_6_B_E_J	MG	G	6	B	E	J	25.0	3	true	
MG_G_6_B_E_K	MG	G	6	B	E	K	126.0	3	true	
MG_G_6_B_E_N	MG	G	6	B	E	N	51.0	6	true	
MG_G_6_B_E_O	MG	G	6	B	E	O	390.0	6	true	
MG_G_6_B_F_G	MG	G	6	B	F	G	100.0	1	true	
MG_G_6_B_F_H	MG	G	6	B	F	H	75.0	3	true	
MG_G_6_B_F_I	MG	G	6	B	F	I	111.0	3	true	
MG_G_6_B_F_J	MG	G	6	B	F	J	121.0	3	true	
MG_G_6_B_F_K	MG	G	6	B	F	K	347.0	3	true	
MG_G_6_B_F_L	MG	G	6	B	F	L	29.0	6	true	
MG_G_6_B_F_M	MG	G	6	B	F	M	289.0	6	true	
MG_G_6_B_F_N	MG	G	6	B	F	N	1020.0	6	true	
MG_G_6_B_F_O	MG	G	6	B	F	O	6029.0	6	true	
MG_G_6_B_F_Q	MG	G	6	B	F	Q	76.0	10	true	
MG_G_6_B_F_R	MG	G	6	B	F	R	253.0	10	true	
MG_G_6_B_F_S	MG	G	6	B	F	S	815.0	10	true	
MG_G_6_B_G_G	MG	G	6	B	G	G	208.0	1	true	
MG_G_6_B_G_H	MG	G	6	B	G	H	25.0	3	true	
MG_G_6_B_G_I	MG	G	6	B	G	I	32.0	3	true	
MG_G_6_B_G_J	MG	G	6	B	G	J	60.0	3	true	
MG_G_6_B_G_K	MG	G	6	B	G	K	618.0	3	true	
MG_G_6_B_G_N	MG	G	6	B	G	N	111.0	6	true	
MG_G_6_B_G_O	MG	G	6	B	G	O	1887.0	6	true	
MG_G_6_B_G_S	MG	G	6	B	G	S	49.0	10	true	
MG_G_6_B_H_F	MG	G	6	B	H	F	201.0	1	true	
MG_G_6_B_H_G	MG	G	6	B	H	G	83.0	1	true	
MG_G_6_B_H_H	MG	G	6	B	H	H	61.0	3	true	
MG_G_6_B_H_I	MG	G	6	B	H	I	160.0	3	true	
MG_G_6_B_H_J	MG	G	6	B	H	J	139.0	3	true	
MG_G_6_B_H_K	MG	G	6	B	H	K	246.0	3	true	
MG_G_6_B_H_L	MG	G	6	B	H	L	27.0	6	true	
MG_G_6_B_H_M	MG	G	6	B	H	M	152.0	6	true	
MG_G_6_B_H_N	MG	G	6	B	H	N	399.0	6	true	
MG_G_6_B_H_O	MG	G	6	B	H	O	1946.0	6	true	
MG_G_6_B_H_S	MG	G	6	B	H	S	108.0	10	true	
MG_G_6_B_I_G	MG	G	6	B	I	G	662.0	1	true	
MG_G_6_B_I_H	MG	G	6	B	I	H	121.0	3	true	
MG_G_6_B_I_I	MG	G	6	B	I	I	246.0	3	true	
MG_G_6_B_I_J	MG	G	6	B	I	J	406.0	3	true	
MG_G_6_B_I_K	MG	G	6	B	I	K	1677.0	3	true	
MG_G_6_B_I_M	MG	G	6	B	I	M	200.0	6	true	
MG_G_6_B_I_N	MG	G	6	B	I	N	681.0	6	true	
MG_G_6_B_I_O	MG	G	6	B	I	O	6257.0	6	true	
MG_G_6_B_I_R	MG	G	6	B	I	R	33.0	10	true	
MG_G_6_B_I_S	MG	G	6	B	I	S	93.0	10	true	
MG_G_6_G_D_F	MG	G	6	G	D	F	1022.0	1	true	
MG_G_6_G_D_H	MG	G	6	G	D	H	135.0	3	true	
MG_G_6_G_D_I	MG	G	6	G	D	I	75.0	3	true	
MG_G_6_G_D_J	MG	G	6	G	D	J	28.0	3	true	
MG_G_6_G_D_K	MG	G	6	G	D	K	40.0	3	true	
MG_G_6_G_D_M	MG	G	6	G	D	M	67.0	6	true	
MG_G_6_G_D_N	MG	G	6	G	D	N	276.0	6	true	
MG_G_6_G_D_O	MG	G	6	G	D	O	821.0	6	true	
MG_G_6_G_D_R	MG	G	6	G	D	R	30.0	10	true	
MG_G_6_G_D_S	MG	G	6	G	D	S	92.0	10	true	
MG_G_6_G_E_G	MG	G	6	G	E	G	40.0	1	true	
MG_G_6_G_E_K	MG	G	6	G	E	K	109.0	3	true	
MG_G_6_G_E_O	MG	G	6	G	E	O	45.0	6	true	
MG_G_6_G_F_N	MG	G	6	G	F	N	51.0	6	true	
MG_G_6_G_F_O	MG	G	6	G	F	O	199.0	6	true	
MG_G_6_G_F_S	MG	G	6	G	F	S	42.0	10	true	
MG_G_6_G_G_F	MG	G	6	G	G	F	636.0	1	true	
MG_G_6_G_G_G	MG	G	6	G	G	G	462.0	1	true	
MG_G_6_G_G_H	MG	G	6	G	G	H	40.0	3	true	
MG_G_6_G_G_I	MG	G	6	G	G	I	48.0	3	true	
MG_G_6_G_G_J	MG	G	6	G	G	J	398.0	3	true	
MG_G_6_G_G_K	MG	G	6	G	G	K	930.0	3	true	
MG_G_6_G_G_N	MG	G	6	G	G	N	52.0	6	true	
MG_G_6_G_G_O	MG	G	6	G	G	O	744.0	6	true	
MG_G_6_G_H_F	MG	G	6	G	H	F	1554.0	1	true	
MG_G_6_G_H_K	MG	G	6	G	H	K	21.0	3	true	
MG_G_6_G_H_M	MG	G	6	G	H	M	18.0	6	true	
MG_G_6_G_H_N	MG	G	6	G	H	N	78.0	6	true	
MG_G_6_G_H_O	MG	G	6	G	H	O	27.0	6	true	
MG_G_6_G_I_F	MG	G	6	G	I	F	228.0	1	true	
MG_G_6_G_I_G	MG	G	6	G	I	G	112.0	1	true	
MG_G_6_G_I_I	MG	G	6	G	I	I	29.0	3	true	
MG_G_6_G_I_J	MG	G	6	G	I	J	56.0	3	true	
MG_G_6_G_I_K	MG	G	6	G	I	K	111.0	3	true	
MG_G_6_G_I_M	MG	G	6	G	I	M	29.0	6	true	
MG_G_6_G_I_N	MG	G	6	G	I	N	34.0	6	true	
MG_G_6_G_I_O	MG	G	6	G	I	O	119.0	6	true	
MG_G_6_L_D_F	MG	G	6	L	D	F	63.0	1	true	
MG_G_6_L_D_G	MG	G	6	L	D	G	131.0	1	true	
MG_G_6_L_D_H	MG	G	6	L	D	H	165.0	3	true	
MG_G_6_L_D_I	MG	G	6	L	D	I	250.0	3	true	
MG_G_6_L_D_J	MG	G	6	L	D	J	245.0	3	true	
MG_G_6_L_D_K	MG	G	6	L	D	K	816.0	3	true	
MG_G_6_L_D_L	MG	G	6	L	D	L	59.0	6	true	
MG_G_6_L_D_M	MG	G	6	L	D	M	402.0	6	true	
MG_G_6_L_D_N	MG	G	6	L	D	N	1057.0	6	true	
MG_G_6_L_D_O	MG	G	6	L	D	O	4148.0	6	true	
MG_G_6_L_D_Q	MG	G	6	L	D	Q	19.0	10	true	
MG_G_6_L_D_R	MG	G	6	L	D	R	138.0	10	true	
MG_G_6_L_D_S	MG	G	6	L	D	S	252.0	10	true	
MG_G_6_L_E_G	MG	G	6	L	E	G	140.0	1	true	
MG_G_6_L_E_I	MG	G	6	L	E	I	49.0	3	true	
MG_G_6_L_E_J	MG	G	6	L	E	J	72.0	3	true	
MG_G_6_L_E_K	MG	G	6	L	E	K	721.0	3	true	
MG_G_6_L_E_N	MG	G	6	L	E	N	64.0	6	true	
MG_G_6_L_E_O	MG	G	6	L	E	O	774.0	6	true	
MG_G_6_L_F_G	MG	G	6	L	F	G	248.0	1	true	
MG_G_6_L_F_H	MG	G	6	L	F	H	316.0	3	true	
MG_G_6_L_F_I	MG	G	6	L	F	I	293.0	3	true	
MG_G_6_L_F_J	MG	G	6	L	F	J	431.0	3	true	
MG_G_6_L_F_K	MG	G	6	L	F	K	1750.0	3	true	
MG_G_6_L_F_L	MG	G	6	L	F	L	136.0	6	true	
MG_G_6_L_F_M	MG	G	6	L	F	M	460.0	6	true	
MG_G_6_L_F_N	MG	G	6	L	F	N	1491.0	6	true	
MG_G_6_L_F_O	MG	G	6	L	F	O	7122.0	6	true	
MG_G_6_L_F_Q	MG	G	6	L	F	Q	35.0	10	true	
MG_G_6_L_F_R	MG	G	6	L	F	R	437.0	10	true	
MG_G_6_L_F_S	MG	G	6	L	F	S	591.0	10	true	
MG_G_6_L_G_G	MG	G	6	L	G	G	862.0	1	true	
