Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Available Methods/Prescriptions	Methods for Implementation	
RNPLAM	R	N	P	L	A	M	57	null	EA GS PB NG 	
RNPLAP	R	N	P	L	A	P	199	null	EA GS PB NG 	
RNPLIP	R	N	P	L	I	P	131	null	EA GS PB NG 	
RNPLLM	R	N	P	L	L	M	53	null	EA GS PB NG 	
RNPLLP	R	N	P	L	L	P	118	null	EA GS PB NG 	
RNPRAL	R	N	P	R	A	L	255	null	EA GS PB NG 	
RNPRAM	R	N	P	R	A	M	72	null	EA GS PB NG 	
RNPRCL	R	N	P	R	C	L	1719	null	EA GS PB NG 	
RNPRCM	R	N	P	R	C	M	180	null	EA GS PB NG 	
RNPRCP	R	N	P	R	C	P	99	null	EA GS PB NG 	
RNPRDL	R	N	P	R	D	L	88	null	EA GS PB NG 	
RNPRDM	R	N	P	R	D	M	62	null	EA GS PB NG 	
RNPRIL	R	N	P	R	I	L	123	null	EA GS PB NG 	
RNPRIM	R	N	P	R	I	M	292	null	EA GS PB NG 	
RNPRLL	R	N	P	R	L	L	196	null	EA GS PB NG 	
RNPRLM	R	N	P	R	L	M	76	null	EA GS PB NG 	
RNPRLP	R	N	P	R	L	P	89	null	EA GS PB NG 	
RNPRNN	R	N	P	R	NS	N	89	null	EA GS PB NG 	
RNPRPM	R	N	P	R	P	M	107	null	EA GS PB NG 	
RNPRWL	R	N	P	R	W	L	2129	null	EA GS PB NG 	
RNPRWM	R	N	P	R	W	M	591	null	EA GS PB NG 	
RNPRWP	R	N	P	R	W	P	126	null	EA GS PB NG 	
RNSCAL	R	N	S	C	A	L	843	null	EA GS PB NG 	
RNSCAM	R	N	S	C	A	M	550	null	EA GS PB NG 	
RNSCAP	R	N	S	C	A	P	455	null	EA GS PB NG 	
RNSCCL	R	N	S	C	C	L	1341	null	EA GS PB NG 	
RNSCCM	R	N	S	C	C	M	188	null	EA GS PB NG 	
RNSCCP	R	N	S	C	C	P	63	null	EA GS PB NG 	
RNSCIL	R	N	S	C	I	L	1344	null	EA GS PB NG 	
RNSCIM	R	N	S	C	I	M	1225	null	EA GS PB NG 	
RNSCIP	R	N	S	C	I	P	520	null	EA GS PB NG 	
RNSCLL	R	N	S	C	L	L	1150	null	EA GS PB NG 	
RNSCLM	R	N	S	C	L	M	878	null	EA GS PB NG 	
RNSCLP	R	N	S	C	L	P	880	null	EA GS PB NG 	
RNSCNN	R	N	S	C	NS	N	102	null	EA GS PB NG 	
RNSCPL	R	N	S	C	P	L	221	null	EA GS PB NG 	
RNSCWL	R	N	S	C	W	L	1783	null	EA GS PB NG 	
RNSCWM	R	N	S	C	W	M	714	null	EA GS PB NG 	
RNSCWP	R	N	S	C	W	P	111	null	EA GS PB NG 	
RNSHAL	R	N	S	H	A	L	7029	null	EA GS PB NG 	
RNSHAM	R	N	S	H	A	M	2294	null	EA GS PB NG 	
RNSHAP	R	N	S	H	A	P	1992	null	EA GS PB NG 	
RNSHAS	R	N	S	H	A	S	504	null	EA GS PB NG 	
RNSHCL	R	N	S	H	C	L	14449	null	EA GS PB NG 	
RNSHCM	R	N	S	H	C	M	1359	null	EA GS PB NG 	
RNSHCP	R	N	S	H	C	P	804	null	EA GS PB NG 	
RNSHCS	R	N	S	H	C	S	240	null	EA GS PB NG 	
RNSHIL	R	N	S	H	I	L	7815	null	EA GS PB NG 	
RNSHIM	R	N	S	H	I	M	3150	null	EA GS PB NG 	
RNSHIP	R	N	S	H	I	P	2238	null	EA GS PB NG 	
RNSHIS	R	N	S	H	I	S	483	null	EA GS PB NG 	
RNSHLL	R	N	S	H	L	L	4264	null	EA GS PB NG 	
RNSHLM	R	N	S	H	L	M	2049	null	EA GS PB NG 	
RNSHLP	R	N	S	H	L	P	1825	null	EA GS PB NG 	
RNSHLS	R	N	S	H	L	S	160	null	EA GS PB NG 	
RNSHNN	R	N	S	H	NS	N	1447	null	EA GS PB NG 	
RNSHWL	R	N	S	H	W	L	17837	null	EA GS PB NG 	
RNSHWM	R	N	S	H	W	M	4610	null	EA GS PB NG 	
RNSHWP	R	N	S	H	W	P	2275	null	EA GS PB NG 	
RNSHWS	R	N	S	H	W	S	552	null	EA GS PB NG 	
RNSLAL	R	N	S	L	A	L	235	null	EA GS PB NG 	
RNSLAM	R	N	S	L	A	M	319	null	EA GS PB NG 	
RNSLAP	R	N	S	L	A	P	621	null	EA GS PB NG 	
RNSLCL	R	N	S	L	C	L	576	null	EA GS PB NG 	
RNSLCM	R	N	S	L	C	M	94	null	EA GS PB NG 	
RNSLIL	R	N	S	L	I	L	200	null	EA GS PB NG 	
RNSLIM	R	N	S	L	I	M	272	null	EA GS PB NG 	
RNSLIP	R	N	S	L	I	P	214	null	EA GS PB NG 	
RNSLLL	R	N	S	L	L	L	154	null	EA GS PB NG 	
RNSLLM	R	N	S	L	L	M	271	null	EA GS PB NG 	
RNSLLP	R	N	S	L	L	P	333	null	EA GS PB NG 	
RNSLNN	R	N	S	L	NS	N	176	null	EA GS PB NG 	
RNSLWL	R	N	S	L	W	L	864	null	EA GS PB NG 	
RNSLWM	R	N	S	L	W	M	207	null	EA GS PB NG 	
RNSLWP	R	N	S	L	W	P	105	null	EA GS PB NG 	
RNSRAL	R	N	S	R	A	L	10833	null	EA GS PB NG 	
RNSRAM	R	N	S	R	A	M	5058	null	EA GS PB NG 	
RNSRAP	R	N	S	R	A	P	2163	null	EA GS PB NG 	
RNSRAS	R	N	S	R	A	S	835	null	EA GS PB NG 	
RNSRCL	R	N	S	R	C	L	19595	null	EA GS PB NG 	
RNSRCM	R	N	S	R	C	M	2655	null	EA GS PB NG 	
RNSRCP	R	N	S	R	C	P	937	null	EA GS PB NG 	
RNSRCS	R	N	S	R	C	S	585	null	EA GS PB NG 	
RNSRDL	R	N	S	R	D	L	1223	null	EA GS PB NG 	
RNSRDM	R	N	S	R	D	M	826	null	EA GS PB NG 	
RNSRDP	R	N	S	R	D	P	146	null	EA GS PB NG 	
RNSRIL	R	N	S	R	I	L	20789	null	EA GS PB NG 	
RNSRIM	R	N	S	R	I	M	15867	null	EA GS PB NG 	
RNSRIP	R	N	S	R	I	P	6604	null	EA GS PB NG 	
RNSRIS	R	N	S	R	I	S	1006	null	EA GS PB NG 	
RNSRLL	R	N	S	R	L	L	10786	null	EA GS PB NG 	
RNSRLM	R	N	S	R	L	M	6462	null	EA GS PB NG 	
RNSRLP	R	N	S	R	L	P	3999	null	EA GS PB NG 	
RNSRLS	R	N	S	R	L	S	329	null	EA GS PB NG 	
RNSRNN	R	N	S	R	NS	N	3243	null	EA GS PB NG 	
RNSRPL	R	N	S	R	P	L	1267	null	EA GS PB NG 	
RNSRPM	R	N	S	R	P	M	1045	null	EA GS PB NG 	
RNSRPP	R	N	S	R	P	P	300	null	EA GS PB NG 	
RNSRPS	R	N	S	R	P	S	57	null	EA GS PB NG 	
RNSRWL	R	N	S	R	W	L	20806	null	EA GS PB NG 	
RNSRWM	R	N	S	R	W	M	7677	null	EA GS PB NG 	
RNSRWP	R	N	S	R	W	P	2558	null	EA GS PB NG 	
RNSRWS	R	N	S	R	W	S	1527	null	EA GS PB NG 	
RRNCAL	R	R	N	C	A	L	823	null	EA GS PB NG 	
RRNCAM	R	R	N	C	A	M	685	null	EA GS PB NG 	
RRNCAP	R	R	N	C	A	P	670	null	EA GS PB NG 	
RRNCAS	R	R	N	C	A	S	56	null	EA GS PB NG 	
RRNCCL	R	R	N	C	C	L	1005	null	EA GS PB NG 	
RRNCCM	R	R	N	C	C	M	71	null	EA GS PB NG 	
RRNCIL	R	R	N	C	I	L	389	null	EA GS PB NG 	
RRNCIM	R	R	N	C	I	M	327	null	EA GS PB NG 	
RRNCIP	R	R	N	C	I	P	138	null	EA GS PB NG 	
RRNCLL	R	R	N	C	L	L	419	null	EA GS PB NG 	
RRNCLM	R	R	N	C	L	M	479	null	EA GS PB NG 	
RRNCLP	R	R	N	C	L	P	338	null	EA GS PB NG 	
RRNCNN	R	R	N	C	NS	N	997	null	EA GS PB NG 	
RRNCWL	R	R	N	C	W	L	1417	null	EA GS PB NG 	
RRNCWM	R	R	N	C	W	M	289	null	EA GS PB NG 	
RRNCWP	R	R	N	C	W	P	470	null	EA GS PB NG 	
RRNHAL	R	R	N	H	A	L	511	null	EA GS PB NG 	
RRNHAM	R	R	N	H	A	M	170	null	EA GS PB NG 	
RRNHAP	R	R	N	H	A	P	209	null	EA GS PB NG 	
RRNHCL	R	R	N	H	C	L	1456	null	EA GS PB NG 	
RRNHCM	R	R	N	H	C	M	244	null	EA GS PB NG 	
RRNHCP	R	R	N	H	C	P	73	null	EA GS PB NG 	
RRNHIL	R	R	N	H	I	L	212	null	EA GS PB NG 	
RRNHIP	R	R	N	H	I	P	66	null	EA GS PB NG 	
RRNHLL	R	R	N	H	L	L	181	null	EA GS PB NG 	
RRNHLM	R	R	N	H	L	M	97	null	EA GS PB NG 	
RRNHLP	R	R	N	H	L	P	115	null	EA GS PB NG 	
RRNHNN	R	R	N	H	NS	N	177	null	EA GS PB NG 	
RRNHWL	R	R	N	H	W	L	1917	null	EA GS PB NG 	
RRNHWM	R	R	N	H	W	M	548	null	EA GS PB NG 	
RRNHWP	R	R	N	H	W	P	441	null	EA GS PB NG 	
RRNHWS	R	R	N	H	W	S	59	null	EA GS PB NG 	
RRNLAL	R	R	N	L	A	L	1997	null	EA GS PB NG 	
RRNLAM	R	R	N	L	A	M	1442	null	EA GS PB NG 	
RRNLAP	R	R	N	L	A	P	1900	null	EA GS PB NG 	
RRNLAS	R	R	N	L	A	S	58	null	EA GS PB NG 	
RRNLCL	R	R	N	L	C	L	2727	null	EA GS PB NG 	
RRNLCM	R	R	N	L	C	M	458	null	EA GS PB NG 	
RRNLCP	R	R	N	L	C	P	94	null	EA GS PB NG 	
RRNLCS	R	R	N	L	C	S	64	null	EA GS PB NG 	
RRNLIL	R	R	N	L	I	L	1004	null	EA GS PB NG 	
RRNLIM	R	R	N	L	I	M	660	null	EA GS PB NG 	
RRNLIP	R	R	N	L	I	P	587	null	EA GS PB NG 	
RRNLLL	R	R	N	L	L	L	942	null	EA GS PB NG 	
RRNLLM	R	R	N	L	L	M	1130	null	EA GS PB NG 	
RRNLLP	R	R	N	L	L	P	1015	null	EA GS PB NG 	
RRNLNN	R	R	N	L	NS	N	758	null	EA GS PB NG 	
RRNLWL	R	R	N	L	W	L	4083	null	EA GS PB NG 	
RRNLWM	R	R	N	L	W	M	1020	null	EA GS PB NG 	
RRNLWP	R	R	N	L	W	P	980	null	EA GS PB NG 	
RRNLWS	R	R	N	L	W	S	73	null	EA GS PB NG 	
RRNRAL	R	R	N	R	A	L	181	null	EA GS PB NG 	
RRNRAM	R	R	N	R	A	M	169	null	EA GS PB NG 	
RRNRAP	R	R	N	R	A	P	195	null	EA GS PB NG 	
RRNRCL	R	R	N	R	C	L	557	null	EA GS PB NG 	
RRNRIL	R	R	N	R	I	L	107	null	EA GS PB NG 	
RRNRIM	R	R	N	R	I	M	109	null	EA GS PB NG 	
RRNRLL	R	R	N	R	L	L	129	null	EA GS PB NG 	
RRNRLM	R	R	N	R	L	M	63	null	EA GS PB NG 	
RRNRNN	R	R	N	R	NS	N	2145	null	EA GS PB NG 	
RRNRWL	R	R	N	R	W	L	439	null	EA GS PB NG 	
RRNRWM	R	R	N	R	W	M	90	null	EA GS PB NG 	
RRNRWP	R	R	N	R	W	P	58	null	EA GS PB NG 	
RROCAL	R	R	O	C	A	L	224	null	EA GS PB NG 	
RROCAM	R	R	O	C	A	M	244	null	EA GS PB NG 	
RROCAP	R	R	O	C	A	P	518	null	EA GS PB NG 	
RROCIL	R	R	O	C	I	L	216	null	EA GS PB NG 	
RROCIM	R	R	O	C	I	M	273	null	EA GS PB NG 	
RROCIP	R	R	O	C	I	P	259	null	EA GS PB NG 	
RROCLL	R	R	O	C	L	L	122	null	EA GS PB NG 	
RROCLM	R	R	O	C	L	M	200	null	EA GS PB NG 	
RROCLP	R	R	O	C	L	P	419	null	EA GS PB NG 	
RROCWL	R	R	O	C	W	L	57	null	EA GS PB NG 	
RROHAL	R	R	O	H	A	L	489	null	EA GS PB NG 	
RROHAM	R	R	O	H	A	M	64	null	EA GS PB NG 	
RROHAP	R	R	O	H	A	P	188	null	EA GS PB NG 	
RROHCL	R	R	O	H	C	L	1344	null	EA GS PB NG 	
RROHCM	R	R	O	H	C	M	99	null	EA GS PB NG 	
RROHCP	R	R	O	H	C	P	102	null	EA GS PB NG 	
RROHIL	R	R	O	H	I	L	215	null	EA GS PB NG 	
RROHIM	R	R	O	H	I	M	160	null	EA GS PB NG 	
RROHIP	R	R	O	H	I	P	165	null	EA GS PB NG 	
RROHLL	R	R	O	H	L	L	301	null	EA GS PB NG 	
RROHLM	R	R	O	H	L	M	203	null	EA GS PB NG 	
RROHLP	R	R	O	H	L	P	195	null	EA GS PB NG 	
RROHWL	R	R	O	H	W	L	1978	null	EA GS PB NG 	
RROHWM	R	R	O	H	W	M	280	null	EA GS PB NG 	
RROHWP	R	R	O	H	W	P	184	null	EA GS PB NG 	
RROLAL	R	R	O	L	A	L	362	null	EA GS PB NG 	
RROLAM	R	R	O	L	A	M	296	null	EA GS PB NG 	
RROLAP	R	R	O	L	A	P	730	null	EA GS PB NG 	
RROLCL	R	R	O	L	C	L	311	null	EA GS PB NG 	
RROLCP	R	R	O	L	C	P	72	null	EA GS PB NG 	
RROLIL	R	R	O	L	I	L	232	null	EA GS PB NG 	
RROLIM	R	R	O	L	I	M	146	null	EA GS PB NG 	
RROLIP	R	R	O	L	I	P	184	null	EA GS PB NG 	
RROLLL	R	R	O	L	L	L	130	null	EA GS PB NG 	
RROLLM	R	R	O	L	L	M	100	null	EA GS PB NG 	
RROLLP	R	R	O	L	L	P	263	null	EA GS PB NG 	
RROLWL	R	R	O	L	W	L	550	null	EA GS PB NG 	
RROLWM	R	R	O	L	W	M	138	null	EA GS PB NG 	
RROLWP	R	R	O	L	W	P	95	null	EA GS PB NG 	
RRORAL	R	R	O	R	A	L	296	null	EA GS PB NG 	
RRORAM	R	R	O	R	A	M	162	null	EA GS PB NG 	
RRORAP	R	R	O	R	A	P	82	null	EA GS PB NG 	
RRORCL	R	R	O	R	C	L	384	null	EA GS PB NG 	
RRORIL	R	R	O	R	I	L	351	null	EA GS PB NG 	
RRORIM	R	R	O	R	I	M	242	null	EA GS PB NG 	
RRORIP	R	R	O	R	I	P	109	null	EA GS PB NG 	
RRORLL	R	R	O	R	L	L	300	null	EA GS PB NG 	
RRORLM	R	R	O	R	L	M	161	null	EA GS PB NG 	
RRORLP	R	R	O	R	L	P	102	null	EA GS PB NG 	
RRORWL	R	R	O	R	W	L	557	null	EA GS PB NG 	
RRORWM	R	R	O	R	W	M	177	null	EA GS PB NG 	
RRPCAL	R	R	P	C	A	L	759	null	EA GS PB NG 	
RRPCAM	R	R	P	C	A	M	827	null	EA GS PB NG 	
RRPCAP	R	R	P	C	A	P	1551	null	EA GS PB NG 	
RRPCAS	R	R	P	C	A	S	132	null	EA GS PB NG 	
RRPCCL	R	R	P	C	C	L	52	null	EA GS PB NG 	
RRPCIL	R	R	P	C	I	L	1998	null	EA GS PB NG 	
RRPCIM	R	R	P	C	I	M	1254	null	EA GS PB NG 	
RRPCIP	R	R	P	C	I	P	1447	null	EA GS PB NG 	
RRPCIS	R	R	P	C	I	S	64	null	EA GS PB NG 	
RRPCLL	R	R	P	C	L	L	581	null	EA GS PB NG 	
RRPCLM	R	R	P	C	L	M	1260	null	EA GS PB NG 	
RRPCLP	R	R	P	C	L	P	1762	null	EA GS PB NG 	
RRPCNN	R	R	P	C	NS	N	96	null	EA GS PB NG 	
RRPCWL	R	R	P	C	W	L	147	null	EA GS PB NG 	
RRPCWM	R	R	P	C	W	M	74	null	EA GS PB NG 	
RRPCWP	R	R	P	C	W	P	54	null	EA GS PB NG 	
RRPCWS	R	R	P	C	W	S	206	null	EA GS PB NG 	
RRPHAL	R	R	P	H	A	L	1314	null	EA GS PB NG 	
RRPHAM	R	R	P	H	A	M	540	null	EA GS PB NG 	
RRPHAP	R	R	P	H	A	P	652	null	EA GS PB NG 	
RRPHCL	R	R	P	H	C	L	3678	null	EA GS PB NG 	
RRPHCM	R	R	P	H	C	M	424	null	EA GS PB NG 	
RRPHCP	R	R	P	H	C	P	89	null	EA GS PB NG 	
RRPHCS	R	R	P	H	C	S	79	null	EA GS PB NG 	
RRPHIL	R	R	P	H	I	L	759	null	EA GS PB NG 	
RRPHIM	R	R	P	H	I	M	404	null	EA GS PB NG 	
RRPHIP	R	R	P	H	I	P	352	null	EA GS PB NG 	
RRPHLL	R	R	P	H	L	L	856	null	EA GS PB NG 	
RRPHLM	R	R	P	H	L	M	832	null	EA GS PB NG 	
RRPHLP	R	R	P	H	L	P	561	null	EA GS PB NG 	
RRPHWL	R	R	P	H	W	L	4223	null	EA GS PB NG 	
RRPHWM	R	R	P	H	W	M	713	null	EA GS PB NG 	
RRPHWP	R	R	P	H	W	P	566	null	EA GS PB NG 	
RRPHWS	R	R	P	H	W	S	74	null	EA GS PB NG 	
RRPLAL	R	R	P	L	A	L	840	null	EA GS PB NG 	
RRPLAM	R	R	P	L	A	M	979	null	EA GS PB NG 	
RRPLAP	R	R	P	L	A	P	1745	null	EA GS PB NG 	
RRPLAS	R	R	P	L	A	S	64	null	EA GS PB NG 	
RRPLCL	R	R	P	L	C	L	113	null	EA GS PB NG 	
RRPLCS	R	R	P	L	C	S	109	null	EA GS PB NG 	
RRPLIL	R	R	P	L	I	L	1030	null	EA GS PB NG 	
RRPLIM	R	R	P	L	I	M	666	null	EA GS PB NG 	
RRPLIP	R	R	P	L	I	P	1222	null	EA GS PB NG 	
RRPLIS	R	R	P	L	I	S	82	null	EA GS PB NG 	
RRPLLL	R	R	P	L	L	L	295	null	EA GS PB NG 	
RRPLLM	R	R	P	L	L	M	580	null	EA GS PB NG 	
RRPLLP	R	R	P	L	L	P	947	null	EA GS PB NG 	
RRPLNN	R	R	P	L	NS	N	54	null	EA GS PB NG 	
RRPLWL	R	R	P	L	W	L	407	null	EA GS PB NG 	
RRPLWM	R	R	P	L	W	M	197	null	EA GS PB NG 	
RRPLWP	R	R	P	L	W	P	74	null	EA GS PB NG 	
RRPLWS	R	R	P	L	W	S	188	null	EA GS PB NG 	
RRPRAL	R	R	P	R	A	L	1480	null	EA GS PB NG 	
RRPRAM	R	R	P	R	A	M	889	null	EA GS PB NG 	
RRPRAP	R	R	P	R	A	P	358	null	EA GS PB NG 	
RRPRAS	R	R	P	R	A	S	340	null	EA GS PB NG 	
RRPRCL	R	R	P	R	C	L	2294	null	EA GS PB NG 	
RRPRCM	R	R	P	R	C	M	172	null	EA GS PB NG 	
RRPRCP	R	R	P	R	C	P	59	null	EA GS PB NG 	
RRPRCS	R	R	P	R	C	S	168	null	EA GS PB NG 	
RRPRDL	R	R	P	R	D	L	111	null	EA GS PB NG 	
RRPRDS	R	R	P	R	D	S	150	null	EA GS PB NG 	
RRPRIL	R	R	P	R	I	L	1374	null	EA GS PB NG 	
RRPRIM	R	R	P	R	I	M	721	null	EA GS PB NG 	
RRPRIP	R	R	P	R	I	P	540	null	EA GS PB NG 	
RRPRIS	R	R	P	R	I	S	195	null	EA GS PB NG 	
RRPRLL	R	R	P	R	L	L	617	null	EA GS PB NG 	
RRPRLM	R	R	P	R	L	M	990	null	EA GS PB NG 	
RRPRLP	R	R	P	R	L	P	589	null	EA GS PB NG 	
RRPRNN	R	R	P	R	NS	N	157	null	EA GS PB NG 	
RRPRPL	R	R	P	R	P	L	86	null	EA GS PB NG 	
RRPRPS	R	R	P	R	P	S	87	null	EA GS PB NG 	
RRPRWL	R	R	P	R	W	L	2480	null	EA GS PB NG 	
RRPRWM	R	R	P	R	W	M	540	null	EA GS PB NG 	
RRPRWP	R	R	P	R	W	P	363	null	EA GS PB NG 	
RRPRWS	R	R	P	R	W	S	306	null	EA GS PB NG 	
UNNHCL	U	N	N	H	C	L	154	null	EA GS PB NG 	
UNNHWL	U	N	N	H	W	L	76	null	EA GS PB NG 	
UNNHWS	U	N	N	H	W	S	55	null	EA GS PB NG 	
UNNRCL	U	N	N	R	C	L	246	null	EA GS PB NG 	
UNNRNN	U	N	N	R	NS	N	63	null	EA GS PB NG 	
UNNRWL	U	N	N	R	W	L	117	null	EA GS PB NG 	
UNOHCL	U	N	O	H	C	L	830	null	EA GS PB NG 	
UNOHWL	U	N	O	H	W	L	356	null	EA GS PB NG 	
UNORCL	U	N	O	R	C	L	953	null	EA GS PB NG 	
UNORCM	U	N	O	R	C	M	81	null	EA GS PB NG 	
UNORWL	U	N	O	R	W	L	296	null	EA GS PB NG 	
UNPHAL	U	N	P	H	A	L	64	null	EA GS PB NG 	
UNPHCL	U	N	P	H	C	L	508	null	EA GS PB NG 	
UNPHNN	U	N	P	H	NS	N	70	null	EA GS PB NG 	
UNPHWL	U	N	P	H	W	L	269	null	EA GS PB NG 	
UNPRAL	U	N	P	R	A	L	104	null	EA GS PB NG 	
UNPRCL	U	N	P	R	C	L	1008	null	EA GS PB NG 	
UNPRCM	U	N	P	R	C	M	61	null	EA GS PB NG 	
UNPRCS	U	N	P	R	C	S	56	null	EA GS PB NG 	
UNPRWL	U	N	P	R	W	L	507	null	EA GS PB NG 	
UNSHAL	U	N	S	H	A	L	129	null	EA GS PB NG 	
UNSHAS	U	N	S	H	A	S	188	null	EA GS PB NG 	
UNSHCL	U	N	S	H	C	L	4284	null	EA GS PB NG 	
UNSHCM	U	N	S	H	C	M	324	null	EA GS PB NG 	
UNSHCP	U	N	S	H	C	P	180	null	EA GS PB NG 	
UNSHCS	U	N	S	H	C	S	483	null	EA GS PB NG 	
UNSHLL	U	N	S	H	L	L	147	null	EA GS PB NG 	
UNSHNN	U	N	S	H	NS	N	215	null	EA GS PB NG 	
UNSHWL	U	N	S	H	W	L	2199	null	EA GS PB NG 	
UNSHWM	U	N	S	H	W	M	231	null	EA GS PB NG 	
UNSHWP	U	N	S	H	W	P	153	null	EA GS PB NG 	
UNSHWS	U	N	S	H	W	S	1166	null	EA GS PB NG 	
UNSRAL	U	N	S	R	A	L	75	null	EA GS PB NG 	
UNSRAS	U	N	S	R	A	S	85	null	EA GS PB NG 	
UNSRCL	U	N	S	R	C	L	6804	null	EA GS PB NG 	
UNSRCM	U	N	S	R	C	M	597	null	EA GS PB NG 	
UNSRCP	U	N	S	R	C	P	260	null	EA GS PB NG 	
UNSRCS	U	N	S	R	C	S	290	null	EA GS PB NG 	
UNSRDL	U	N	S	R	D	L	99	null	EA GS PB NG 	
UNSRDM	U	N	S	R	D	M	59	null	EA GS PB NG 	
UNSRLL	U	N	S	R	L	L	191	null	EA GS PB NG 	
UNSRNN	U	N	S	R	NS	N	552	null	EA GS PB NG 	
UNSRPL	U	N	S	R	P	L	78	null	EA GS PB NG 	
UNSRWL	U	N	S	R	W	L	2961	null	EA GS PB NG 	
UNSRWM	U	N	S	R	W	M	332	null	EA GS PB NG 	
UNSRWP	U	N	S	R	W	P	167	null	EA GS PB NG 	
UNSRWS	U	N	S	R	W	S	959	null	EA GS PB NG 	
URNCCL	U	R	N	C	C	L	112	null	EA GS PB NG 	
URNCWL	U	R	N	C	W	L	112	null	EA GS PB NG 	
URNHCL	U	R	N	H	C	L	191	null	EA GS PB NG 	
URNHWL	U	R	N	H	W	L	105	null	EA GS PB NG 	
URNLCL	U	R	N	L	C	L	150	null	EA GS PB NG 	
URNRCL	U	R	N	R	C	L	219	null	EA GS PB NG 	
UROHCL	U	R	O	H	C	L	51	null	EA GS PB NG 	
URORCL	U	R	O	R	C	L	103	null	EA GS PB NG 	
URPHCL	U	R	P	H	C	L	314	null	EA GS PB NG 	
URPHWL	U	R	P	H	W	L	114	null	EA GS PB NG 	
URPRCL	U	R	P	R	C	L	963	null	EA GS PB NG 	
URPRCM	U	R	P	R	C	M	75	null	EA GS PB NG 	
URPRWL	U	R	P	R	W	L	404	null	EA GS PB NG 	
URPRWP	U	R	P	R	W	P	59	null	EA GS PB NG 	
URPRWS	U	R	P	R	W	S	58	null	EA GS PB NG 	
