index	slack	dual
282071	-0.0	0.0
282079	-0.0	0.0
282087	-0.0	0.0
282095	-0.0	0.0
282103	-0.0	0.0
282111	-0.0	0.0
282119	-0.0	0.0
282127	-0.0	0.0
282139	-0.0	0.0
282146	-0.0	0.0
282154	-0.0	0.0
282162	0.0	0.0
282170	-0.0	0.0
282179	0.0	0.0
282186	-0.0	0.0
282196	0.0	0.0
282204	0.0	0.0
282205	-0.0	0.0
282221	0.0	0.0
282235	-0.0	0.0
282243	-0.0	0.0
282245	-0.0	0.0
282261	0.0	0.0
282269	-0.0	0.0
282283	0.0	0.0
282285	-0.0	0.0
282380	0.0	0.0
282383	0.0	0.0
282398	0.0	0.0
282407	-0.0	0.0
282415	-0.0	0.0
282423	-0.0	0.0
282431	-0.0	0.0
282439	-0.0	0.0
282459	0.0	0.0
282472	-0.0	0.0
282480	-0.0	0.0
282503	-0.0	0.0
282511	-0.0	0.0
282519	0.0	0.0
282527	-0.0	0.0
282543	-0.0	0.0
282551	0.0	0.0
282559	-0.0	0.0
282567	0.0	0.0
282583	-0.0	0.0
282591	0.0	0.0
282599	-0.0	0.0
282607	-0.0	0.0
282620	-0.0	0.0
282623	-0.0	0.0
282632	-0.0	0.0
282640	-0.0	0.0
282648	-0.0	0.0
282655	-0.0	0.0
282663	-0.0	0.0
282671	-0.0	0.0
282679	-0.0	0.0
282687	-0.0	0.0
282700	0.0	0.0
282703	-0.0	0.0
282711	-0.0	0.0
282719	-0.0	0.0
282727	-0.0	0.0
282735	-0.0	0.0
282743	-0.0	0.0
282751	-0.0	0.0
282759	-0.0	0.0
282767	-0.0	0.0
282779	0.0	0.0
282786	-0.0	0.0
282794	-0.0	0.0
282802	-0.0	0.0
282805	-0.0	0.0
282818	-0.0	0.0
282826	-0.0	0.0
282835	-0.0	0.0
282843	0.0	0.0
282845	-0.0	0.0
282860	-0.0	0.0
282861	0.0	0.0
282875	0.0	0.0
282883	0.0	0.0
282891	0.0	0.0
282908	-0.0	0.0
282909	-0.0	0.0
282917	0.0	0.0
282925	-0.0	0.0
283020	-0.0	0.0
283029	-0.0	0.0
283039	-0.0	0.0
283047	-0.0	0.0
283057	0.0	0.0
283064	-0.0	0.0
283071	-0.0	0.0
283079	-0.0	0.0
283092	-0.0	0.0
283100	0.0	0.0
283102	-0.0	0.0
283110	-0.0	0.0
283135	0.0	0.0
283144	-0.0	0.0
283150	-0.0	0.0
283159	0.0	0.0
283165	-0.0	0.0
283180	-0.0	0.0
283183	0.0	0.0
283191	0.0	0.0
283199	-0.0	0.0
283207	0.0	0.0
283215	0.0	0.0
283231	-0.0	0.0
283239	0.0	0.0
283247	-0.0	0.0
283260	0.0	0.0
283263	0.0	0.0
283271	-0.0	0.0
283279	-0.0	0.0
283287	0.0	0.0
283295	-0.0	0.0
283303	0.0	0.0
283311	-0.0	0.0
283327	0.0	0.0
283340	-0.0	0.0
283343	-0.0	0.0
283351	-0.0	0.0
283359	-0.0	0.0
283367	-0.0	0.0
283375	-0.0	0.0
283383	-0.0	0.0
283391	-0.0	0.0
283399	-0.0	0.0
283407	-0.0	0.0
283420	-0.0	0.0
283424	-0.0	0.0
283433	-0.0	0.0
283439	-0.0	0.0
283450	-0.0	0.0
283457	0.0	0.0
283464	-0.0	0.0
283472	-0.0	0.0
283479	-0.0	0.0
283487	-0.0	0.0
283500	0.0	0.0
283507	-0.0	0.0
283523	-0.0	0.0
283532	-0.0	0.0
283539	-0.0	0.0
283547	-0.0	0.0
283551	-0.0	0.0
283559	-0.0	0.0
283567	-0.0	0.0
283904	-0.0	0.0
283912	-0.0	0.0
283920	-0.0	0.0
283928	0.0	0.0
283945	-0.0	0.0
283952	-0.0	0.0
283961	-0.0	0.0
283988	0.0	0.0
283993	-0.0	0.0
284004	-0.0	0.0
284009	-0.0	0.0
284017	-0.0	0.0
284025	0.0	0.0
284033	-0.0	0.0
284046	-0.0	0.0
284300	0.0	0.0
284303	-0.0	0.0
284330	-0.0	0.0
284351	-0.0	0.0
284359	-0.0	0.0
284367	0.0	0.0
284380	0.0	0.0
284387	0.0	0.0
284392	-0.0	0.0
284400	-0.0	0.0
284410	0.0	0.0
284415	-0.0	0.0
284439	-0.0	0.0
284447	-0.0	0.0
284471	0.0	0.0
284487	-0.0	0.0
284495	0.0	0.0
284527	-0.0	0.0
284539	0.0	0.0
284552	-0.0	0.0
284560	-0.0	0.0
284568	-0.0	0.0
284575	0.0	0.0
284583	0.0	0.0
284599	-0.0	0.0
284607	0.0	0.0
284620	-0.0	0.0
284623	-0.0	0.0
284631	-0.0	0.0
284639	-0.0	0.0
284647	-0.0	0.0
284655	-0.0	0.0
284663	-0.0	0.0
284671	-0.0	0.0
284679	-0.0	0.0
284687	-0.0	0.0
284700	-0.0	0.0
284703	-0.0	0.0
284713	-0.0	0.0
284721	0.0	0.0
284729	-0.0	0.0
284737	-0.0	0.0
284745	0.0	0.0
284752	0.0	0.0
284764	-0.0	0.0
284767	0.0	0.0
284780	0.0	0.0
284783	-0.0	0.0
284793	0.0	0.0
284801	0.0	0.0
284808	-0.0	0.0
284815	-0.0	0.0
284823	-0.0	0.0
284831	-0.0	0.0
284839	-0.0	0.0
284847	-0.0	0.0
284940	-0.0	0.0
284941	0.0	0.0
284949	-0.0	0.0
284959	-0.0	0.0
284967	-0.0	0.0
284975	-0.0	0.0
284983	-0.0	0.0
284991	-0.0	0.0
284999	-0.0	0.0
285005	0.0	0.0
285020	-0.0	0.0
285022	-0.0	0.0
285030	-0.0	0.0
285039	0.0	0.0
285047	-0.0	0.0
285056	-0.0	0.0
285064	-0.0	0.0
285070	-0.0	0.0
285084	-0.0	0.0
285085	-0.0	0.0
285100	-0.0	0.0
285103	0.0	0.0
285127	0.0	0.0
285135	-0.0	0.0
285143	-0.0	0.0
285151	0.0	0.0
285167	-0.0	0.0
285180	0.0	0.0
285183	0.0	0.0
285192	0.0	0.0
285215	0.0	0.0
285223	-0.0	0.0
285232	-0.0	0.0
285239	0.0	0.0
285263	-0.0	0.0
285271	-0.0	0.0
285279	-0.0	0.0
285287	-0.0	0.0
285295	-0.0	0.0
285303	-0.0	0.0
285312	-0.0	0.0
285319	-0.0	0.0
285327	-0.0	0.0
285743	-0.0	0.0
285751	0.0	0.0
285757	-0.0	0.0
285765	-0.0	0.0
285775	0.0	0.0
285791	0.0	0.0
285799	-0.0	0.0
285805	-0.0	0.0
285820	-0.0	0.0
285824	-0.0	0.0
285832	0.0	0.0
285840	0.0	0.0
285855	-0.0	0.0
285863	-0.0	0.0
285872	0.0	0.0
285887	-0.0	0.0
285905	-0.0	0.0
285913	-0.0	0.0
285939	0.0	0.0
285943	-0.0	0.0
285952	-0.0	0.0
285959	-0.0	0.0
285967	-0.0	0.0
286215	0.0	0.0
286221	-0.0	0.0
286229	-0.0	0.0
286245	-0.0	0.0
286255	0.0	0.0
286263	-0.0	0.0
286271	-0.0	0.0
286279	-0.0	0.0
286286	-0.0	0.0
286295	0.0	0.0
286302	-0.0	0.0
286310	-0.0	0.0
286327	-0.0	0.0
286335	-0.0	0.0
286343	0.0	0.0
286350	-0.0	0.0
286359	-0.0	0.0
286365	-0.0	0.0
286380	0.0	0.0
286383	-0.0	0.0
286391	0.0	0.0
286399	-0.0	0.0
286407	-0.0	0.0
286415	0.0	0.0
286423	0.0	0.0
286431	-0.0	0.0
286447	-0.0	0.0
286460	-0.0	0.0
286463	-0.0	0.0
286472	0.0	0.0
286480	0.0	0.0
286487	0.0	0.0
286495	0.0	0.0
286503	-0.0	0.0
286512	0.0	0.0
286519	-0.0	0.0
286527	-0.0	0.0
286543	-0.0	0.0
286551	-0.0	0.0
286559	-0.0	0.0
286567	-0.0	0.0
286575	-0.0	0.0
286583	-0.0	0.0
286592	-0.0	0.0
286599	-0.0	0.0
286607	-0.0	0.0
287020	0.0	0.0
287023	-0.0	0.0
287031	-0.0	0.0
287039	0.0	0.0
287055	0.0	0.0
287063	0.0	0.0
287071	0.0	0.0
287079	0.0	0.0
287087	-0.0	0.0
287100	0.0	0.0
287104	-0.0	0.0
287112	-0.0	0.0
287120	-0.0	0.0
287127	-0.0	0.0
287135	0.0	0.0
287143	-0.0	0.0
287152	-0.0	0.0
287159	-0.0	0.0
287167	0.0	0.0
287185	0.0	0.0
287193	-0.0	0.0
287201	-0.0	0.0
287209	-0.0	0.0
287220	0.0	0.0
287236	0.0	0.0
287239	-0.0	0.0
287247	-0.0	0.0
287737	0.0	0.0
287744	-0.0	0.0
287752	0.0	0.0
287761	0.0	0.0
287768	-0.0	0.0
287785	0.0	0.0
287793	0.0	0.0
287801	0.0	0.0
287812	0.0	0.0
287821	-0.0	0.0
287833	-0.0	0.0
287837	-0.0	0.0
287849	0.0	0.0
287857	-0.0	0.0
287865	-0.0	0.0
287873	-0.0	0.0
287884	0.0	0.0
287886	-0.0	0.0
288136	-0.0	0.0
288141	0.0	0.0
288149	-0.0	0.0
288159	-0.0	0.0
288165	-0.0	0.0
288175	-0.0	0.0
288183	-0.0	0.0
288191	-0.0	0.0
288199	-0.0	0.0
288205	-0.0	0.0
288215	0.0	0.0
288222	-0.0	0.0
288230	-0.0	0.0
288239	0.0	0.0
288252	-0.0	0.0
288260	-0.0	0.0
288279	0.0	0.0
288292	-0.0	0.0
288300	-0.0	0.0
288311	0.0	0.0
288319	-0.0	0.0
288327	0.0	0.0
288335	0.0	0.0
288343	0.0	0.0
288351	-0.0	0.0
288359	0.0	0.0
288367	-0.0	0.0
288380	-0.0	0.0
288384	-0.0	0.0
288392	-0.0	0.0
288400	0.0	0.0
288407	0.0	0.0
288415	0.0	0.0
288423	-0.0	0.0
288432	0.0	0.0
288439	-0.0	0.0
288447	0.0	0.0
288462	-0.0	0.0
288471	-0.0	0.0
288479	-0.0	0.0
288487	-0.0	0.0
288495	-0.0	0.0
288503	-0.0	0.0
288512	-0.0	0.0
288519	-0.0	0.0
288527	-0.0	0.0
288539	0.0	0.0
288546	-0.0	0.0
288554	-0.0	0.0
288562	-0.0	0.0
288565	0.0	0.0
288578	-0.0	0.0
288595	-0.0	0.0
288604	0.0	0.0
288606	0.0	0.0
288627	0.0	0.0
288635	0.0	0.0
288643	0.0	0.0
288651	-0.0	0.0
288661	-0.0	0.0
288675	0.0	0.0
288684	-0.0	0.0
288692	0.0	0.0
288940	0.0	0.0
288943	0.0	0.0
288967	0.0	0.0
288975	0.0	0.0
288983	0.0	0.0
288999	-0.0	0.0
289007	-0.0	0.0
289020	0.0	0.0
289023	-0.0	0.0
289031	-0.0	0.0
289039	-0.0	0.0
289047	0.0	0.0
289055	-0.0	0.0
289063	-0.0	0.0
289071	-0.0	0.0
289079	0.0	0.0
289087	0.0	0.0
289100	-0.0	0.0
289103	-0.0	0.0
289111	-0.0	0.0
289119	-0.0	0.0
289127	-0.0	0.0
289135	-0.0	0.0
289143	-0.0	0.0
289151	-0.0	0.0
289159	-0.0	0.0
289167	-0.0	0.0
289259	0.0	0.0
289267	-0.0	0.0
289275	-0.0	0.0
289277	0.0	0.0
289291	0.0	0.0
289299	-0.0	0.0
289307	-0.0	0.0
289315	-0.0	0.0
289317	-0.0	0.0
289325	-0.0	0.0
289420	-0.0	0.0
289423	-0.0	0.0
289430	0.0	0.0
289443	0.0	0.0
289450	0.0	0.0
289455	-0.0	0.0
289463	-0.0	0.0
289471	-0.0	0.0
289479	-0.0	0.0
289487	-0.0	0.0
289504	-0.0	0.0
289512	-0.0	0.0
289531	0.0	0.0
289535	0.0	0.0
289551	0.0	0.0
289559	-0.0	0.0
289567	-0.0	0.0
289580	-0.0	0.0
289583	0.0	0.0
289591	0.0	0.0
289599	-0.0	0.0
289615	0.0	0.0
289623	-0.0	0.0
289631	-0.0	0.0
289639	-0.0	0.0
289647	-0.0	0.0
289659	-0.0	0.0
289672	-0.0	0.0
289680	-0.0	0.0
289688	0.0	0.0
289695	0.0	0.0
289703	0.0	0.0
289711	-0.0	0.0
289727	-0.0	0.0
289743	-0.0	0.0
289751	-0.0	0.0
289759	-0.0	0.0
289767	-0.0	0.0
289775	-0.0	0.0
289783	-0.0	0.0
289791	-0.0	0.0
289799	-0.0	0.0
289807	-0.0	0.0
289899	0.0	0.0
289908	-0.0	0.0
289915	-0.0	0.0
289917	-0.0	0.0
289931	-0.0	0.0
289933	-0.0	0.0
289947	0.0	0.0
289955	0.0	0.0
289959	-0.0	0.0
289967	-0.0	0.0
290297	0.0	0.0
290304	-0.0	0.0
290312	0.0	0.0
290320	0.0	0.0
290328	0.0	0.0
290345	-0.0	0.0
290353	0.0	0.0
290358	0.0	0.0
290365	-0.0	0.0
290385	0.0	0.0
290401	-0.0	0.0
290409	0.0	0.0
290417	-0.0	0.0
290425	-0.0	0.0
290433	-0.0	0.0
290446	-0.0	0.0
290863	0.0	0.0
290871	0.0	0.0
290877	-0.0	0.0
290887	0.0	0.0
290893	-0.0	0.0
290903	0.0	0.0
290919	-0.0	0.0
290932	0.0	0.0
290937	-0.0	0.0
290944	-0.0	0.0
290952	-0.0	0.0
290960	-0.0	0.0
290985	0.0	0.0
290993	0.0	0.0
291005	-0.0	0.0
291028	0.0	0.0
291033	0.0	0.0
291049	0.0	0.0
291057	0.0	0.0
291065	0.0	0.0
291073	-0.0	0.0
291081	-0.0	0.0
291085	-0.0	0.0
291495	-0.0	0.0
291503	-0.0	0.0
291511	0.0	0.0
291517	-0.0	0.0
291527	0.0	0.0
291537	-0.0	0.0
291543	-0.0	0.0
291551	-0.0	0.0
291559	-0.0	0.0
291565	-0.0	0.0
291577	0.0	0.0
291584	-0.0	0.0
291592	-0.0	0.0
291597	0.0	0.0
291608	-0.0	0.0
291617	-0.0	0.0
291625	-0.0	0.0
291632	-0.0	0.0
291638	-0.0	0.0
291645	-0.0	0.0
291661	-0.0	0.0
291673	0.0	0.0
291681	-0.0	0.0
291689	0.0	0.0
291697	0.0	0.0
291705	-0.0	0.0
291709	-0.0	0.0
291721	0.0	0.0
291732	0.0	0.0
292220	-0.0	0.0
292224	-0.0	0.0
292232	-0.0	0.0
292240	0.0	0.0
292248	-0.0	0.0
292257	0.0	0.0
292264	-0.0	0.0
292273	0.0	0.0
292281	-0.0	0.0
292285	-0.0	0.0
292305	0.0	0.0
292313	0.0	0.0
292321	0.0	0.0
292325	-0.0	0.0
292337	0.0	0.0
292345	0.0	0.0
292349	-0.0	0.0
292361	0.0	0.0
292365	-0.0	0.0
292864	-0.0	0.0
292872	-0.0	0.0
292877	0.0	0.0
292888	0.0	0.0
292896	-0.0	0.0
292902	-0.0	0.0
292912	0.0	0.0
292921	0.0	0.0
292941	-0.0	0.0
292953	-0.0	0.0
292961	-0.0	0.0
292969	-0.0	0.0
292977	-0.0	0.0
292985	0.0	0.0
292989	-0.0	0.0
293005	-0.0	0.0
293497	-0.0	0.0
293504	-0.0	0.0
293528	-0.0	0.0
293534	0.0	0.0
293545	0.0	0.0
293552	0.0	0.0
293560	-0.0	0.0
293565	0.0	0.0
293585	-0.0	0.0
