cons_id	cons_slack	cons_dual
0	0.0	1.0
1	-6.3175087950704105E7	-0.0
12	0.0	-6.938893903907228E-18
13	0.0	3.486881358747289E-20
14	0.0	3.486881358747289E-20
17	-3.158754397535205E7	-0.0
18	-315875.43975352496	-0.0
19	-315875.43975355476	-0.0
20	-315875.43975349516	-0.0
21	-315875.43975342065	-0.0
22	-315875.4397536218	-0.0
23	-315875.4397535026	-0.0
24	-315875.43975351006	-0.0
25	-315875.43975353986	-0.0
26	-315875.4397535175	-0.0
27	-315875.4397535175	-0.0
28	0.0	6.973762717494701E-18
29	-315875.43975352496	-0.0
30	-315875.4397534728	-0.0
31	-315875.4397535771	-0.0
32	0.0	2.639828375089855
33	0.0	2.219487518619802
34	0.0	1.8125187784049615
35	0.0	1.4207664685730854
36	0.0	1.0393440738060837
37	0.0	0.7144020832104998
38	0.0	0.40465493127147284
39	0.0	0.44235731447282045
40	0.0	0.09170073842130441
41	0.0	0.04152486268134539
42	-315875.4397535138	-0.0
43	0.0	-4.854329562126993E-18
44	0.0	-3.469446951953614E-18
46	0.0	2.0
1320	0.0	-18.49779808552305
1321	0.0	-423.02404473194696
1322	0.0	-402.2198377615595
1323	0.0	-520.3301797649164
1324	0.0	-239.0808890615248
1325	0.0	-494.92545972479604
1326	0.0	-870.0250572861415
1327	0.0	-1133.9585774972145
1328	0.0	-538.430493454972
1329	0.0	-865.5032851591526
1330	0.0	-1458.7894335814617
1331	0.0	-2140.191082965172
1332	0.0	-18.49779808552306
1333	0.0	-423.02404473194696
1334	0.0	-402.2198377615595
1335	0.0	-520.3301797649164
1336	0.0	-239.08088906152483
1337	0.0	-494.9254597247961
1338	0.0	-870.0250572861415
1339	0.0	-1133.9585774972145
1340	0.0	-538.4304934549721
1341	0.0	-865.5032851591527
1342	0.0	-1458.7894335814617
1343	0.0	-2140.1910829651715
105260	0.0	18.49779808552305
105261	0.0	423.02404473194696
105262	0.0	402.2198377615595
105263	0.0	520.3301797649164
105264	0.0	239.0808890615248
105265	0.0	494.92545972479604
105266	0.0	870.0250572861415
105267	0.0	1133.9585774972145
105268	0.0	538.430493454972
105269	0.0	865.5032851591526
105270	0.0	1458.7894335814617
105271	0.0	2140.191082965172
105272	0.0	18.49779808552306
105273	0.0	423.02404473194696
105274	0.0	402.2198377615595
105275	0.0	520.3301797649164
