strata_id	layer1	layer2	layer3	layer4	layer5	layer6	natural_growth_acres	prescribed_burn_acres	group_selection_acres	even_age_acres	mixed_severity_wildfire_acres	barkbeetle_acres
BRNCDL	B	R	N	C	D	L	0.0	0.0	0.0	509.47999999999996	10.84	21.68
BRNCWS	B	R	N	C	W	S	0.0	0.0	0.0	153.22	3.2600000000000002	6.5200000000000005
BRNCWP	B	R	N	C	W	P	0.0	0.0	0.0	244.4	5.2	10.4
BRNCWM	B	R	N	C	W	M	0.0	0.0	0.0	1645.0	35.0	70.0
BRNCWL	B	R	N	C	W	L	0.0	0.0	0.0	2891.44	61.52	123.04
BRNCCS	B	R	N	C	C	S	0.0	0.0	0.0	97.76	2.08	4.16
BRNCCP	B	R	N	C	C	P	182.36	0.0	0.0	0.0	3.88	7.76
BRNCCM	B	R	N	C	C	M	927.78	0.0	0.0	0.0	19.740000000000002	39.480000000000004
BRNCCL	B	R	N	C	C	L	0.0	0.0	0.0	4419.88	94.04	188.08
BRNCIM	B	R	N	C	I	M	74.26	0.0	0.0	0.0	1.58	3.16
BRNCIL	B	R	N	C	I	L	224.66	0.0	0.0	0.0	4.78	9.56
BRNCAM	B	R	N	C	A	M	0.0	0.0	0.0	106.22	2.2600000000000002	4.5200000000000005
BRNCAL	B	R	N	C	A	L	0.0	0.0	0.0	128.78	2.74	5.48
BRNCLM	B	R	N	C	L	M	0.0	0.0	0.0	151.34	3.22	6.44
BRNCLL	B	R	N	C	L	L	0.0	0.0	0.0	131.6	2.8000000000000003	5.6000000000000005
BRNRPM	B	R	N	R	P	M	0.0	0.0	0.0	127.84	2.72	5.44
BRNRPL	B	R	N	R	P	L	0.0	0.0	0.0	63.92	1.36	2.72
BRNRDM	B	R	N	R	D	M	0.0	0.0	0.0	112.8	2.4	4.8
BRNRDL	B	R	N	R	D	L	0.0	0.0	0.0	295.16	6.28	12.56
BRNRWS	B	R	N	R	W	S	0.0	0.0	0.0	57.34	1.22	2.44
BRNRWP	B	R	N	R	W	P	0.0	0.0	0.0	120.32	2.56	5.12
BRNRWM	B	R	N	R	W	M	0.0	0.0	0.0	569.64	12.120000000000001	24.240000000000002
BRNRWL	B	R	N	R	W	L	0.0	1813.26	0.0	0.0	38.58	77.16
BRNRCP	B	R	N	R	C	P	0.0	0.0	0.0	104.34	2.22	4.44
BRNRCM	B	R	N	R	C	M	0.0	0.0	0.0	714.4	15.200000000000001	30.400000000000002
BRNRCL	B	R	N	R	C	L	0.0	2238.1400000000003	0.0	0.0	47.62	95.24
BRNRAL	B	R	N	R	A	L	0.0	0.0	0.0	74.26	1.58	3.16
BRNRLL	B	R	N	R	L	L	0.0	0.0	0.0	52.64	1.12	2.24
BROLCL	B	R	O	L	C	L	0.0	0.0	0.0	61.1	1.3	2.6
BROHCL	B	R	O	H	C	L	0.0	0.0	0.0	157.92	3.36	6.72
BROCPL	B	R	O	C	P	L	0.0	0.0	0.0	78.02000000000001	1.6600000000000001	3.3200000000000003
BROCDL	B	R	O	C	D	L	0.0	0.0	0.0	120.32	2.56	5.12
BROCWM	B	R	O	C	W	M	0.0	0.0	0.0	62.040000000000006	1.32	2.64
BROCWL	B	R	O	C	W	L	0.0	0.0	0.0	314.90000000000003	6.7	13.4
BROCCS	B	R	O	C	C	S	0.0	0.0	0.0	73.32	1.56	3.12
BROCCM	B	R	O	C	C	M	0.0	0.0	0.0	47.94	1.02	2.04
BROCCL	B	R	O	C	C	L	0.0	0.0	0.0	292.34	6.22	12.44
BRORPL	B	R	O	R	P	L	0.0	0.0	0.0	77.08	1.6400000000000001	3.2800000000000002
BRORDL	B	R	O	R	D	L	233.12	0.0	0.0	0.0	4.96	9.92
BRORWS	B	R	O	R	W	S	56.4	0.0	0.0	0.0	1.2	2.4
BRORWP	B	R	O	R	W	P	59.22	0.0	0.0	0.0	1.26	2.52
BRORWM	B	R	O	R	W	M	231.24	0.0	0.0	0.0	4.92	9.84
BRORWL	B	R	O	R	W	L	0.0	1191.92	0.0	0.0	25.36	50.72
BRORCS	B	R	O	R	C	S	54.52	0.0	0.0	0.0	1.16	2.32
BRORCP	B	R	O	R	C	P	65.8	0.0	0.0	0.0	1.4000000000000001	2.8000000000000003
BRORCM	B	R	O	R	C	M	338.40000000000003	0.0	0.0	0.0	7.2	14.4
BRORCL	B	R	O	R	C	L	0.0	0.0	0.0	1514.34	32.22	64.44
BRPLWS	B	R	P	L	W	S	130.66	0.0	0.0	0.0	2.7800000000000002	5.5600000000000005
BRPLWP	B	R	P	L	W	P	79.89999999999999	0.0	0.0	0.0	1.7	3.4
BRPLWM	B	R	P	L	W	M	63.92	0.0	0.0	0.0	1.36	2.72
BRPLWL	B	R	P	L	W	L	398.56	0.0	0.0	0.0	8.48	16.96
BRPLCS	B	R	P	L	C	S	145.70000000000002	0.0	0.0	0.0	3.1	6.2
BRPLCP	B	R	P	L	C	P	0.0	0.0	0.0	49.82	1.06	2.12
BRPLCM	B	R	P	L	C	M	0.0	0.0	0.0	79.89999999999999	1.7	3.4
BRPLCL	B	R	P	L	C	L	0.0	0.0	0.0	442.74	9.42	18.84
BRPLIL	B	R	P	L	I	L	0.0	0.0	0.0	67.68	1.44	2.88
BRPLAM	B	R	P	L	A	M	0.0	0.0	0.0	72.38	1.54	3.08
BRPLAL	B	R	P	L	A	L	0.0	0.0	0.0	79.89999999999999	1.7	3.4
BRPHWP	B	R	P	H	W	P	0.0	0.0	0.0	71.44	1.52	3.04
BRPHWM	B	R	P	H	W	M	0.0	0.0	0.0	190.82	4.0600000000000005	8.120000000000001
BRPHWL	B	R	P	H	W	L	0.0	0.0	0.0	304.56	6.48	12.96
BRPHCM	B	R	P	H	C	M	0.0	0.0	0.0	313.02	6.66	13.32
BRPHCL	B	R	P	H	C	L	0.0	0.0	605.36	0.0	12.88	25.76
BRPHLL	B	R	P	H	L	L	0.0	0.0	0.0	74.26	1.58	3.16
BRPCPS	B	R	P	C	P	S	0.0	0.0	0.0	49.82	1.06	2.12
BRPCPL	B	R	P	C	P	L	0.0	0.0	0.0	275.41999999999996	5.86	11.72
BRPCDS	B	R	P	C	D	S	0.0	0.0	0.0	62.98	1.34	2.68
BRPCDL	B	R	P	C	D	L	0.0	0.0	0.0	203.98	4.34	8.68
BRPCWS	B	R	P	C	W	S	0.0	0.0	0.0	436.16	9.28	18.56
BRPCWP	B	R	P	C	W	P	0.0	0.0	260.38	0.0	5.54	11.08
BRPCWM	B	R	P	C	W	M	0.0	0.0	0.0	150.4	3.2	6.4
BRPCWL	B	R	P	C	W	L	0.0	0.0	0.0	1096.98	23.34	46.68
BRPCCS	B	R	P	C	C	S	0.0	0.0	0.0	368.48	7.84	15.68
BRPCCP	B	R	P	C	C	P	0.0	0.0	0.0	60.16	1.28	2.56
BRPCCM	B	R	P	C	C	M	0.0	0.0	0.0	205.86	4.38	8.76
BRPCCL	B	R	P	C	C	L	0.0	0.0	0.0	992.6400000000001	21.12	42.24
BRPCIS	B	R	P	C	I	S	0.0	0.0	0.0	57.34	1.22	2.44
BRPCIL	B	R	P	C	I	L	0.0	0.0	0.0	156.98	3.34	6.68
BRPCAS	B	R	P	C	A	S	0.0	0.0	0.0	72.38	1.54	3.08
BRPCAL	B	R	P	C	A	L	0.0	0.0	0.0	80.84	1.72	3.44
BRPRPS	B	R	P	R	P	S	0.0	0.0	0.0	53.58	1.1400000000000001	2.2800000000000002
BRPRPM	B	R	P	R	P	M	0.0	0.0	0.0	152.28	3.24	6.48
BRPRPL	B	R	P	R	P	L	0.0	0.0	0.0	452.14	9.620000000000001	19.240000000000002
BRPRDS	B	R	P	R	D	S	0.0	0.0	0.0	260.38	5.54	11.08
BRPRDM	B	R	P	R	D	M	0.0	0.0	0.0	323.36	6.88	13.76
BRPRDL	B	R	P	R	D	L	0.0	0.0	0.0	1116.72	23.76	47.52
BRPRWS	B	R	P	R	W	S	0.0	0.0	0.0	520.76	11.08	22.16
BRPRWP	B	R	P	R	W	P	0.0	0.0	0.0	350.62	7.46	14.92
BRPRWM	B	R	P	R	W	M	0.0	0.0	0.0	1638.42	34.86	69.72
BRPRWL	B	R	P	R	W	L	0.0	0.0	0.0	4960.38	105.54	211.08
BRPRCS	B	R	P	R	C	S	0.0	0.0	0.0	375.06	7.98	15.96
BRPRCP	B	R	P	R	C	P	0.0	0.0	0.0	370.36	7.88	15.76
BRPRCM	B	R	P	R	C	M	0.0	0.0	0.0	2451.52	52.160000000000004	104.32000000000001
BRPRCL	B	R	P	R	C	L	0.0	0.0	0.0	7132.719999999999	151.76	303.52
BRPRIP	B	R	P	R	I	P	0.0	0.0	0.0	51.699999999999996	1.1	2.2
BRPRIL	B	R	P	R	I	L	0.0	0.0	0.0	86.47999999999999	1.84	3.68
BRPRAL	B	R	P	R	A	L	0.0	0.0	0.0	48.88	1.04	2.08
BRPRLL	B	R	P	R	L	L	0.0	0.0	0.0	76.14	1.62	3.24
BNNLPL	B	N	N	L	P	L	0.0	0.0	0.0	86.47999999999999	1.84	3.68
BNNLDL	B	N	N	L	D	L	0.0	0.0	0.0	54.52	1.16	2.32
BNNLWS	B	N	N	L	W	S	0.0	0.0	0.0	70.5	1.5	3.0
BNNLWP	B	N	N	L	W	P	0.0	0.0	0.0	60.16	1.28	2.56
BNNLWM	B	N	N	L	W	M	316.78	0.0	0.0	0.0	6.74	13.48
BNNLWL	B	N	N	L	W	L	0.0	0.0	0.0	1075.36	22.88	45.76
BNNLCS	B	N	N	L	C	S	94.0	0.0	0.0	0.0	2.0	4.0
BNNLCM	B	N	N	L	C	M	372.24	0.0	0.0	0.0	7.92	15.84
BNNLCL	B	N	N	L	C	L	0.0	0.0	0.0	1312.24	27.92	55.84
BNNLIS	B	N	N	L	I	S	131.6	0.0	0.0	0.0	2.8000000000000003	5.6000000000000005
BNNLIM	B	N	N	L	I	M	0.0	0.0	0.0	203.98	4.34	8.68
BNNLIL	B	N	N	L	I	L	227.48	0.0	0.0	0.0	4.84	9.68
BNNLAS	B	N	N	L	A	S	80.84	0.0	0.0	0.0	1.72	3.44
BNNLAM	B	N	N	L	A	M	147.58	0.0	0.0	0.0	3.14	6.28
BNNLAL	B	N	N	L	A	L	0.0	355.32	0.0	0.0	7.5600000000000005	15.120000000000001
BNNLLM	B	N	N	L	L	M	70.5	0.0	0.0	0.0	1.5	3.0
BNNHCL	B	N	N	H	C	L	66.74	0.0	0.0	0.0	1.42	2.84
BNNCPM	B	N	N	C	P	M	0.0	0.0	0.0	854.46	18.18	36.36
BNNCPL	B	N	N	C	P	L	0.0	0.0	0.0	1191.92	25.36	50.72
BNNCDS	B	N	N	C	D	S	78.96	0.0	0.0	0.0	1.68	3.36
BNNCWS	B	N	N	C	W	S	100.58	0.0	0.0	0.0	2.14	4.28
BNNCWP	B	N	N	C	W	P	291.40000000000003	0.0	0.0	0.0	6.2	12.4
BNNCWM	B	N	N	C	W	M	0.0	0.0	0.0	1564.16	33.28	66.56
BNNCWL	B	N	N	C	W	L	0.0	0.0	0.0	4041.0600000000004	85.98	171.96
BNNCIM	B	N	N	C	I	M	57.34	0.0	0.0	0.0	1.22	2.44
BNNCIL	B	N	N	C	I	L	0.0	232.18	0.0	0.0	4.94	9.88
BNNCLM	B	N	N	C	L	M	86.47999999999999	0.0	0.0	0.0	1.84	3.68
BNNCLL	B	N	N	C	L	L	170.14	0.0	0.0	0.0	3.62	7.24
BNNRPL	B	N	N	R	P	L	109.04	0.0	0.0	0.0	2.32	4.64
BNNRDL	B	N	N	R	D	L	72.38	0.0	0.0	0.0	1.54	3.08
BNNRWP	B	N	N	R	W	P	63.92	0.0	0.0	0.0	1.36	2.72
BNNRWM	B	N	N	R	W	M	273.54	0.0	0.0	0.0	5.82	11.64
BNNRWL	B	N	N	R	W	L	0.0	0.0	0.0	886.42	18.86	37.72
BNNRCM	B	N	N	R	C	M	333.7	0.0	0.0	0.0	7.1000000000000005	14.200000000000001
BNNRCL	B	N	N	R	C	L	1604.58	0.0	0.0	0.0	34.14	68.28
BNOHWL	B	N	O	H	W	L	269.78	0.0	0.0	0.0	5.74	11.48
BNOHCM	B	N	O	H	C	M	125.02000000000001	0.0	0.0	0.0	2.66	5.32
BNOHCL	B	N	O	H	C	L	634.5	0.0	0.0	0.0	13.5	27.0
BNORPL	B	N	O	R	P	L	119.38	0.0	0.0	0.0	2.54	5.08
BNORDM	B	N	O	R	D	M	84.60000000000001	0.0	0.0	0.0	1.8	3.6
BNORDL	B	N	O	R	D	L	160.74	0.0	0.0	0.0	3.42	6.84
BNORWP	B	N	O	R	W	P	65.8	0.0	0.0	0.0	1.4000000000000001	2.8000000000000003
BNORWM	B	N	O	R	W	M	152.28	0.0	0.0	0.0	3.24	6.48
BNORWL	B	N	O	R	W	L	0.0	0.0	0.0	1257.72	26.76	53.52
BNORCM	B	N	O	R	C	M	361.90000000000003	0.0	0.0	0.0	7.7	15.4
BNORCL	B	N	O	R	C	L	0.0	0.0	0.0	2256.94	48.02	96.04
BNPHWM	B	N	P	H	W	M	84.60000000000001	0.0	0.0	0.0	1.8	3.6
BNPHWL	B	N	P	H	W	L	0.0	0.0	0.0	230.29999999999998	4.9	9.8
BNPHCP	B	N	P	H	C	P	52.64	0.0	0.0	0.0	1.12	2.24
BNPHCM	B	N	P	H	C	M	126.9	0.0	0.0	0.0	2.7	5.4
BNPHCL	B	N	P	H	C	L	449.32	0.0	0.0	0.0	9.56	19.12
BNPCCL	B	N	P	C	C	L	73.32	0.0	0.0	0.0	1.56	3.12
BNPRPL	B	N	P	R	P	L	72.38	0.0	0.0	0.0	1.54	3.08
BNPRDL	B	N	P	R	D	L	61.1	0.0	0.0	0.0	1.3	2.6
BNPRWP	B	N	P	R	W	P	58.28	0.0	0.0	0.0	1.24	2.48
BNPRWM	B	N	P	R	W	M	206.79999999999998	0.0	0.0	0.0	4.4	8.8
BNPRWL	B	N	P	R	W	L	0.0	0.0	0.0	697.48	14.84	29.68
BNPRCP	B	N	P	R	C	P	67.68	0.0	0.0	0.0	1.44	2.88
BNPRCM	B	N	P	R	C	M	303.62	0.0	0.0	0.0	6.46	12.92
BNPRCL	B	N	P	R	C	L	0.0	0.0	0.0	1171.24	24.92	49.84
BNPRAL	B	N	P	R	A	L	110.92	0.0	0.0	0.0	2.36	4.72
BNSHWS	B	N	S	H	W	S	202.1	0.0	0.0	0.0	4.3	8.6
BNSHWP	B	N	S	H	W	P	106.22	0.0	0.0	0.0	2.2600000000000002	4.5200000000000005
BNSHWM	B	N	S	H	W	M	193.64	0.0	0.0	0.0	4.12	8.24
BNSHWL	B	N	S	H	W	L	0.0	0.0	0.0	915.56	19.48	38.96
BNSHCS	B	N	S	H	C	S	0.0	0.0	0.0	102.46	2.18	4.36
BNSHCP	B	N	S	H	C	P	0.0	0.0	0.0	61.1	1.3	2.6
BNSHCM	B	N	S	H	C	M	0.0	0.0	0.0	275.41999999999996	5.86	11.72
BNSHCL	B	N	S	H	C	L	0.0	0.0	0.0	1519.98	32.34	64.68
BNSHIL	B	N	S	H	I	L	0.0	0.0	0.0	53.58	1.1400000000000001	2.2800000000000002
BNSHLL	B	N	S	H	L	L	0.0	0.0	0.0	97.76	2.08	4.16
BNSRPL	B	N	S	R	P	L	0.0	0.0	606.3000000000001	0.0	12.9	25.8
BNSRDS	B	N	S	R	D	S	0.0	0.0	0.0	62.040000000000006	1.32	2.64
BNSRDM	B	N	S	R	D	M	0.0	0.0	0.0	198.34	4.22	8.44
BNSRDL	B	N	S	R	D	L	0.0	0.0	0.0	465.3	9.9	19.8
BNSRWS	B	N	S	R	W	S	0.0	0.0	0.0	512.3000000000001	10.9	21.8
BNSRWP	B	N	S	R	W	P	0.0	617.58	0.0	0.0	13.14	26.28
BNSRWM	B	N	S	R	W	M	0.0	0.0	0.0	752.94	16.02	32.04
BNSRWL	B	N	S	R	W	L	0.0	0.0	0.0	4729.14	100.62	201.24
BNSRCS	B	N	S	R	C	S	0.0	0.0	0.0	172.02	3.66	7.32
BNSRCP	B	N	S	R	C	P	0.0	0.0	0.0	425.82	9.06	18.12
BNSRCM	B	N	S	R	C	M	1736.1799999999998	0.0	0.0	0.0	36.94	73.88
BNSRCL	B	N	S	R	C	L	0.0	0.0	0.0	8349.08	177.64000000000001	355.28000000000003
BNSRLL	B	N	S	R	L	L	0.0	0.0	0.0	82.72	1.76	3.52
URNLCL	U	R	N	L	C	L	0.0	0.0	0.0	141.0	3.0	6.0
URNHWL	U	R	N	H	W	L	0.0	0.0	0.0	98.7	2.1	4.2
URNHCL	U	R	N	H	C	L	0.0	0.0	0.0	179.54000000000002	3.8200000000000003	7.640000000000001
URNCWL	U	R	N	C	W	L	0.0	0.0	0.0	105.28	2.24	4.48
URNCCL	U	R	N	C	C	L	0.0	0.0	0.0	105.28	2.24	4.48
URNRCL	U	R	N	R	C	L	0.0	0.0	0.0	205.86	4.38	8.76
UROHCL	U	R	O	H	C	L	0.0	0.0	0.0	47.94	1.02	2.04
URORCL	U	R	O	R	C	L	0.0	0.0	96.82	0.0	2.06	4.12
URPHWL	U	R	P	H	W	L	0.0	0.0	107.16	0.0	2.2800000000000002	4.5600000000000005
URPHCL	U	R	P	H	C	L	0.0	0.0	295.16	0.0	6.28	12.56
URPRWS	U	R	P	R	W	S	0.0	0.0	54.52	0.0	1.16	2.32
URPRWP	U	R	P	R	W	P	0.0	0.0	55.46	0.0	1.18	2.36
URPRWL	U	R	P	R	W	L	0.0	0.0	379.76	0.0	8.08	16.16
URPRCM	U	R	P	R	C	M	0.0	0.0	70.5	0.0	1.5	3.0
URPRCL	U	R	P	R	C	L	0.0	0.0	0.0	905.22	19.26	38.52
UNNHWS	U	N	N	H	W	S	0.0	0.0	51.699999999999996	0.0	1.1	2.2
UNNHWL	U	N	N	H	W	L	0.0	0.0	71.44	0.0	1.52	3.04
UNNHCL	U	N	N	H	C	L	0.0	0.0	144.76	0.0	3.08	6.16
UNNRWL	U	N	N	R	W	L	0.0	0.0	109.97999999999999	0.0	2.34	4.68
UNNRCL	U	N	N	R	C	L	231.24	0.0	0.0	0.0	4.92	9.84
UNOHWL	U	N	O	H	W	L	0.0	0.0	334.64	0.0	7.12	14.24
UNOHCL	U	N	O	H	C	L	0.0	0.0	0.0	780.1999999999999	16.6	33.2
UNORWL	U	N	O	R	W	L	0.0	0.0	0.0	278.24	5.92	11.84
UNORCM	U	N	O	R	C	M	0.0	0.0	76.14	0.0	1.62	3.24
UNORCL	U	N	O	R	C	L	0.0	0.0	0.0	895.82	19.06	38.12
UNPHWL	U	N	P	H	W	L	0.0	0.0	0.0	252.86	5.38	10.76
UNPHCL	U	N	P	H	C	L	477.52	0.0	0.0	0.0	10.16	20.32
UNPHAL	U	N	P	H	A	L	0.0	0.0	60.16	0.0	1.28	2.56
UNPRWL	U	N	P	R	W	L	0.0	0.0	476.58000000000004	0.0	10.14	20.28
UNPRCS	U	N	P	R	C	S	0.0	0.0	52.64	0.0	1.12	2.24
UNPRCM	U	N	P	R	C	M	0.0	0.0	57.34	0.0	1.22	2.44
UNPRCL	U	N	P	R	C	L	0.0	947.52	0.0	0.0	20.16	40.32
UNPRAL	U	N	P	R	A	L	0.0	0.0	97.76	0.0	2.08	4.16
UNSHWS	U	N	S	H	W	S	0.0	0.0	1096.04	0.0	23.32	46.64
UNSHWP	U	N	S	H	W	P	0.0	0.0	143.82	0.0	3.06	6.12
UNSHWM	U	N	S	H	W	M	0.0	0.0	217.14	0.0	4.62	9.24
UNSHWL	U	N	S	H	W	L	0.0	2067.06	0.0	0.0	43.980000000000004	87.96000000000001
UNSHCS	U	N	S	H	C	S	0.0	0.0	454.02	0.0	9.66	19.32
UNSHCP	U	N	S	H	C	P	169.20000000000002	0.0	0.0	0.0	3.6	7.2
UNSHCM	U	N	S	H	C	M	0.0	0.0	304.56	0.0	6.48	12.96
UNSHCL	U	N	S	H	C	L	0.0	0.0	0.0	4026.9599999999996	85.68	171.36
UNSHAS	U	N	S	H	A	S	0.0	0.0	176.72	0.0	3.7600000000000002	7.5200000000000005
UNSHAL	U	N	S	H	A	L	0.0	0.0	121.26	0.0	2.58	5.16
UNSHLL	U	N	S	H	L	L	0.0	0.0	138.18	0.0	2.94	5.88
UNSRPL	U	N	S	R	P	L	0.0	0.0	73.32	0.0	1.56	3.12
UNSRDM	U	N	S	R	D	M	0.0	0.0	55.46	0.0	1.18	2.36
UNSRDL	U	N	S	R	D	L	0.0	0.0	93.06	0.0	1.98	3.96
UNSRWS	U	N	S	R	W	S	0.0	0.0	0.0	901.46	19.18	38.36
UNSRWP	U	N	S	R	W	P	156.98	0.0	0.0	0.0	3.34	6.68
UNSRWM	U	N	S	R	W	M	312.08000000000004	0.0	0.0	0.0	6.640000000000001	13.280000000000001
UNSRWL	U	N	S	R	W	L	0.0	0.0	0.0	2783.34	59.22	118.44
UNSRCS	U	N	S	R	C	S	272.59999999999997	0.0	0.0	0.0	5.8	11.6
UNSRCP	U	N	S	R	C	P	244.4	0.0	0.0	0.0	5.2	10.4
UNSRCM	U	N	S	R	C	M	561.18	0.0	0.0	0.0	11.94	23.88
UNSRCL	U	N	S	R	C	L	0.0	6395.76	0.0	0.0	136.08	272.16
UNSRAS	U	N	S	R	A	S	79.89999999999999	0.0	0.0	0.0	1.7	3.4
UNSRAL	U	N	S	R	A	L	70.5	0.0	0.0	0.0	1.5	3.0
UNSRLL	U	N	S	R	L	L	179.54000000000002	0.0	0.0	0.0	3.8200000000000003	7.640000000000001
KRNLPM	K	R	N	L	P	M	984.18	0.0	0.0	0.0	20.94	41.88
KRNLPL	K	R	N	L	P	L	0.0	0.0	0.0	193.64	4.12	8.24
KRNLDM	K	R	N	L	D	M	150.4	0.0	0.0	0.0	3.2	6.4
KRNLDL	K	R	N	L	D	L	165.44	0.0	0.0	0.0	3.52	7.04
KRNLWS	K	R	N	L	W	S	89.3	0.0	0.0	0.0	1.9000000000000001	3.8000000000000003
KRNLWP	K	R	N	L	W	P	0.0	0.0	440.86	0.0	9.38	18.76
KRNLWM	K	R	N	L	W	M	0.0	0.0	0.0	2061.42	43.86	87.72
KRNLWL	K	R	N	L	W	L	0.0	0.0	0.0	3532.52	75.16	150.32
KRNLCP	K	R	N	L	C	P	94.94	0.0	0.0	0.0	2.02	4.04
KRNLCM	K	R	N	L	C	M	0.0	0.0	0.0	1016.1400000000001	21.62	43.24
KRNLCL	K	R	N	L	C	L	0.0	0.0	0.0	2451.52	52.160000000000004	104.32000000000001
KRNLIS	K	R	N	L	I	S	266.96	0.0	0.0	0.0	5.68	11.36
KRNLIP	K	R	N	L	I	P	331.82	0.0	0.0	0.0	7.0600000000000005	14.120000000000001
KRNLIM	K	R	N	L	I	M	0.0	0.0	0.0	1848.04	39.32	78.64
KRNLIL	K	R	N	L	I	L	3136.78	0.0	0.0	0.0	66.74	133.48
KRNLAS	K	R	N	L	A	S	66.74	0.0	0.0	0.0	1.42	2.84
KRNLAP	K	R	N	L	A	P	227.48	0.0	0.0	0.0	4.84	9.68
KRNLAM	K	R	N	L	A	M	783.02	0.0	0.0	0.0	16.66	33.32
KRNLAL	K	R	N	L	A	L	0.0	0.0	0.0	2630.12	55.96	111.92
KRNLLP	K	R	N	L	L	P	115.62	0.0	0.0	0.0	2.46	4.92
KRNLLM	K	R	N	L	L	M	611.94	0.0	0.0	0.0	13.02	26.04
KRNLLL	K	R	N	L	L	L	468.12	0.0	0.0	0.0	9.96	19.92
KRNHWL	K	R	N	H	W	L	57.34	0.0	0.0	0.0	1.22	2.44
KRNHCL	K	R	N	H	C	L	106.22	0.0	0.0	0.0	2.2600000000000002	4.5200000000000005
KRNCPM	K	R	N	C	P	M	0.0	2900.84	0.0	0.0	61.72	123.44
KRNCPL	K	R	N	C	P	L	0.0	0.0	0.0	2709.08	57.64	115.28
KRNCDM	K	R	N	C	D	M	459.66	0.0	0.0	0.0	9.78	19.56
KRNCDL	K	R	N	C	D	L	0.0	0.0	0.0	1246.44	26.52	53.04
KRNCWS	K	R	N	C	W	S	123.14	0.0	0.0	0.0	2.62	5.24
KRNCWP	K	R	N	C	W	P	287.64	0.0	0.0	0.0	6.12	12.24
KRNCWM	K	R	N	C	W	M	2085.8599999999997	0.0	0.0	0.0	44.38	88.76
KRNCWL	K	R	N	C	W	L	0.0	0.0	0.0	2685.58	57.14	114.28
KRNCCP	K	R	N	C	C	P	56.4	0.0	0.0	0.0	1.2	2.4
KRNCCM	K	R	N	C	C	M	0.0	506.66	0.0	0.0	10.78	21.56
KRNCCL	K	R	N	C	C	L	0.0	0.0	0.0	1522.8	32.4	64.8
KRNCIS	K	R	N	C	I	S	192.70000000000002	0.0	0.0	0.0	4.1	8.2
KRNCIP	K	R	N	C	I	P	299.86	0.0	0.0	0.0	6.38	12.76
KRNCIM	K	R	N	C	I	M	0.0	0.0	0.0	1730.54	36.82	73.64
KRNCIL	K	R	N	C	I	L	0.0	0.0	0.0	2913.06	61.980000000000004	123.96000000000001
KRNCAS	K	R	N	C	A	S	109.97999999999999	0.0	0.0	0.0	2.34	4.68
KRNCAP	K	R	N	C	A	P	94.94	0.0	0.0	0.0	2.02	4.04
KRNCAM	K	R	N	C	A	M	0.0	0.0	0.0	478.46	10.18	20.36
KRNCAL	K	R	N	C	A	L	0.0	0.0	1244.56	0.0	26.48	52.96
KRNCLM	K	R	N	C	L	M	334.64	0.0	0.0	0.0	7.12	14.24
KRNCLL	K	R	N	C	L	L	275.41999999999996	0.0	0.0	0.0	5.86	11.72
