index	slack	dual
0	-2412.05	-0.0
1	-1807.22	-0.0
2	-1203.61	-0.0
3	-601.2	-0.0
5	-2412.05	-0.0
6	-1807.22	-0.0
7	-1203.61	-0.0
8	-601.2	-0.0
10	-492510.5	-0.0
11	-490925.48	-0.0
12	-489343.63	-0.0
13	-487764.94	-0.0
14	-486189.41	-0.0
16	-3268.07	-0.0
17	-6172.96	-0.0
18	-8697.82	-0.0
19	-11333.23	-0.0
40	-1.1507159454692E11	-0.0
