flow_id	flow_description	flow_arrangement	flow_type	lowerbound_percentage	upperbound_percentage	flow_output_original
1	NDEF	414;415;416;417;418;419;420;421;422;423;424;425;426;427;428	HARD	100.0	null	1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8;1.5953763429639915E8
2	Ending Inv	428 429;430	HARD	100.0	null	4.4775201766531725E9;4.4775201766531725E9
3	MAG2	431;446	FREE	null	5.0	116849.5412253006;53244.9600253006
4	MAG2	432;447	FREE	null	5.0	96011.03309528048;44010.379430630506
5	MAG2	433;448	FREE	null	5.0	73068.2214073672;27244.274711693033
6	MAG2	434;449	FREE	null	5.0	106920.55847171639;54847.12827664692
7	MAG2	435;450	FREE	null	5.0	66427.14575943135;49349.10336592707
8	MAG2	436;451	FREE	null	5.0	69642.9428475567;35020.117060024226
9	MAG2	437;452	FREE	null	5.0	36384.037672240156;16475.517331350675
10	MAG2	438;453	FREE	null	5.0	38003.81731322127;16703.207046344512
11	MAG2	439;454	FREE	null	5.0	37066.30512456505;13242.643853178513
12	MAG2	440;455	FREE	null	5.0	32114.38081226074;17405.557537072924
13	MAG2	441;456	FREE	null	5.0	40139.695877067985;19505.699173655947
14	MAG2	442;457	FREE	null	5.0	48536.763872462274;27705.580330616787
15	MAG2	443;458	FREE	null	5.0	66933.97220477264;34637.87849289315
16	MAG2	444;459	FREE	null	5.0	152536.92541051048;72826.65296328418
17	MAG2	445;460	FREE	null	5.0	202293.4872672553;105915.74044122637
18	MAG3	431;461	FREE	null	10.0	116849.5412253006;12008.281200000001
19	MAG3	432;462	FREE	null	10.0	96011.03309528048;12928.232280449998
20	MAG3	433;463	FREE	null	10.0	73068.2214073672;15752.120461263392
21	MAG3	434;464	FREE	null	10.0	106920.55847171639;20068.429493449035
22	MAG3	435;465	FREE	null	10.0	66427.14575943135;4268.781874394957
23	MAG3	436;466	FREE	null	10.0	69642.9428475567;7984.073216448279
24	MAG3	437;467	FREE	null	10.0	36384.037672240156;6332.750825691049
25	MAG3	438;468	FREE	null	10.0	38003.81731322127;6081.41159210857
26	MAG3	439;469	FREE	null	10.0	37066.30512456505;7905.373204008222
27	MAG3	440;470	FREE	null	10.0	32114.38081226074;2874.839841192199
28	MAG3	441;471	FREE	null	10.0	40139.695877067985;4540.681245808258
29	MAG3	442;472	FREE	null	10.0	48536.763872462274;3600.9127580796335
30	MAG3	443;473	FREE	null	10.0	66933.97220477264;10627.948216875411
31	MAG3	444;474	FREE	null	10.0	152536.92541051048;19945.69543073228
32	MAG3	445;475	FREE	null	10.0	202293.4872672553;26628.868600647256
33	MAG4	431;476	FREE	null	25.0	116849.5412253006;21053.82
34	MAG4	432;477	FREE	null	25.0	96011.03309528048;12026.18506995
35	MAG4	433;478	FREE	null	25.0	73068.2214073672;18537.668929142732
36	MAG4	434;479	FREE	null	25.0	106920.55847171639;17107.610530280006
37	MAG4	435;480	FREE	null	25.0	66427.14575943135;3845.3766952303513
38	MAG4	436;481	FREE	null	25.0	69642.9428475567;9274.229961758265
39	MAG4	437;482	FREE	null	25.0	36384.037672240156;2695.4577416150023
40	MAG4	438;483	FREE	null	25.0	38003.81731322127;5333.0664178502175
41	MAG4	439;484	FREE	null	25.0	37066.30512456505;5761.849492298012
42	MAG4	440;485	FREE	null	25.0	32114.38081226074;2079.546489248116
43	MAG4	441;486	FREE	null	25.0	40139.695877067985;2639.420924559959
44	MAG4	442;487	FREE	null	25.0	48536.763872462274;3550.4276189123066
45	MAG4	443;488	FREE	null	25.0	66933.97220477264;9667.574905317895
46	MAG4	444;489	FREE	null	25.0	152536.92541051048;25234.99946237647
47	MAG4	445;490	FREE	null	25.0	202293.4872672553;27404.872635164716
48	MAG56	431;491	FREE	65.0	null	116849.5412253006;30542.48
49	MAG56	432;492	FREE	65.0	null	96011.03309528048;27046.236314250003
50	MAG56	433;493	FREE	65.0	null	73068.2214073672;11534.157305268025
51	MAG56	434;494	FREE	65.0	null	106920.55847171639;14897.39017134039
52	MAG56	435;495	FREE	65.0	null	66427.14575943135;8963.883823878961
53	MAG56	436;496	FREE	65.0	null	69642.9428475567;17364.52260932593
54	MAG56	437;497	FREE	65.0	null	36384.037672240156;10880.311773583424
55	MAG56	438;498	FREE	65.0	null	38003.81731322127;9886.132256917956
56	MAG56	439;499	FREE	65.0	null	37066.30512456505;10156.438575080301
57	MAG56	440;500	FREE	65.0	null	32114.38081226074;9754.436944747502
58	MAG56	441;501	FREE	65.0	null	40139.695877067985;13453.894533043813
59	MAG56	442;502	FREE	65.0	null	48536.763872462274;13679.843164853557
60	MAG56	443;503	FREE	65.0	null	66933.97220477264;12000.570589686202
60	MAG56	444;504	FREE	65.0	null	152536.92541051048;34529.57755411759
61	MAG56	445;505	FREE	65.0	null	202293.4872672553;42344.00559021714
