Index	Name	Value	Reduced Cost
0	x_B,N,N,C,P,M,0	863.55	0.0
4	x_B,N,N,C,P,M,4	45.45	0.0
5	x_B,N,N,C,P,L,0	1204.6	0.0
9	x_B,N,N,C,P,L,4	63.4	0.0
10	x_B,N,N,C,D,S,0	79.8	0.0
14	x_B,N,N,C,D,S,4	4.2	0.0
15	x_B,N,N,C,D,P,0	73.15	0.0
19	x_B,N,N,C,D,P,4	3.85	0.0
20	x_B,N,N,C,D,M,0	513.0	0.0
24	x_B,N,N,C,D,M,4	27.0	0.0
25	x_B,N,N,C,D,L,0	1638.75	0.0
29	x_B,N,N,C,D,L,4	86.25	0.0
30	x_B,N,N,C,C,S,0	92.15	0.0
34	x_B,N,N,C,C,S,4	4.85	0.0
35	x_B,N,N,C,C,P,0	618.45	0.0
39	x_B,N,N,C,C,P,4	32.55	0.0
40	x_B,N,N,C,C,M,0	1285.35	0.0
44	x_B,N,N,C,C,M,4	67.65	0.0
45	x_B,N,N,C,C,L,0	3914.95	0.0
49	x_B,N,N,C,C,L,4	206.05	0.0
50	x_B,N,N,C,I,M,0	57.95	0.0
54	x_B,N,N,C,I,M,4	3.05	0.0
55	x_B,N,N,C,I,L,0	234.65	0.0
59	x_B,N,N,C,I,L,4	12.35	0.0
60	x_B,N,N,C,A,P,0	60.8	0.0
64	x_B,N,N,C,A,P,4	3.2	0.0
65	x_B,N,N,C,A,M,0	59.85	0.0
69	x_B,N,N,C,A,M,4	3.15	0.0
70	x_B,N,N,C,L,M,0	87.4	0.0
74	x_B,N,N,C,L,M,4	4.6	0.0
75	x_B,N,N,C,L,L,0	171.95	0.0
79	x_B,N,N,C,L,L,4	9.05	0.0
80	x_B,N,N,C,N,N,0	1279.0	0.0
85	xNG_B,N,N,C,P,M,1	863.55	0.0
86	xNG_B,N,N,C,P,M,2	861.82	0.0
87	xNG_B,N,N,C,P,M,3	860.1	0.0
88	xNG_B,N,N,C,P,M,4	858.38	0.0
89	xNG_B,N,N,C,P,M,5	856.66	0.0
90	xNG_B,N,N,C,P,M,6	854.95	0.0
91	xNG_B,N,N,C,P,M,7	853.24	0.0
92	xNG_B,N,N,C,P,M,8	851.53	0.0
93	xNG_B,N,N,C,P,L,1	1204.6	0.0
94	xNG_B,N,N,C,P,L,2	1202.19	0.0
95	xNG_B,N,N,C,P,L,3	1199.79	0.0
96	xNG_B,N,N,C,P,L,4	1197.39	0.0
97	xNG_B,N,N,C,P,L,5	1194.99	0.0
98	xNG_B,N,N,C,P,L,6	1192.6	0.0
99	xNG_B,N,N,C,P,L,7	1190.22	0.0
100	xNG_B,N,N,C,P,L,8	1187.84	0.0
101	xNG_B,N,N,C,D,S,1	79.8	0.0
102	xNG_B,N,N,C,D,S,2	79.64	0.0
103	xNG_B,N,N,C,D,S,3	79.48	0.0
104	xNG_B,N,N,C,D,S,4	79.32	0.0
105	xNG_B,N,N,C,D,S,5	79.16	0.0
106	xNG_B,N,N,C,D,S,6	79.01	0.0
107	xNG_B,N,N,C,D,S,7	78.85	0.0
108	xNG_B,N,N,C,D,S,8	78.69	0.0
109	xNG_B,N,N,C,D,P,1	73.15	0.0
110	xNG_B,N,N,C,D,P,2	73.0	0.0
111	xNG_B,N,N,C,D,P,3	72.86	0.0
112	xNG_B,N,N,C,D,P,4	72.71	0.0
113	xNG_B,N,N,C,D,P,5	72.57	0.0
114	xNG_B,N,N,C,D,P,6	72.42	0.0
115	xNG_B,N,N,C,D,P,7	72.28	0.0
116	xNG_B,N,N,C,D,P,8	72.13	0.0
117	xNG_B,N,N,C,D,M,1	513.0	0.0
118	xNG_B,N,N,C,D,M,2	511.97	0.0
119	xNG_B,N,N,C,D,M,3	510.95	0.0
120	xNG_B,N,N,C,D,M,4	509.93	0.0
121	xNG_B,N,N,C,D,M,5	508.91	0.0
122	xNG_B,N,N,C,D,M,6	507.89	0.0
123	xNG_B,N,N,C,D,M,7	506.87	0.0
124	xNG_B,N,N,C,D,M,8	505.86	0.0
125	xNG_B,N,N,C,D,L,1	1638.75	0.0
126	xNG_B,N,N,C,D,L,2	1635.47	0.0
127	xNG_B,N,N,C,D,L,3	1632.2	0.0
128	xNG_B,N,N,C,D,L,4	1628.94	0.0
129	xNG_B,N,N,C,D,L,5	1625.68	0.0
130	xNG_B,N,N,C,D,L,6	1622.43	0.0
131	xNG_B,N,N,C,D,L,7	1619.18	0.0
132	xNG_B,N,N,C,D,L,8	1615.94	0.0
133	xNG_B,N,N,C,C,S,1	92.15	0.0
134	xNG_B,N,N,C,C,S,2	91.97	0.0
135	xNG_B,N,N,C,C,S,3	91.78	0.0
136	xNG_B,N,N,C,C,S,4	91.6	0.0
137	xNG_B,N,N,C,C,S,5	91.42	0.0
138	xNG_B,N,N,C,C,S,6	91.23	0.0
139	xNG_B,N,N,C,C,S,7	91.05	0.0
140	xNG_B,N,N,C,C,S,8	90.87	0.0
141	xNG_B,N,N,C,C,P,1	618.45	0.0
142	xNG_B,N,N,C,C,P,2	617.21	0.0
143	xNG_B,N,N,C,C,P,3	615.98	0.0
144	xNG_B,N,N,C,C,P,4	614.75	0.0
145	xNG_B,N,N,C,C,P,5	613.52	0.0
146	xNG_B,N,N,C,C,P,6	612.29	0.0
147	xNG_B,N,N,C,C,P,7	611.07	0.0
148	xNG_B,N,N,C,C,P,8	609.84	0.0
149	xNG_B,N,N,C,C,M,1	1285.35	0.0
150	xNG_B,N,N,C,C,M,2	1282.78	0.0
151	xNG_B,N,N,C,C,M,3	1280.21	0.0
152	xNG_B,N,N,C,C,M,4	1277.65	0.0
153	xNG_B,N,N,C,C,M,5	1275.1	0.0
154	xNG_B,N,N,C,C,M,6	1272.55	0.0
155	xNG_B,N,N,C,C,M,7	1270.0	0.0
156	xNG_B,N,N,C,C,M,8	1267.46	0.0
157	xNG_B,N,N,C,C,L,1	3914.95	0.0
158	xNG_B,N,N,C,C,L,2	3907.12	0.0
159	xNG_B,N,N,C,C,L,3	3899.31	0.0
160	xNG_B,N,N,C,C,L,4	3891.51	0.0
161	xNG_B,N,N,C,C,L,5	3883.72	0.0
162	xNG_B,N,N,C,C,L,6	3875.96	0.0
163	xNG_B,N,N,C,C,L,7	3868.2	0.0
164	xNG_B,N,N,C,C,L,8	3860.47	0.0
165	xNG_B,N,N,C,I,M,1	57.95	0.0
166	xNG_B,N,N,C,I,M,2	57.83	0.0
167	xNG_B,N,N,C,I,M,3	57.72	0.0
168	xNG_B,N,N,C,I,M,4	57.6	0.0
169	xNG_B,N,N,C,I,M,5	57.49	0.0
170	xNG_B,N,N,C,I,M,6	57.37	0.0
171	xNG_B,N,N,C,I,M,7	57.26	0.0
172	xNG_B,N,N,C,I,M,8	57.14	0.0
