Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Methods for Implementation	
KNOCDL	K	N	O	C	D	L	301	This strata is in the model, all methods are allowed	
KNOCDM	K	N	O	C	D	M	99	This strata is in the model, all methods are allowed	
KNOCIL	K	N	O	C	I	L	473	This strata is in the model, all methods are allowed	
KNOCIM	K	N	O	C	I	M	275	This strata is in the model, all methods are allowed	
KNOCLL	K	N	O	C	L	L	114	This strata is in the model, all methods are allowed	
KNOCLM	K	N	O	C	L	M	111	This strata is in the model, all methods are allowed	
KNOCPL	K	N	O	C	P	L	489	This strata is in the model, all methods are allowed	
KNOCPM	K	N	O	C	P	M	272	This strata is in the model, all methods are allowed	
KNOCWL	K	N	O	C	W	L	485	This strata is in the model, all methods are allowed	
KNOCWM	K	N	O	C	W	M	252	This strata is in the model, all methods are allowed	
KNOHAL	K	N	O	H	A	L	58	This strata is in the model, all methods are allowed	
KNOHAM	K	N	O	H	A	M	80	This strata is in the model, all methods are allowed	
KNOHCL	K	N	O	H	C	L	213	This strata is in the model, all methods are allowed	
KNOHIL	K	N	O	H	I	L	121	This strata is in the model, all methods are allowed	
KNOHIM	K	N	O	H	I	M	130	This strata is in the model, all methods are allowed	
KNOHLM	K	N	O	H	L	M	74	This strata is in the model, all methods are allowed	
KNOHWL	K	N	O	H	W	L	258	This strata is in the model, all methods are allowed	
KNOHWM	K	N	O	H	W	M	113	This strata is in the model, all methods are allowed	
KNOLCL	K	N	O	L	C	L	86	This strata is in the model, all methods are allowed	
KNOLWL	K	N	O	L	W	L	84	This strata is in the model, all methods are allowed	
KNORAL	K	N	O	R	A	L	814	This strata is in the model, all methods are allowed	
KNORAM	K	N	O	R	A	M	470	This strata is in the model, all methods are allowed	
KNORCL	K	N	O	R	C	L	2425	This strata is in the model, all methods are allowed	
KNORCM	K	N	O	R	C	M	739	This strata is in the model, all methods are allowed	
KNORCP	K	N	O	R	C	P	53	This strata is in the model, all methods are allowed	
KNORDL	K	N	O	R	D	L	3005	This strata is in the model, all methods are allowed	
KNORDM	K	N	O	R	D	M	1436	This strata is in the model, all methods are allowed	
KNORDP	K	N	O	R	D	P	72	This strata is in the model, all methods are allowed	
KNORIL	K	N	O	R	I	L	1449	This strata is in the model, all methods are allowed	
KNORIM	K	N	O	R	I	M	1462	This strata is in the model, all methods are allowed	
KNORIP	K	N	O	R	I	P	165	This strata is in the model, all methods are allowed	
KNORLL	K	N	O	R	L	L	263	This strata is in the model, all methods are allowed	
KNORLM	K	N	O	R	L	M	320	This strata is in the model, all methods are allowed	
KNORNN	K	N	O	R	N	N	614	This strata is in the model, all methods are allowed	
KNORPL	K	N	O	R	P	L	3322	This strata is in the model, all methods are allowed	
KNORPM	K	N	O	R	P	M	1227	This strata is in the model, all methods are allowed	
KNORPP	K	N	O	R	P	P	724	This strata is in the model, all methods are allowed	
KNORPS	K	N	O	R	P	S	79	This strata is in the model, all methods are allowed	
KNORWL	K	N	O	R	W	L	3832	This strata is in the model, all methods are allowed	
KNORWM	K	N	O	R	W	M	1875	This strata is in the model, all methods are allowed	
KNORWP	K	N	O	R	W	P	249	This strata is in the model, all methods are allowed	
KNPCAL	K	N	P	C	A	L	264	This strata is in the model, all methods are allowed	
KNPCAM	K	N	P	C	A	M	239	This strata is in the model, all methods are allowed	
KNPCCL	K	N	P	C	C	L	661	This strata is in the model, all methods are allowed	
KNPCCM	K	N	P	C	C	M	197	This strata is in the model, all methods are allowed	
KNPCDL	K	N	P	C	D	L	294	This strata is in the model, all methods are allowed	
KNPCDM	K	N	P	C	D	M	253	This strata is in the model, all methods are allowed	
KNPCIL	K	N	P	C	I	L	746	This strata is in the model, all methods are allowed	
KNPCIM	K	N	P	C	I	M	712	This strata is in the model, all methods are allowed	
KNPCIP	K	N	P	C	I	P	132	This strata is in the model, all methods are allowed	
KNPCLL	K	N	P	C	L	L	326	This strata is in the model, all methods are allowed	
KNPCLM	K	N	P	C	L	M	536	This strata is in the model, all methods are allowed	
KNPCNN	K	N	P	C	N	N	115	This strata is in the model, all methods are allowed	
KNPCPL	K	N	P	C	P	L	498	This strata is in the model, all methods are allowed	
KNPCPM	K	N	P	C	P	M	456	This strata is in the model, all methods are allowed	
KNPCPP	K	N	P	C	P	P	85	This strata is in the model, all methods are allowed	
KNPCWL	K	N	P	C	W	L	1015	This strata is in the model, all methods are allowed	
KNPCWM	K	N	P	C	W	M	357	This strata is in the model, all methods are allowed	
KNPCWP	K	N	P	C	W	P	61	This strata is in the model, all methods are allowed	
KNPHAM	K	N	P	H	A	M	86	This strata is in the model, all methods are allowed	
KNPHIL	K	N	P	H	I	L	195	This strata is in the model, all methods are allowed	
KNPHIM	K	N	P	H	I	M	69	This strata is in the model, all methods are allowed	
KNPHIP	K	N	P	H	I	P	103	This strata is in the model, all methods are allowed	
KNPLWL	K	N	P	L	W	L	72	This strata is in the model, all methods are allowed	
KNPRAL	K	N	P	R	A	L	589	This strata is in the model, all methods are allowed	
KNPRAM	K	N	P	R	A	M	413	This strata is in the model, all methods are allowed	
KNPRCL	K	N	P	R	C	L	921	This strata is in the model, all methods are allowed	
KNPRCM	K	N	P	R	C	M	380	This strata is in the model, all methods are allowed	
KNPRDL	K	N	P	R	D	L	1398	This strata is in the model, all methods are allowed	
KNPRDM	K	N	P	R	D	M	738	This strata is in the model, all methods are allowed	
KNPRDP	K	N	P	R	D	P	96	This strata is in the model, all methods are allowed	
KNPRIL	K	N	P	R	I	L	874	This strata is in the model, all methods are allowed	
KNPRIM	K	N	P	R	I	M	951	This strata is in the model, all methods are allowed	
KNPRIP	K	N	P	R	I	P	327	This strata is in the model, all methods are allowed	
KNPRLL	K	N	P	R	L	L	220	This strata is in the model, all methods are allowed	
KNPRLM	K	N	P	R	L	M	202	This strata is in the model, all methods are allowed	
KNPRLP	K	N	P	R	L	P	92	This strata is in the model, all methods are allowed	
KNPRNN	K	N	P	R	N	N	795	This strata is in the model, all methods are allowed	
KNPRPL	K	N	P	R	P	L	2029	This strata is in the model, all methods are allowed	
KNPRPM	K	N	P	R	P	M	1492	This strata is in the model, all methods are allowed	
KNPRPP	K	N	P	R	P	P	716	This strata is in the model, all methods are allowed	
KNPRPS	K	N	P	R	P	S	83	This strata is in the model, all methods are allowed	
KNPRWL	K	N	P	R	W	L	2357	This strata is in the model, all methods are allowed	
KNPRWM	K	N	P	R	W	M	1075	This strata is in the model, all methods are allowed	
KNPRWP	K	N	P	R	W	P	318	This strata is in the model, all methods are allowed	
KNSCAL	K	N	S	C	A	L	292	This strata is in the model, all methods are allowed	
KNSCAM	K	N	S	C	A	M	191	This strata is in the model, all methods are allowed	
KNSCCL	K	N	S	C	C	L	468	This strata is in the model, all methods are allowed	
KNSCCM	K	N	S	C	C	M	169	This strata is in the model, all methods are allowed	
KNSCDL	K	N	S	C	D	L	583	This strata is in the model, all methods are allowed	
KNSCDM	K	N	S	C	D	M	175	This strata is in the model, all methods are allowed	
KNSCIL	K	N	S	C	I	L	1635	This strata is in the model, all methods are allowed	
KNSCIM	K	N	S	C	I	M	858	This strata is in the model, all methods are allowed	
KNSCIP	K	N	S	C	I	P	111	This strata is in the model, all methods are allowed	
KNSCLL	K	N	S	C	L	L	351	This strata is in the model, all methods are allowed	
KNSCLM	K	N	S	C	L	M	256	This strata is in the model, all methods are allowed	
KNSCNN	K	N	S	C	N	N	205	This strata is in the model, all methods are allowed	
KNSCPL	K	N	S	C	P	L	1466	This strata is in the model, all methods are allowed	
KNSCPM	K	N	S	C	P	M	1647	This strata is in the model, all methods are allowed	
KNSCPP	K	N	S	C	P	P	140	This strata is in the model, all methods are allowed	
KNSCWL	K	N	S	C	W	L	771	This strata is in the model, all methods are allowed	
KNSCWM	K	N	S	C	W	M	341	This strata is in the model, all methods are allowed	
KNSHAL	K	N	S	H	A	L	94	This strata is in the model, all methods are allowed	
KNSHAM	K	N	S	H	A	M	133	This strata is in the model, all methods are allowed	
KNSHCL	K	N	S	H	C	L	838	This strata is in the model, all methods are allowed	
KNSHCM	K	N	S	H	C	M	202	This strata is in the model, all methods are allowed	
KNSHIL	K	N	S	H	I	L	188	This strata is in the model, all methods are allowed	
KNSHIM	K	N	S	H	I	M	178	This strata is in the model, all methods are allowed	
KNSHLL	K	N	S	H	L	L	145	This strata is in the model, all methods are allowed	
KNSHLM	K	N	S	H	L	M	170	This strata is in the model, all methods are allowed	
KNSHNN	K	N	S	H	N	N	79	This strata is in the model, all methods are allowed	
KNSHWL	K	N	S	H	W	L	579	This strata is in the model, all methods are allowed	
KNSHWM	K	N	S	H	W	M	424	This strata is in the model, all methods are allowed	
KNSHWP	K	N	S	H	W	P	78	This strata is in the model, all methods are allowed	
KNSLCL	K	N	S	L	C	L	183	This strata is in the model, all methods are allowed	
KNSLIL	K	N	S	L	I	L	102	This strata is in the model, all methods are allowed	
KNSLLM	K	N	S	L	L	M	80	This strata is in the model, all methods are allowed	
KNSLWL	K	N	S	L	W	L	246	This strata is in the model, all methods are allowed	
KNSLWM	K	N	S	L	W	M	67	This strata is in the model, all methods are allowed	
KNSLWP	K	N	S	L	W	P	75	This strata is in the model, all methods are allowed	
KNSRAL	K	N	S	R	A	L	2600	This strata is in the model, all methods are allowed	
KNSRAM	K	N	S	R	A	M	2040	This strata is in the model, all methods are allowed	
KNSRAP	K	N	S	R	A	P	324	This strata is in the model, all methods are allowed	
KNSRAS	K	N	S	R	A	S	119	This strata is in the model, all methods are allowed	
KNSRCL	K	N	S	R	C	L	6885	This strata is in the model, all methods are allowed	
KNSRCM	K	N	S	R	C	M	2462	This strata is in the model, all methods are allowed	
KNSRCP	K	N	S	R	C	P	213	This strata is in the model, all methods are allowed	
KNSRCS	K	N	S	R	C	S	133	This strata is in the model, all methods are allowed	
KNSRDL	K	N	S	R	D	L	6168	This strata is in the model, all methods are allowed	
KNSRDM	K	N	S	R	D	M	5934	This strata is in the model, all methods are allowed	
KNSRDP	K	N	S	R	D	P	492	This strata is in the model, all methods are allowed	
KNSRDS	K	N	S	R	D	S	109	This strata is in the model, all methods are allowed	
KNSRIL	K	N	S	R	I	L	5369	This strata is in the model, all methods are allowed	
KNSRIM	K	N	S	R	I	M	8228	This strata is in the model, all methods are allowed	
KNSRIP	K	N	S	R	I	P	2097	This strata is in the model, all methods are allowed	
KNSRIS	K	N	S	R	I	S	446	This strata is in the model, all methods are allowed	
KNSRLL	K	N	S	R	L	L	1535	This strata is in the model, all methods are allowed	
KNSRLM	K	N	S	R	L	M	1913	This strata is in the model, all methods are allowed	
KNSRLP	K	N	S	R	L	P	558	This strata is in the model, all methods are allowed	
KNSRLS	K	N	S	R	L	S	276	This strata is in the model, all methods are allowed	
KNSRNN	K	N	S	R	N	N	3755	This strata is in the model, all methods are allowed	
KNSRPL	K	N	S	R	P	L	9927	This strata is in the model, all methods are allowed	
KNSRPM	K	N	S	R	P	M	10195	This strata is in the model, all methods are allowed	
KNSRPP	K	N	S	R	P	P	4910	This strata is in the model, all methods are allowed	
KNSRPS	K	N	S	R	P	S	462	This strata is in the model, all methods are allowed	
KNSRWL	K	N	S	R	W	L	11269	This strata is in the model, all methods are allowed	
KNSRWM	K	N	S	R	W	M	7199	This strata is in the model, all methods are allowed	
KNSRWP	K	N	S	R	W	P	1689	This strata is in the model, all methods are allowed	
KNSRWS	K	N	S	R	W	S	435	This strata is in the model, all methods are allowed	
KRNCAL	K	R	N	C	A	L	1324	This strata is in the model, all methods are allowed	
KRNCAM	K	R	N	C	A	M	509	This strata is in the model, all methods are allowed	
KRNCAP	K	R	N	C	A	P	101	This strata is in the model, all methods are allowed	
KRNCAS	K	R	N	C	A	S	117	This strata is in the model, all methods are allowed	
KRNCCL	K	R	N	C	C	L	1620	This strata is in the model, all methods are allowed	
KRNCCM	K	R	N	C	C	M	539	This strata is in the model, all methods are allowed	
KRNCCP	K	R	N	C	C	P	60	This strata is in the model, all methods are allowed	
KRNCDL	K	R	N	C	D	L	1326	This strata is in the model, all methods are allowed	
KRNCDM	K	R	N	C	D	M	489	This strata is in the model, all methods are allowed	
KRNCDP	K	R	N	C	D	P	72	This strata is in the model, all methods are allowed	
KRNCIL	K	R	N	C	I	L	3099	This strata is in the model, all methods are allowed	
KRNCIM	K	R	N	C	I	M	1841	This strata is in the model, all methods are allowed	
KRNCIP	K	R	N	C	I	P	319	This strata is in the model, all methods are allowed	
KRNCIS	K	R	N	C	I	S	205	This strata is in the model, all methods are allowed	
KRNCLL	K	R	N	C	L	L	293	This strata is in the model, all methods are allowed	
KRNCLM	K	R	N	C	L	M	356	This strata is in the model, all methods are allowed	
KRNCNN	K	R	N	C	N	N	5982	This strata is in the model, all methods are allowed	
KRNCPL	K	R	N	C	P	L	2882	This strata is in the model, all methods are allowed	
KRNCPM	K	R	N	C	P	M	3086	This strata is in the model, all methods are allowed	
KRNCPP	K	R	N	C	P	P	544	This strata is in the model, all methods are allowed	
KRNCWL	K	R	N	C	W	L	2857	This strata is in the model, all methods are allowed	
KRNCWM	K	R	N	C	W	M	2219	This strata is in the model, all methods are allowed	
KRNCWP	K	R	N	C	W	P	306	This strata is in the model, all methods are allowed	
KRNCWS	K	R	N	C	W	S	131	This strata is in the model, all methods are allowed	
KRNHCL	K	R	N	H	C	L	113	This strata is in the model, all methods are allowed	
KRNHWL	K	R	N	H	W	L	61	This strata is in the model, all methods are allowed	
KRNLAL	K	R	N	L	A	L	2798	This strata is in the model, all methods are allowed	
KRNLAM	K	R	N	L	A	M	833	This strata is in the model, all methods are allowed	
KRNLAP	K	R	N	L	A	P	242	This strata is in the model, all methods are allowed	
KRNLAS	K	R	N	L	A	S	71	This strata is in the model, all methods are allowed	
KRNLCL	K	R	N	L	C	L	2608	This strata is in the model, all methods are allowed	
KRNLCM	K	R	N	L	C	M	1081	This strata is in the model, all methods are allowed	
KRNLCP	K	R	N	L	C	P	101	This strata is in the model, all methods are allowed	
KRNLDL	K	R	N	L	D	L	176	This strata is in the model, all methods are allowed	
KRNLDM	K	R	N	L	D	M	160	This strata is in the model, all methods are allowed	
KRNLIL	K	R	N	L	I	L	3337	This strata is in the model, all methods are allowed	
KRNLIM	K	R	N	L	I	M	1966	This strata is in the model, all methods are allowed	
KRNLIP	K	R	N	L	I	P	353	This strata is in the model, all methods are allowed	
KRNLIS	K	R	N	L	I	S	284	This strata is in the model, all methods are allowed	
KRNLLL	K	R	N	L	L	L	498	This strata is in the model, all methods are allowed	
KRNLLM	K	R	N	L	L	M	651	This strata is in the model, all methods are allowed	
KRNLLP	K	R	N	L	L	P	123	This strata is in the model, all methods are allowed	
KRNLNN	K	R	N	L	N	N	1361	This strata is in the model, all methods are allowed	
KRNLPL	K	R	N	L	P	L	206	This strata is in the model, all methods are allowed	
KRNLPM	K	R	N	L	P	M	1047	This strata is in the model, all methods are allowed	
KRNLPP	K	R	N	L	P	P	66	This strata is in the model, all methods are allowed	
KRNLWL	K	R	N	L	W	L	3758	This strata is in the model, all methods are allowed	
KRNLWM	K	R	N	L	W	M	2193	This strata is in the model, all methods are allowed	
KRNLWP	K	R	N	L	W	P	469	This strata is in the model, all methods are allowed	
KRNLWS	K	R	N	L	W	S	95	This strata is in the model, all methods are allowed	
KRNRAL	K	R	N	R	A	L	253	This strata is in the model, all methods are allowed	
KRNRAM	K	R	N	R	A	M	121	This strata is in the model, all methods are allowed	
KRNRCL	K	R	N	R	C	L	292	This strata is in the model, all methods are allowed	
KRNRCM	K	R	N	R	C	M	112	This strata is in the model, all methods are allowed	
KRNRDL	K	R	N	R	D	L	1749	This strata is in the model, all methods are allowed	
KRNRDM	K	R	N	R	D	M	1040	This strata is in the model, all methods are allowed	
KRNRDP	K	R	N	R	D	P	85	This strata is in the model, all methods are allowed	
KRNRDS	K	R	N	R	D	S	58	This strata is in the model, all methods are allowed	
KRNRIL	K	R	N	R	I	L	1951	This strata is in the model, all methods are allowed	
KRNRIM	K	R	N	R	I	M	614	This strata is in the model, all methods are allowed	
KRNRIP	K	R	N	R	I	P	151	This strata is in the model, all methods are allowed	
KRNRLL	K	R	N	R	L	L	156	This strata is in the model, all methods are allowed	
KRNRLM	K	R	N	R	L	M	63	This strata is in the model, all methods are allowed	
KRNRNN	K	R	N	R	N	N	4801	This strata is in the model, all methods are allowed	
KRNRPL	K	R	N	R	P	L	1337	This strata is in the model, all methods are allowed	
KRNRPM	K	R	N	R	P	M	1184	This strata is in the model, all methods are allowed	
KRNRPP	K	R	N	R	P	P	698	This strata is in the model, all methods are allowed	
KRNRWL	K	R	N	R	W	L	584	This strata is in the model, all methods are allowed	
KRNRWM	K	R	N	R	W	M	370	This strata is in the model, all methods are allowed	
KRNRWS	K	R	N	R	W	S	132	This strata is in the model, all methods are allowed	
KROCAL	K	R	O	C	A	L	222	This strata is in the model, all methods are allowed	
KROCAM	K	R	O	C	A	M	156	This strata is in the model, all methods are allowed	
KROCAP	K	R	O	C	A	P	58	This strata is in the model, all methods are allowed	
KROCCL	K	R	O	C	C	L	55	This strata is in the model, all methods are allowed	
KROCDL	K	R	O	C	D	L	136	This strata is in the model, all methods are allowed	
KROCIL	K	R	O	C	I	L	651	This strata is in the model, all methods are allowed	
KROCIM	K	R	O	C	I	M	533	This strata is in the model, all methods are allowed	
KROCIP	K	R	O	C	I	P	74	This strata is in the model, all methods are allowed	
KROCLL	K	R	O	C	L	L	69	This strata is in the model, all methods are allowed	
KROCLM	K	R	O	C	L	M	104	This strata is in the model, all methods are allowed	
KROCPL	K	R	O	C	P	L	173	This strata is in the model, all methods are allowed	
KROCPM	K	R	O	C	P	M	120	This strata is in the model, all methods are allowed	
KROCWL	K	R	O	C	W	L	159	This strata is in the model, all methods are allowed	
KROHCL	K	R	O	H	C	L	139	This strata is in the model, all methods are allowed	
KROHWL	K	R	O	H	W	L	93	This strata is in the model, all methods are allowed	
KROLAL	K	R	O	L	A	L	415	This strata is in the model, all methods are allowed	
KROLAM	K	R	O	L	A	M	200	This strata is in the model, all methods are allowed	
KROLCL	K	R	O	L	C	L	618	This strata is in the model, all methods are allowed	
KROLCM	K	R	O	L	C	M	67	This strata is in the model, all methods are allowed	
KROLIL	K	R	O	L	I	L	597	This strata is in the model, all methods are allowed	
KROLIM	K	R	O	L	I	M	317	This strata is in the model, all methods are allowed	
KROLIP	K	R	O	L	I	P	92	This strata is in the model, all methods are allowed	
KROLLL	K	R	O	L	L	L	136	This strata is in the model, all methods are allowed	
KROLLM	K	R	O	L	L	M	105	This strata is in the model, all methods are allowed	
KROLPM	K	R	O	L	P	M	55	This strata is in the model, all methods are allowed	
KROLWL	K	R	O	L	W	L	554	This strata is in the model, all methods are allowed	
KRORAL	K	R	O	R	A	L	173	This strata is in the model, all methods are allowed	
KRORAM	K	R	O	R	A	M	212	This strata is in the model, all methods are allowed	
KRORCL	K	R	O	R	C	L	539	This strata is in the model, all methods are allowed	
KRORCM	K	R	O	R	C	M	119	This strata is in the model, all methods are allowed	
KRORDL	K	R	O	R	D	L	800	This strata is in the model, all methods are allowed	
KRORDM	K	R	O	R	D	M	381	This strata is in the model, all methods are allowed	
KRORDS	K	R	O	R	D	S	80	This strata is in the model, all methods are allowed	
KRORIL	K	R	O	R	I	L	345	This strata is in the model, all methods are allowed	
KRORIM	K	R	O	R	I	M	419	This strata is in the model, all methods are allowed	
KRORPL	K	R	O	R	P	L	447	This strata is in the model, all methods are allowed	
KRORPM	K	R	O	R	P	M	197	This strata is in the model, all methods are allowed	
KRORPS	K	R	O	R	P	S	76	This strata is in the model, all methods are allowed	
KRORWL	K	R	O	R	W	L	667	This strata is in the model, all methods are allowed	
KRORWM	K	R	O	R	W	M	241	This strata is in the model, all methods are allowed	
KRORWS	K	R	O	R	W	S	116	This strata is in the model, all methods are allowed	
KRPCAL	K	R	P	C	A	L	837	This strata is in the model, all methods are allowed	
KRPCAM	K	R	P	C	A	M	546	This strata is in the model, all methods are allowed	
KRPCAP	K	R	P	C	A	P	167	This strata is in the model, all methods are allowed	
KRPCCL	K	R	P	C	C	L	154	This strata is in the model, all methods are allowed	
KRPCDL	K	R	P	C	D	L	311	This strata is in the model, all methods are allowed	
KRPCDM	K	R	P	C	D	M	118	This strata is in the model, all methods are allowed	
KRPCDP	K	R	P	C	D	P	78	This strata is in the model, all methods are allowed	
KRPCIL	K	R	P	C	I	L	2993	This strata is in the model, all methods are allowed	
KRPCIM	K	R	P	C	I	M	2301	This strata is in the model, all methods are allowed	
KRPCIP	K	R	P	C	I	P	331	This strata is in the model, all methods are allowed	
KRPCLL	K	R	P	C	L	L	551	This strata is in the model, all methods are allowed	
KRPCLM	K	R	P	C	L	M	363	This strata is in the model, all methods are allowed	
KRPCLP	K	R	P	C	L	P	114	This strata is in the model, all methods are allowed	
KRPCNN	K	R	P	C	N	N	218	This strata is in the model, all methods are allowed	
KRPCPL	K	R	P	C	P	L	352	This strata is in the model, all methods are allowed	
KRPCPM	K	R	P	C	P	M	842	This strata is in the model, all methods are allowed	
KRPCPP	K	R	P	C	P	P	71	This strata is in the model, all methods are allowed	
KRPCWL	K	R	P	C	W	L	581	This strata is in the model, all methods are allowed	
KRPCWM	K	R	P	C	W	M	486	This strata is in the model, all methods are allowed	
KRPHAM	K	R	P	H	A	M	71	This strata is in the model, all methods are allowed	
KRPHCL	K	R	P	H	C	L	90	This strata is in the model, all methods are allowed	
KRPHDL	K	R	P	H	D	L	54	This strata is in the model, all methods are allowed	
KRPHIL	K	R	P	H	I	L	86	This strata is in the model, all methods are allowed	
KRPHIM	K	R	P	H	I	M	80	This strata is in the model, all methods are allowed	
KRPHLL	K	R	P	H	L	L	55	This strata is in the model, all methods are allowed	
KRPHWL	K	R	P	H	W	L	111	This strata is in the model, all methods are allowed	
KRPHWM	K	R	P	H	W	M	123	This strata is in the model, all methods are allowed	
KRPLAL	K	R	P	L	A	L	967	This strata is in the model, all methods are allowed	
KRPLAM	K	R	P	L	A	M	769	This strata is in the model, all methods are allowed	
KRPLAP	K	R	P	L	A	P	236	This strata is in the model, all methods are allowed	
KRPLCL	K	R	P	L	C	L	63	This strata is in the model, all methods are allowed	
KRPLDL	K	R	P	L	D	L	165	This strata is in the model, all methods are allowed	
KRPLDM	K	R	P	L	D	M	118	This strata is in the model, all methods are allowed	
KRPLIL	K	R	P	L	I	L	2057	This strata is in the model, all methods are allowed	
KRPLIM	K	R	P	L	I	M	1627	This strata is in the model, all methods are allowed	
KRPLIP	K	R	P	L	I	P	230	This strata is in the model, all methods are allowed	
KRPLLL	K	R	P	L	L	L	235	This strata is in the model, all methods are allowed	
KRPLLM	K	R	P	L	L	M	273	This strata is in the model, all methods are allowed	
KRPLLP	K	R	P	L	L	P	78	This strata is in the model, all methods are allowed	
KRPLNN	K	R	P	L	N	N	59	This strata is in the model, all methods are allowed	
KRPLPL	K	R	P	L	P	L	120	This strata is in the model, all methods are allowed	
KRPLPM	K	R	P	L	P	M	235	This strata is in the model, all methods are allowed	
KRPLWL	K	R	P	L	W	L	471	This strata is in the model, all methods are allowed	
KRPLWM	K	R	P	L	W	M	137	This strata is in the model, all methods are allowed	
KRPRAL	K	R	P	R	A	L	872	This strata is in the model, all methods are allowed	
KRPRAM	K	R	P	R	A	M	885	This strata is in the model, all methods are allowed	
KRPRAP	K	R	P	R	A	P	102	This strata is in the model, all methods are allowed	
KRPRAS	K	R	P	R	A	S	83	This strata is in the model, all methods are allowed	
KRPRCL	K	R	P	R	C	L	1720	This strata is in the model, all methods are allowed	
KRPRCM	K	R	P	R	C	M	474	This strata is in the model, all methods are allowed	
KRPRCP	K	R	P	R	C	P	125	This strata is in the model, all methods are allowed	
KRPRCS	K	R	P	R	C	S	445	This strata is in the model, all methods are allowed	
KRPRDL	K	R	P	R	D	L	3278	This strata is in the model, all methods are allowed	
KRPRDM	K	R	P	R	D	M	2078	This strata is in the model, all methods are allowed	
KRPRDP	K	R	P	R	D	P	257	This strata is in the model, all methods are allowed	
KRPRDS	K	R	P	R	D	S	443	This strata is in the model, all methods are allowed	
KRPRIL	K	R	P	R	I	L	2047	This strata is in the model, all methods are allowed	
KRPRIM	K	R	P	R	I	M	2767	This strata is in the model, all methods are allowed	
KRPRIP	K	R	P	R	I	P	904	This strata is in the model, all methods are allowed	
KRPRIS	K	R	P	R	I	S	299	This strata is in the model, all methods are allowed	
KRPRLL	K	R	P	R	L	L	400	This strata is in the model, all methods are allowed	
KRPRLM	K	R	P	R	L	M	276	This strata is in the model, all methods are allowed	
KRPRLP	K	R	P	R	L	P	92	This strata is in the model, all methods are allowed	
KRPRLS	K	R	P	R	L	S	58	This strata is in the model, all methods are allowed	
KRPRNN	K	R	P	R	N	N	504	This strata is in the model, all methods are allowed	
KRPRPL	K	R	P	R	P	L	2483	This strata is in the model, all methods are allowed	
KRPRPM	K	R	P	R	P	M	1422	This strata is in the model, all methods are allowed	
KRPRPP	K	R	P	R	P	P	622	This strata is in the model, all methods are allowed	
KRPRPS	K	R	P	R	P	S	541	This strata is in the model, all methods are allowed	
KRPRWL	K	R	P	R	W	L	2365	This strata is in the model, all methods are allowed	
KRPRWM	K	R	P	R	W	M	1583	This strata is in the model, all methods are allowed	
KRPRWP	K	R	P	R	W	P	304	This strata is in the model, all methods are allowed	
KRPRWS	K	R	P	R	W	S	878	This strata is in the model, all methods are allowed	
RNNCAL	R	N	N	C	A	L	326	This strata is in the model, all methods are allowed	
RNNCAM	R	N	N	C	A	M	215	This strata is in the model, all methods are allowed	
RNNCAP	R	N	N	C	A	P	245	This strata is in the model, all methods are allowed	
RNNCCL	R	N	N	C	C	L	470	This strata is in the model, all methods are allowed	
RNNCDL	R	N	N	C	D	L	553	This strata is in the model, all methods are allowed	
RNNCIL	R	N	N	C	I	L	550	This strata is in the model, all methods are allowed	
RNNCIM	R	N	N	C	I	M	241	This strata is in the model, all methods are allowed	
RNNCIP	R	N	N	C	I	P	302	This strata is in the model, all methods are allowed	
RNNCLL	R	N	N	C	L	L	305	This strata is in the model, all methods are allowed	
RNNCLM	R	N	N	C	L	M	164	This strata is in the model, all methods are allowed	
RNNCLP	R	N	N	C	L	P	204	This strata is in the model, all methods are allowed	
RNNCNN	R	N	N	C	N	N	225	This strata is in the model, all methods are allowed	
RNNCPL	R	N	N	C	P	L	295	This strata is in the model, all methods are allowed	
RNNCPM	R	N	N	C	P	M	81	This strata is in the model, all methods are allowed	
RNNCWL	R	N	N	C	W	L	790	This strata is in the model, all methods are allowed	
RNNCWM	R	N	N	C	W	M	117	This strata is in the model, all methods are allowed	
RNNHAL	R	N	N	H	A	L	826	This strata is in the model, all methods are allowed	
RNNHAM	R	N	N	H	A	M	246	This strata is in the model, all methods are allowed	
RNNHAP	R	N	N	H	A	P	240	This strata is in the model, all methods are allowed	
RNNHCL	R	N	N	H	C	L	1273	This strata is in the model, all methods are allowed	
RNNHCM	R	N	N	H	C	M	87	This strata is in the model, all methods are allowed	
RNNHCP	R	N	N	H	C	P	51	This strata is in the model, all methods are allowed	
RNNHIL	R	N	N	H	I	L	589	This strata is in the model, all methods are allowed	
RNNHIM	R	N	N	H	I	M	426	This strata is in the model, all methods are allowed	
RNNHIP	R	N	N	H	I	P	161	This strata is in the model, all methods are allowed	
RNNHLL	R	N	N	H	L	L	347	This strata is in the model, all methods are allowed	
RNNHLM	R	N	N	H	L	M	168	This strata is in the model, all methods are allowed	
RNNHLP	R	N	N	H	L	P	156	This strata is in the model, all methods are allowed	
RNNHNN	R	N	N	H	N	N	282	This strata is in the model, all methods are allowed	
RNNHWL	R	N	N	H	W	L	1654	This strata is in the model, all methods are allowed	
RNNHWM	R	N	N	H	W	M	444	This strata is in the model, all methods are allowed	
RNNHWP	R	N	N	H	W	P	168	This strata is in the model, all methods are allowed	
RNNLAL	R	N	N	L	A	L	536	This strata is in the model, all methods are allowed	
