Index	Slack	Dual
2	-128677.54	-0.0
3	-3.1331986366E8	-0.0
4	500000.0	-0.0
5	500000.0	-0.0
6	-228677.54	-0.0
7	-3.1431986366E8	-0.0
107839	-0.0	0.0
107847	-0.0	0.0
107856	-0.0	0.0
107862	0.0	0.0
107863	0.0	0.0
107864	0.0	0.0
107865	0.0	0.0
107866	0.0	0.0
107867	-0.0	0.0
107868	0.0	0.0
107869	0.0	0.0
108159	0.0	0.0
108166	-0.0	0.0
108177	-0.0	0.0
108182	0.0	0.0
108183	0.0	0.0
108184	0.0	0.0
108185	0.0	0.0
108186	0.0	0.0
108187	-0.0	0.0
108188	0.0	0.0
108189	0.0	0.0
109120	0.0	0.0
109126	0.0	0.0
109135	-0.0	0.0
109142	0.0	0.0
109143	0.0	0.0
109144	0.0	0.0
109145	0.0	0.0
109146	0.0	0.0
109147	-0.0	0.0
109148	0.0	0.0
109149	0.0	0.0
109442	0.0	0.0
109448	-0.0	0.0
109455	-0.0	0.0
109462	0.0	0.0
109463	0.0	0.0
109464	0.0	0.0
109465	0.0	0.0
109466	0.0	0.0
109467	-0.0	0.0
109468	0.0	0.0
109469	0.0	0.0
110402	0.0	0.0
110407	-0.0	0.0
110417	-0.0	0.0
110422	0.0	0.0
110432	-0.0	0.0
110719	0.0	0.0
110729	-0.0	0.0
110735	-0.0	0.0
110742	0.0	0.0
110743	0.0	0.0
110744	0.0	0.0
110745	0.0	0.0
110746	0.0	0.0
110747	-0.0	0.0
110748	0.0	0.0
110749	0.0	0.0
111038	0.0	0.0
111052	0.0	0.0
111057	-0.0	0.0
111062	0.0	0.0
111063	0.0	0.0
111064	0.0	0.0
111065	0.0	0.0
111066	0.0	0.0
111067	-0.0	0.0
111068	0.0	0.0
111069	0.0	0.0
111678	0.0	0.0
111688	-0.0	0.0
111694	-0.0	0.0
111702	0.0	0.0
111703	0.0	0.0
111704	0.0	0.0
111705	0.0	0.0
111706	0.0	0.0
111707	-0.0	0.0
111708	0.0	0.0
111709	0.0	0.0
112001	-0.0	0.0
112010	-0.0	0.0
112016	-0.0	0.0
112022	0.0	0.0
112023	0.0	0.0
112024	0.0	0.0
112025	0.0	0.0
112026	0.0	0.0
112027	-0.0	0.0
112028	0.0	0.0
112029	0.0	0.0
112638	-0.0	0.0
112652	0.0	0.0
112656	-0.0	0.0
112662	0.0	0.0
112663	0.0	0.0
112664	0.0	0.0
112665	0.0	0.0
112666	0.0	0.0
112667	-0.0	0.0
112668	0.0	0.0
112669	0.0	0.0
113604	0.0	0.0
113612	-0.0	0.0
113622	0.0	0.0
113623	0.0	0.0
113624	0.0	0.0
113625	0.0	0.0
113626	0.0	0.0
113627	-0.0	0.0
113628	0.0	0.0
113629	0.0	0.0
114242	0.0	0.0
114252	0.0	0.0
114260	0.0	0.0
114262	0.0	0.0
114263	0.0	0.0
114264	0.0	0.0
114265	0.0	0.0
114266	0.0	0.0
114267	-0.0	0.0
114268	0.0	0.0
114269	0.0	0.0
119362	0.0	0.0
119369	-0.0	0.0
119375	-0.0	0.0
119388	0.0	0.0
119392	-0.0	0.0
119680	0.0	0.0
119686	0.0	0.0
119698	-0.0	0.0
119703	-0.0	0.0
119713	-0.0	0.0
120328	-0.0	0.0
120334	0.0	0.0
120343	-0.0	0.0
120354	0.0	0.0
120639	-0.0	0.0
120646	-0.0	0.0
120656	-0.0	0.0
120664	-0.0	0.0
120672	-0.0	0.0
120961	-0.0	0.0
120967	-0.0	0.0
120978	-0.0	0.0
120983	-0.0	0.0
120994	-0.0	0.0
121601	-0.0	0.0
121608	-0.0	0.0
121615	-0.0	0.0
121625	-0.0	0.0
121633	-0.0	0.0
121919	0.0	0.0
121930	-0.0	0.0
121935	-0.0	0.0
121944	-0.0	0.0
121952	-0.0	0.0
122239	-0.0	0.0
122252	0.0	0.0
122266	-0.0	0.0
122271	-0.0	0.0
122879	-0.0	0.0
122888	-0.0	0.0
122897	-0.0	0.0
122903	-0.0	0.0
122911	-0.0	0.0
123200	0.0	0.0
123208	-0.0	0.0
123217	-0.0	0.0
123223	-0.0	0.0
123231	-0.0	0.0
123524	0.0	0.0
123528	-0.0	0.0
123538	-0.0	0.0
123545	-0.0	0.0
123553	-0.0	0.0
123839	-0.0	0.0
123846	-0.0	0.0
123858	-0.0	0.0
123865	-0.0	0.0
123871	-0.0	0.0
124164	0.0	0.0
124170	-0.0	0.0
124174	-0.0	0.0
124188	-0.0	0.0
124190	-0.0	0.0
124482	0.0	0.0
124487	-0.0	0.0
124498	-0.0	0.0
124503	-0.0	0.0
124512	-0.0	0.0
125441	0.0	0.0
125449	-0.0	0.0
125462	-0.0	0.0
125470	-0.0	0.0
125760	0.0	0.0
125766	-0.0	0.0
125778	-0.0	0.0
125784	-0.0	0.0
125794	-0.0	0.0
126721	0.0	0.0
126732	-0.0	0.0
126735	-0.0	0.0
126743	-0.0	0.0
126754	0.0	0.0
127040	-0.0	0.0
127052	0.0	0.0
127055	-0.0	0.0
127066	-0.0	0.0
127073	-0.0	0.0
128000	0.0	0.0
128012	0.0	0.0
128016	-0.0	0.0
128024	-0.0	0.0
128036	0.0	0.0
128320	0.0	0.0
128337	-0.0	0.0
128346	-0.0	0.0
128354	-0.0	0.0
132158	0.0	0.0
132167	-0.0	0.0
132175	-0.0	0.0
132182	-0.0	0.0
132196	-0.0	0.0
132479	0.0	0.0
132488	-0.0	0.0
132496	-0.0	0.0
132502	-0.0	0.0
132511	-0.0	0.0
133120	0.0	0.0
133127	-0.0	0.0
133138	-0.0	0.0
133146	-0.0	0.0
133153	-0.0	0.0
133438	0.0	0.0
133448	-0.0	0.0
133456	-0.0	0.0
133464	-0.0	0.0
133473	-0.0	0.0
134721	-0.0	0.0
134726	0.0	0.0
134734	0.0	0.0
134743	-0.0	0.0
134753	-0.0	0.0
135682	0.0	0.0
135686	0.0	0.0
135695	-0.0	0.0
135703	-0.0	0.0
135714	0.0	0.0
136000	-0.0	0.0
136009	-0.0	0.0
136018	-0.0	0.0
136025	-0.0	0.0
136033	-0.0	0.0
136958	0.0	0.0
136967	-0.0	0.0
136976	-0.0	0.0
136982	0.0	0.0
136983	0.0	0.0
136984	0.0	0.0
136985	0.0	0.0
136986	0.0	0.0
136987	-0.0	0.0
136988	0.0	0.0
136989	0.0	0.0
137284	0.0	0.0
137288	-0.0	0.0
137296	-0.0	0.0
137306	-0.0	0.0
137312	-0.0	0.0
137601	0.0	0.0
137610	-0.0	0.0
137620	-0.0	0.0
137622	0.0	0.0
137623	0.0	0.0
137624	0.0	0.0
137625	0.0	0.0
137626	0.0	0.0
137627	-0.0	0.0
137628	0.0	0.0
137629	0.0	0.0
138241	0.0	0.0
138247	-0.0	0.0
138256	-0.0	0.0
138268	-0.0	0.0
138271	-0.0	0.0
138558	0.0	0.0
138570	-0.0	0.0
138578	-0.0	0.0
138588	0.0	0.0
138592	-0.0	0.0
140799	-0.0	0.0
140810	-0.0	0.0
140817	-0.0	0.0
140822	0.0	0.0
140823	0.0	0.0
140824	0.0	0.0
140825	0.0	0.0
