fly_id	fly_description	fly_type	fly_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	fly_value	
64	set constraint 64 - silviculture method EA_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 4	NoIdentifier	NoIdentifier	407371.3400613809	
65	set constraint 65 - silviculture method EA_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 5	NoIdentifier	NoIdentifier	348778.3941034667	
66	set constraint 66 - silviculture method EA_E - time period 6	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 6	NoIdentifier	NoIdentifier	309646.2362152422	
67	set constraint 67 - silviculture method EA_E - time period 7	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 7	NoIdentifier	NoIdentifier	260647.85787790362	
68	set constraint 68 - silviculture method EA_E - time period 8	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 8	NoIdentifier	NoIdentifier	216917.41948826308	
69	set constraint 69 - silviculture method EA_E - time period 9	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 9	NoIdentifier	NoIdentifier	182214.32061635933	
70	set constraint 70 - silviculture method EA_E - time period 10	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 10	NoIdentifier	NoIdentifier	158779.59524861848	
71	set constraint 71 - silviculture method EA_E - time period 11	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 11	NoIdentifier	NoIdentifier	127182.4547836163	
72	set constraint 72 - silviculture method EA_E - time period 12	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 12	NoIdentifier	NoIdentifier	105651.29255126162	
73	set constraint 73 - silviculture method EA_E - time period 13	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 13	NoIdentifier	NoIdentifier	81947.4402962507	
74	set constraint 74 - silviculture method EA_E - time period 14	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 14	NoIdentifier	NoIdentifier	60206.51200566824	
75	set constraint 75 - silviculture method EA_E - time period 15	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 15	NoIdentifier	NoIdentifier	38324.016856667986	
76	set constraint 76 - silviculture method EA_E - time period 16	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 16	NoIdentifier	NoIdentifier	19194.505311523204	
77	set constraint 77 - silviculture method EA_E - time period 17	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 17	NoIdentifier	NoIdentifier	2662.4584745713482	
78	set constraint 78 - silviculture method EA_E - time period 18	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 18	NoIdentifier	NoIdentifier	547.7382678446946	
79	set constraint 79 - silviculture method EA_E - time period 19	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 19	NoIdentifier	NoIdentifier	406.0285467535928	
80	set constraint 80 - silviculture method EA_E - time period 20	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 EA_E;7 20	NoIdentifier	NoIdentifier	0.0	
81	set constraint 81 - silviculture method MS_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 1	NoIdentifier	NoIdentifier	68515.87000000004	
82	set constraint 82 - silviculture method MS_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 2	NoIdentifier	NoIdentifier	68515.87000000004	
83	set constraint 83 - silviculture method MS_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 3	NoIdentifier	NoIdentifier	68515.87000000002	
84	set constraint 84 - silviculture method MS_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 4	NoIdentifier	NoIdentifier	68515.87000000002	
85	set constraint 85 - silviculture method MS_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 5	NoIdentifier	NoIdentifier	68515.87000000004	
86	set constraint 86 - silviculture method MS_E - time period 6	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 6	NoIdentifier	NoIdentifier	68515.87000000004	
87	set constraint 87 - silviculture method MS_E - time period 7	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 7	NoIdentifier	NoIdentifier	68515.87000000004	
88	set constraint 88 - silviculture method MS_E - time period 8	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 8	NoIdentifier	NoIdentifier	68515.87000000004	
89	set constraint 89 - silviculture method MS_E - time period 9	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 9	NoIdentifier	NoIdentifier	68515.87000000004	
90	set constraint 90 - silviculture method MS_E - time period 10	null	1.0	null	null	null	null	NoParameter	0 B A;1 N;2 G l C s;3 L B W U G O;4 B C D E F G H I;5 F G H I J K L M N O P Q R S;6 MS_E;7 10	NoIdentifier	NoIdentifier	68515.87000000004	
