index	name	value	reduced_cost
109	x_B,R,N,L,I,L,4	5.65	0.0
112	x_B,R,N,L,A,M,2	185.25	0.0
114	x_B,R,N,L,A,M,4	9.75	0.0
115	x_B,R,N,L,A,L,0	294.5	0.0
119	x_B,R,N,L,A,L,4	15.5	0.0
121	x_B,R,N,L,L,M,1	63.65	0.0
124	x_B,R,N,L,L,M,4	3.35	0.0
128	x_B,R,N,L,N,N,3	779.0	0.0
130	x_B,R,N,H,W,P,0	122.55	0.0
134	x_B,R,N,H,W,P,4	6.45	0.0
137	x_B,R,N,H,W,M,2	388.55	0.0
139	x_B,R,N,H,W,M,4	20.45	0.0
143	x_B,R,N,H,W,L,3	670.7	0.0
144	x_B,R,N,H,W,L,4	35.3	0.0
147	x_B,R,N,H,C,P,2	55.1	0.0
149	x_B,R,N,H,C,P,4	2.9	0.0
152	x_B,R,N,H,C,M,2	483.55	0.0
154	x_B,R,N,H,C,M,4	25.45	0.0
158	x_B,R,N,H,C,L,3	968.05	0.0
159	x_B,R,N,H,C,L,4	50.95	0.0
162	x_B,R,N,H,A,M,2	54.15	0.0
164	x_B,R,N,H,A,M,4	2.85	0.0
166	x_B,R,N,H,L,M,1	112.1	0.0
169	x_B,R,N,H,L,M,4	5.9	0.0
170	x_B,R,N,C,P,P,0	52.25	0.0
174	x_B,R,N,C,P,P,4	2.75	0.0
175	x_B,R,N,C,P,M,0	419.9	0.0
179	x_B,R,N,C,P,M,4	22.1	0.0
183	x_B,R,N,C,P,L,3	795.15	0.0
184	x_B,R,N,C,P,L,4	41.85	0.0
185	x_B,R,N,C,D,P,0	53.2	0.0
189	x_B,R,N,C,D,P,4	2.8	0.0
192	x_B,R,N,C,D,M,2	358.15	0.0
194	x_B,R,N,C,D,M,4	18.85	0.0
198	x_B,R,N,C,D,L,3	514.9	0.0
199	x_B,R,N,C,D,L,4	27.1	0.0
200	x_B,R,N,C,W,S,0	154.85	0.0
204	x_B,R,N,C,W,S,4	8.15	0.0
205	x_B,R,N,C,W,P,0	247.0	0.0
209	x_B,R,N,C,W,P,4	13.0	0.0
212	x_B,R,N,C,W,M,2	1662.5	0.0
214	x_B,R,N,C,W,M,4	87.5	0.0
218	x_B,R,N,C,W,L,3	2922.2	0.0
219	x_B,R,N,C,W,L,4	153.8	0.0
220	x_B,R,N,C,C,S,0	98.8	0.0
224	x_B,R,N,C,C,S,4	5.2	0.0
227	x_B,R,N,C,C,P,2	184.3	0.0
229	x_B,R,N,C,C,P,4	9.7	0.0
232	x_B,R,N,C,C,M,2	937.65	0.0
234	x_B,R,N,C,C,M,4	49.35	0.0
238	x_B,R,N,C,C,L,3	4466.9	0.0
239	x_B,R,N,C,C,L,4	235.1	0.0
242	x_B,R,N,C,I,M,2	75.05	0.0
244	x_B,R,N,C,I,M,4	3.95	0.0
248	x_B,R,N,C,I,L,3	227.05	0.0
249	x_B,R,N,C,I,L,4	11.95	0.0
252	x_B,R,N,C,A,M,2	107.35	0.0
254	x_B,R,N,C,A,M,4	5.65	0.0
255	x_B,R,N,C,A,L,0	130.15	0.0
259	x_B,R,N,C,A,L,4	6.85	0.0
261	x_B,R,N,C,L,M,1	152.95	0.0
264	x_B,R,N,C,L,M,4	8.05	0.0
268	x_B,R,N,C,L,L,3	133.0	0.0
269	x_B,R,N,C,L,L,4	7.0	0.0
273	x_B,R,N,C,N,N,3	1412.0	0.0
276	x_B,R,N,R,P,M,1	129.2	0.0
279	x_B,R,N,R,P,M,4	6.8	0.0
283	x_B,R,N,R,P,L,3	64.6	0.0
284	x_B,R,N,R,P,L,4	3.4	0.0
287	x_B,R,N,R,D,M,2	114.0	0.0
289	x_B,R,N,R,D,M,4	6.0	0.0
293	x_B,R,N,R,D,L,3	298.3	0.0
294	x_B,R,N,R,D,L,4	15.7	0.0
295	x_B,R,N,R,W,S,0	57.95	0.0
299	x_B,R,N,R,W,S,4	3.05	0.0
300	x_B,R,N,R,W,P,0	121.6	0.0
304	x_B,R,N,R,W,P,4	6.4	0.0
307	x_B,R,N,R,W,M,2	575.7	0.0
309	x_B,R,N,R,W,M,4	30.3	0.0
313	x_B,R,N,R,W,L,3	1832.55	0.0
314	x_B,R,N,R,W,L,4	96.45	0.0
317	x_B,R,N,R,C,P,2	105.45	0.0
319	x_B,R,N,R,C,P,4	5.55	0.0
322	x_B,R,N,R,C,M,2	722.0	0.0
324	x_B,R,N,R,C,M,4	38.0	0.0
328	x_B,R,N,R,C,L,3	2261.95	0.0
329	x_B,R,N,R,C,L,4	119.05	0.0
330	x_B,R,N,R,A,L,0	75.05	0.0
334	x_B,R,N,R,A,L,4	3.95	0.0
338	x_B,R,N,R,L,L,3	53.2	0.0
339	x_B,R,N,R,L,L,4	2.8	0.0
343	x_B,R,N,R,N,N,3	1135.0	0.0
345	x_B,R,O,L,C,L,0	61.75	0.0
349	x_B,R,O,L,C,L,4	3.25	0.0
350	x_B,R,O,H,C,L,0	159.6	0.0
354	x_B,R,O,H,C,L,4	8.4	0.0
358	x_B,R,O,C,P,L,3	78.85	0.0
359	x_B,R,O,C,P,L,4	4.15	0.0
363	x_B,R,O,C,D,L,3	121.6	0.0
364	x_B,R,O,C,D,L,4	6.4	0.0
367	x_B,R,O,C,W,M,2	62.7	0.0
369	x_B,R,O,C,W,M,4	3.3	0.0
373	x_B,R,O,C,W,L,3	318.25	0.0
374	x_B,R,O,C,W,L,4	16.75	0.0
375	x_B,R,O,C,C,S,0	74.1	0.0
379	x_B,R,O,C,C,S,4	3.9	0.0
382	x_B,R,O,C,C,M,2	48.45	0.0
384	x_B,R,O,C,C,M,4	2.55	0.0
388	x_B,R,O,C,C,L,3	295.45	0.0
389	x_B,R,O,C,C,L,4	15.55	0.0
393	x_B,R,O,R,P,L,3	77.9	0.0
394	x_B,R,O,R,P,L,4	4.1	0.0
398	x_B,R,O,R,D,L,3	235.6	0.0
399	x_B,R,O,R,D,L,4	12.4	0.0
400	x_B,R,O,R,W,S,0	57.0	0.0
404	x_B,R,O,R,W,S,4	3.0	0.0
405	x_B,R,O,R,W,P,0	59.85	0.0
409	x_B,R,O,R,W,P,4	3.15	0.0
412	x_B,R,O,R,W,M,2	233.7	0.0
414	x_B,R,O,R,W,M,4	12.3	0.0
418	x_B,R,O,R,W,L,3	1204.6	0.0
419	x_B,R,O,R,W,L,4	63.4	0.0
420	x_B,R,O,R,C,S,0	55.1	0.0
424	x_B,R,O,R,C,S,4	2.9	0.0
427	x_B,R,O,R,C,P,2	66.5	0.0
429	x_B,R,O,R,C,P,4	3.5	0.0
432	x_B,R,O,R,C,M,2	342.0	0.0
434	x_B,R,O,R,C,M,4	18.0	0.0
438	x_B,R,O,R,C,L,3	1530.45	0.0
439	x_B,R,O,R,C,L,4	80.55	0.0
443	x_B,R,O,R,N,N,3	86.0	0.0
445	x_B,R,P,L,W,S,0	132.05	0.0
449	x_B,R,P,L,W,S,4	6.95	0.0
450	x_B,R,P,L,W,P,0	80.75	0.0
454	x_B,R,P,L,W,P,4	4.25	0.0
457	x_B,R,P,L,W,M,2	64.6	0.0
459	x_B,R,P,L,W,M,4	3.4	0.0
463	x_B,R,P,L,W,L,3	402.8	0.0
464	x_B,R,P,L,W,L,4	21.2	0.0
465	x_B,R,P,L,C,S,0	147.25	0.0
469	x_B,R,P,L,C,S,4	7.75	0.0
472	x_B,R,P,L,C,P,2	50.35	0.0
474	x_B,R,P,L,C,P,4	2.65	0.0
477	x_B,R,P,L,C,M,2	80.75	0.0
479	x_B,R,P,L,C,M,4	4.25	0.0
483	x_B,R,P,L,C,L,3	447.45	0.0
484	x_B,R,P,L,C,L,4	23.55	0.0
488	x_B,R,P,L,I,L,3	68.4	0.0
489	x_B,R,P,L,I,L,4	3.6	0.0
492	x_B,R,P,L,A,M,2	73.15	0.0
494	x_B,R,P,L,A,M,4	3.85	0.0
495	x_B,R,P,L,A,L,0	80.75	0.0
499	x_B,R,P,L,A,L,4	4.25	0.0
500	x_B,R,P,H,W,P,0	72.2	0.0
504	x_B,R,P,H,W,P,4	3.8	0.0
507	x_B,R,P,H,W,M,2	192.85	0.0
509	x_B,R,P,H,W,M,4	10.15	0.0
513	x_B,R,P,H,W,L,3	307.8	0.0
514	x_B,R,P,H,W,L,4	16.2	0.0
517	x_B,R,P,H,C,M,2	316.35	0.0
519	x_B,R,P,H,C,M,4	16.65	0.0
523	x_B,R,P,H,C,L,3	611.8	0.0
524	x_B,R,P,H,C,L,4	32.2	0.0
528	x_B,R,P,H,L,L,3	75.05	0.0
529	x_B,R,P,H,L,L,4	3.95	0.0
532	x_B,R,P,C,P,S,2	50.35	0.0
534	x_B,R,P,C,P,S,4	2.65	0.0
538	x_B,R,P,C,P,L,3	278.35	0.0
539	x_B,R,P,C,P,L,4	14.65	0.0
540	x_B,R,P,C,D,S,0	63.65	0.0
544	x_B,R,P,C,D,S,4	3.35	0.0
548	x_B,R,P,C,D,L,3	206.15	0.0
549	x_B,R,P,C,D,L,4	10.85	0.0
550	x_B,R,P,C,W,S,0	440.8	0.0
554	x_B,R,P,C,W,S,4	23.2	0.0
555	x_B,R,P,C,W,P,0	263.15	0.0
559	x_B,R,P,C,W,P,4	13.85	0.0
562	x_B,R,P,C,W,M,2	152.0	0.0
564	x_B,R,P,C,W,M,4	8.0	0.0
568	x_B,R,P,C,W,L,3	1108.65	0.0
569	x_B,R,P,C,W,L,4	58.35	0.0
570	x_B,R,P,C,C,S,0	372.4	0.0
574	x_B,R,P,C,C,S,4	19.6	0.0
577	x_B,R,P,C,C,P,2	60.8	0.0
579	x_B,R,P,C,C,P,4	3.2	0.0
582	x_B,R,P,C,C,M,2	208.05	0.0
584	x_B,R,P,C,C,M,4	10.95	0.0
588	x_B,R,P,C,C,L,3	1003.2	0.0
589	x_B,R,P,C,C,L,4	52.8	0.0
590	x_B,R,P,C,I,S,0	57.95	0.0
594	x_B,R,P,C,I,S,4	3.05	0.0
598	x_B,R,P,C,I,L,3	158.65	0.0
599	x_B,R,P,C,I,L,4	8.35	0.0
600	x_B,R,P,C,A,S,0	73.15	0.0
604	x_B,R,P,C,A,S,4	3.85	0.0
605	x_B,R,P,C,A,L,0	81.7	0.0
609	x_B,R,P,C,A,L,4	4.3	0.0
613	x_B,R,P,C,N,N,3	123.0	0.0
617	x_B,R,P,R,P,S,2	54.15	0.0
619	x_B,R,P,R,P,S,4	2.85	0.0
620	x_B,R,P,R,P,P,0	66.5	0.0
624	x_B,R,P,R,P,P,4	3.5	0.0
626	x_B,R,P,R,P,M,1	153.9	0.0
629	x_B,R,P,R,P,M,4	8.1	0.0
633	x_B,R,P,R,P,L,3	456.95	0.0
634	x_B,R,P,R,P,L,4	24.05	0.0
635	x_B,R,P,R,D,S,0	263.15	0.0
639	x_B,R,P,R,D,S,4	13.85	0.0
640	x_B,R,P,R,D,P,0	131.1	0.0
644	x_B,R,P,R,D,P,4	6.9	0.0
647	x_B,R,P,R,D,M,2	326.8	0.0
649	x_B,R,P,R,D,M,4	17.2	0.0
653	x_B,R,P,R,D,L,3	1128.6	0.0
654	x_B,R,P,R,D,L,4	59.4	0.0
655	x_B,R,P,R,W,S,0	526.3	0.0
659	x_B,R,P,R,W,S,4	27.7	0.0
660	x_B,R,P,R,W,P,0	354.35	0.0
664	x_B,R,P,R,W,P,4	18.65	0.0
667	x_B,R,P,R,W,M,2	1655.85	0.0
669	x_B,R,P,R,W,M,4	87.15	0.0
673	x_B,R,P,R,W,L,3	5013.15	0.0
674	x_B,R,P,R,W,L,4	263.85	0.0
675	x_B,R,P,R,C,S,0	379.05	0.0
679	x_B,R,P,R,C,S,4	19.95	0.0
682	x_B,R,P,R,C,P,2	374.3	0.0
684	x_B,R,P,R,C,P,4	19.7	0.0
687	x_B,R,P,R,C,M,2	2477.6	0.0
689	x_B,R,P,R,C,M,4	130.4	0.0
693	x_B,R,P,R,C,L,3	7208.6	0.0
694	x_B,R,P,R,C,L,4	379.4	0.0
695	x_B,R,P,R,I,P,0	52.25	0.0
699	x_B,R,P,R,I,P,4	2.75	0.0
703	x_B,R,P,R,I,L,3	87.4	0.0
704	x_B,R,P,R,I,L,4	4.6	0.0
705	x_B,R,P,R,A,L,0	49.4	0.0
709	x_B,R,P,R,A,L,4	2.6	0.0
713	x_B,R,P,R,L,L,3	76.95	0.0
714	x_B,R,P,R,L,L,4	4.05	0.0
718	x_B,R,P,R,N,N,3	166.0	0.0
723	x_B,N,N,L,P,L,3	87.4	0.0
724	x_B,N,N,L,P,L,4	4.6	0.0
728	x_B,N,N,L,D,L,3	55.1	0.0
729	x_B,N,N,L,D,L,4	2.9	0.0
730	x_B,N,N,L,W,S,0	71.25	0.0
734	x_B,N,N,L,W,S,4	3.75	0.0
735	x_B,N,N,L,W,P,0	60.8	0.0
739	x_B,N,N,L,W,P,4	3.2	0.0
742	x_B,N,N,L,W,M,2	320.15	0.0
744	x_B,N,N,L,W,M,4	16.85	0.0
748	x_B,N,N,L,W,L,3	1086.8	0.0
749	x_B,N,N,L,W,L,4	57.2	0.0
750	x_B,N,N,L,C,S,0	95.0	0.0
754	x_B,N,N,L,C,S,4	5.0	0.0
757	x_B,N,N,L,C,M,2	376.2	0.0
759	x_B,N,N,L,C,M,4	19.8	0.0
763	x_B,N,N,L,C,L,3	1326.2	0.0
764	x_B,N,N,L,C,L,4	69.8	0.0
765	x_B,N,N,L,I,S,0	133.0	0.0
769	x_B,N,N,L,I,S,4	7.0	0.0
772	x_B,N,N,L,I,M,2	206.15	0.0
774	x_B,N,N,L,I,M,4	10.85	0.0
778	x_B,N,N,L,I,L,3	229.9	0.0
779	x_B,N,N,L,I,L,4	12.1	0.0
780	x_B,N,N,L,A,S,0	81.7	0.0
784	x_B,N,N,L,A,S,4	4.3	0.0
787	x_B,N,N,L,A,M,2	149.15	0.0
789	x_B,N,N,L,A,M,4	7.85	0.0
790	x_B,N,N,L,A,L,0	359.1	0.0
794	x_B,N,N,L,A,L,4	18.9	0.0
796	x_B,N,N,L,L,M,1	71.25	0.0
799	x_B,N,N,L,L,M,4	3.75	0.0
803	x_B,N,N,L,N,N,3	701.0	0.0
805	x_B,N,N,H,C,L,0	67.45	0.0
809	x_B,N,N,H,C,L,4	3.55	0.0
810	x_B,N,N,C,P,P,0	134.9	0.0
814	x_B,N,N,C,P,P,4	7.1	0.0
816	x_B,N,N,C,P,M,1	863.55	0.0
819	x_B,N,N,C,P,M,4	45.45	0.0
823	x_B,N,N,C,P,L,3	1204.6	0.0
824	x_B,N,N,C,P,L,4	63.4	0.0
825	x_B,N,N,C,D,S,0	79.8	0.0
829	x_B,N,N,C,D,S,4	4.2	0.0
830	x_B,N,N,C,D,P,0	73.15	0.0
834	x_B,N,N,C,D,P,4	3.85	0.0
837	x_B,N,N,C,D,M,2	513.0	0.0
839	x_B,N,N,C,D,M,4	27.0	0.0
843	x_B,N,N,C,D,L,3	1638.75	0.0
844	x_B,N,N,C,D,L,4	86.25	0.0
845	x_B,N,N,C,W,S,0	101.65	0.0
849	x_B,N,N,C,W,S,4	5.35	0.0
850	x_B,N,N,C,W,P,0	294.5	0.0
854	x_B,N,N,C,W,P,4	15.5	0.0
857	x_B,N,N,C,W,M,2	1580.8	0.0
859	x_B,N,N,C,W,M,4	83.2	0.0
863	x_B,N,N,C,W,L,3	4084.05	0.0
864	x_B,N,N,C,W,L,4	214.95	0.0
865	x_B,N,N,C,C,S,0	92.15	0.0
869	x_B,N,N,C,C,S,4	4.85	0.0
872	x_B,N,N,C,C,P,2	618.45	0.0
874	x_B,N,N,C,C,P,4	32.55	0.0
877	x_B,N,N,C,C,M,2	1285.35	0.0
879	x_B,N,N,C,C,M,4	67.65	0.0
883	x_B,N,N,C,C,L,3	3914.95	0.0
884	x_B,N,N,C,C,L,4	206.05	0.0
887	x_B,N,N,C,I,M,2	57.95	0.0
889	x_B,N,N,C,I,M,4	3.05	0.0
893	x_B,N,N,C,I,L,3	234.65	0.0
894	x_B,N,N,C,I,L,4	12.35	0.0
895	x_B,N,N,C,A,P,0	60.8	0.0
899	x_B,N,N,C,A,P,4	3.2	0.0
902	x_B,N,N,C,A,M,2	59.85	0.0
904	x_B,N,N,C,A,M,4	3.15	0.0
905	x_B,N,N,C,A,L,0	318.25	0.0
909	x_B,N,N,C,A,L,4	16.75	0.0
911	x_B,N,N,C,L,M,1	87.4	0.0
914	x_B,N,N,C,L,M,4	4.6	0.0
918	x_B,N,N,C,L,L,3	171.95	0.0
919	x_B,N,N,C,L,L,4	9.05	0.0
923	x_B,N,N,C,N,N,3	1279.0	0.0
928	x_B,N,N,R,P,L,3	110.2	0.0
929	x_B,N,N,R,P,L,4	5.8	0.0
933	x_B,N,N,R,D,L,3	73.15	0.0
934	x_B,N,N,R,D,L,4	3.85	0.0
935	x_B,N,N,R,W,P,0	64.6	0.0
939	x_B,N,N,R,W,P,4	3.4	0.0
942	x_B,N,N,R,W,M,2	276.45	0.0
944	x_B,N,N,R,W,M,4	14.55	0.0
948	x_B,N,N,R,W,L,3	895.85	0.0
949	x_B,N,N,R,W,L,4	47.15	0.0
952	x_B,N,N,R,C,M,2	337.25	0.0
954	x_B,N,N,R,C,M,4	17.75	0.0
958	x_B,N,N,R,C,L,3	1621.65	0.0
959	x_B,N,N,R,C,L,4	85.35	0.0
963	x_B,N,N,R,N,N,3	546.0	0.0
968	x_B,N,O,H,W,L,3	272.65	0.0
969	x_B,N,O,H,W,L,4	14.35	0.0
972	x_B,N,O,H,C,M,2	126.35	0.0
974	x_B,N,O,H,C,M,4	6.65	0.0
978	x_B,N,O,H,C,L,3	641.25	0.0
979	x_B,N,O,H,C,L,4	33.75	0.0
983	x_B,N,O,R,P,L,3	120.65	0.0
984	x_B,N,O,R,P,L,4	6.35	0.0
987	x_B,N,O,R,D,M,2	85.5	0.0
989	x_B,N,O,R,D,M,4	4.5	0.0
993	x_B,N,O,R,D,L,3	162.45	0.0
994	x_B,N,O,R,D,L,4	8.55	0.0
995	x_B,N,O,R,W,P,0	66.5	0.0
999	x_B,N,O,R,W,P,4	3.5	0.0
1002	x_B,N,O,R,W,M,2	153.9	0.0
1004	x_B,N,O,R,W,M,4	8.1	0.0
1008	x_B,N,O,R,W,L,3	1271.1	0.0
1009	x_B,N,O,R,W,L,4	66.9	0.0
1012	x_B,N,O,R,C,M,2	365.75	0.0
1014	x_B,N,O,R,C,M,4	19.25	0.0
1018	x_B,N,O,R,C,L,3	2280.95	0.0
1019	x_B,N,O,R,C,L,4	120.05	0.0
1023	x_B,N,O,R,N,N,3	177.0	0.0
1027	x_B,N,P,H,W,M,2	85.5	0.0
1029	x_B,N,P,H,W,M,4	4.5	0.0
1033	x_B,N,P,H,W,L,3	232.75	0.0
1034	x_B,N,P,H,W,L,4	12.25	0.0
1037	x_B,N,P,H,C,P,2	53.2	0.0
1039	x_B,N,P,H,C,P,4	2.8	0.0
1042	x_B,N,P,H,C,M,2	128.25	0.0
1044	x_B,N,P,H,C,M,4	6.75	0.0
1048	x_B,N,P,H,C,L,3	454.1	0.0
1049	x_B,N,P,H,C,L,4	23.9	0.0
1053	x_B,N,P,H,N,N,3	142.0	0.0
1055	x_B,N,P,C,C,L,0	74.1	0.0
1059	x_B,N,P,C,C,L,4	3.9	0.0
1063	x_B,N,P,R,P,L,3	73.15	0.0
1064	x_B,N,P,R,P,L,4	3.85	0.0
1068	x_B,N,P,R,D,L,3	61.75	0.0
1069	x_B,N,P,R,D,L,4	3.25	0.0
1071	x_B,N,P,R,W,P,1	58.9	0.0
1074	x_B,N,P,R,W,P,4	3.1	0.0
1077	x_B,N,P,R,W,M,2	209.0	0.0
1079	x_B,N,P,R,W,M,4	11.0	0.0
1083	x_B,N,P,R,W,L,3	704.9	0.0
1084	x_B,N,P,R,W,L,4	37.1	0.0
1087	x_B,N,P,R,C,P,2	68.4	0.0
1089	x_B,N,P,R,C,P,4	3.6	0.0
1092	x_B,N,P,R,C,M,2	306.85	0.0
1094	x_B,N,P,R,C,M,4	16.15	0.0
1098	x_B,N,P,R,C,L,3	1183.7	0.0
1099	x_B,N,P,R,C,L,4	62.3	0.0
1100	x_B,N,P,R,A,L,0	112.1	0.0
1104	x_B,N,P,R,A,L,4	5.9	0.0
1108	x_B,N,P,R,N,N,3	55.0	0.0
1110	x_B,N,S,H,W,S,0	204.25	0.0
1114	x_B,N,S,H,W,S,4	10.75	0.0
1115	x_B,N,S,H,W,P,0	107.35	0.0
1119	x_B,N,S,H,W,P,4	5.65	0.0
1122	x_B,N,S,H,W,M,2	195.7	0.0
1124	x_B,N,S,H,W,M,4	10.3	0.0
1128	x_B,N,S,H,W,L,3	925.3	0.0
1129	x_B,N,S,H,W,L,4	48.7	0.0
1130	x_B,N,S,H,C,S,0	103.55	0.0
1134	x_B,N,S,H,C,S,4	5.45	0.0
1137	x_B,N,S,H,C,P,2	61.75	0.0
1139	x_B,N,S,H,C,P,4	3.25	0.0
1142	x_B,N,S,H,C,M,2	278.35	0.0
1144	x_B,N,S,H,C,M,4	14.65	0.0
1148	x_B,N,S,H,C,L,3	1536.15	0.0
1149	x_B,N,S,H,C,L,4	80.85	0.0
1153	x_B,N,S,H,I,L,3	54.15	0.0
1154	x_B,N,S,H,I,L,4	2.85	0.0
1158	x_B,N,S,H,L,L,3	98.8	0.0
1159	x_B,N,S,H,L,L,4	5.2	0.0
1163	x_B,N,S,H,N,N,3	67.0	0.0
1165	x_B,N,S,R,P,P,0	53.2	0.0
1169	x_B,N,S,R,P,P,4	2.8	0.0
1173	x_B,N,S,R,P,L,3	612.75	0.0
1174	x_B,N,S,R,P,L,4	32.25	0.0
1175	x_B,N,S,R,D,S,0	62.7	0.0
1179	x_B,N,S,R,D,S,4	3.3	0.0
1180	x_B,N,S,R,D,P,0	76.0	0.0
1184	x_B,N,S,R,D,P,4	4.0	0.0
1187	x_B,N,S,R,D,M,2	200.45	0.0
1189	x_B,N,S,R,D,M,4	10.55	0.0
1193	x_B,N,S,R,D,L,3	470.25	0.0
1194	x_B,N,S,R,D,L,4	24.75	0.0
1195	x_B,N,S,R,W,S,0	517.75	0.0
1199	x_B,N,S,R,W,S,4	27.25	0.0
1200	x_B,N,S,R,W,P,0	624.15	0.0
1204	x_B,N,S,R,W,P,4	32.85	0.0
1207	x_B,N,S,R,W,M,2	760.95	0.0
1209	x_B,N,S,R,W,M,4	40.05	0.0
1213	x_B,N,S,R,W,L,3	4779.45	0.0
1214	x_B,N,S,R,W,L,4	251.55	0.0
1215	x_B,N,S,R,C,S,0	173.85	0.0
1219	x_B,N,S,R,C,S,4	9.15	0.0
1222	x_B,N,S,R,C,P,2	430.35	0.0
1224	x_B,N,S,R,C,P,4	22.65	0.0
1227	x_B,N,S,R,C,M,2	1754.65	0.0
1229	x_B,N,S,R,C,M,4	92.35	0.0
1233	x_B,N,S,R,C,L,3	8437.9	0.0
1234	x_B,N,S,R,C,L,4	444.1	0.0
1238	x_B,N,S,R,L,L,3	83.6	0.0
1239	x_B,N,S,R,L,L,4	4.4	0.0
1243	x_B,N,S,R,N,N,3	811.0	0.0
1245	x_U,R,N,L,C,L,0	142.5	0.0
1249	x_U,R,N,L,C,L,4	7.5	0.0
1253	x_U,R,N,H,W,L,3	99.75	0.0
1254	x_U,R,N,H,W,L,4	5.25	0.0
1258	x_U,R,N,H,C,L,3	181.45	0.0
1259	x_U,R,N,H,C,L,4	9.55	0.0
1263	x_U,R,N,C,W,L,3	106.4	0.0
1264	x_U,R,N,C,W,L,4	5.6	0.0
1268	x_U,R,N,C,C,L,3	106.4	0.0
1269	x_U,R,N,C,C,L,4	5.6	0.0
1270	x_U,R,N,R,C,L,0	208.05	0.0
1274	x_U,R,N,R,C,L,4	10.95	0.0
1275	x_U,R,O,H,C,L,0	48.45	0.0
1279	x_U,R,O,H,C,L,4	2.55	0.0
1280	x_U,R,O,R,C,L,0	97.85	0.0
1284	x_U,R,O,R,C,L,4	5.15	0.0
1288	x_U,R,P,H,W,L,3	108.3	0.0
1289	x_U,R,P,H,W,L,4	5.7	0.0
1293	x_U,R,P,H,C,L,3	298.3	0.0
1294	x_U,R,P,H,C,L,4	15.7	0.0
1295	x_U,R,P,R,W,S,0	55.1	0.0
1299	x_U,R,P,R,W,S,4	2.9	0.0
1300	x_U,R,P,R,W,P,0	56.05	0.0
1304	x_U,R,P,R,W,P,4	2.95	0.0
1308	x_U,R,P,R,W,L,3	383.8	0.0
1309	x_U,R,P,R,W,L,4	20.2	0.0
1312	x_U,R,P,R,C,M,2	71.25	0.0
1314	x_U,R,P,R,C,M,4	3.75	0.0
1318	x_U,R,P,R,C,L,3	914.85	0.0
1319	x_U,R,P,R,C,L,4	48.15	0.0
1320	x_U,N,N,H,W,S,0	52.25	0.0
1324	x_U,N,N,H,W,S,4	2.75	0.0
1328	x_U,N,N,H,W,L,3	72.2	0.0
1329	x_U,N,N,H,W,L,4	3.8	0.0
1333	x_U,N,N,H,C,L,3	146.3	0.0
1334	x_U,N,N,H,C,L,4	7.7	0.0
1338	x_U,N,N,R,W,L,3	111.15	0.0
1339	x_U,N,N,R,W,L,4	5.85	0.0
1343	x_U,N,N,R,C,L,3	233.7	0.0
1344	x_U,N,N,R,C,L,4	12.3	0.0
1348	x_U,N,N,R,N,N,3	63.0	0.0
1353	x_U,N,O,H,W,L,3	338.2	0.0
1354	x_U,N,O,H,W,L,4	17.8	0.0
1358	x_U,N,O,H,C,L,3	788.5	0.0
1359	x_U,N,O,H,C,L,4	41.5	0.0
1363	x_U,N,O,R,W,L,3	281.2	0.0
1364	x_U,N,O,R,W,L,4	14.8	0.0
1367	x_U,N,O,R,C,M,2	76.95	0.0
1369	x_U,N,O,R,C,M,4	4.05	0.0
1373	x_U,N,O,R,C,L,3	905.35	0.0
