index	slack	dual
0	0.0	1.0
1	0.0	1.0
2	0.0	1.0
3	0.0	1.0
4	0.0	1.0
5	0.0	1.0
6	0.0	1.0
7	0.0	1.0
8	0.0	1.0
9	0.0	1.0
10	0.0	1.0
11	0.0	1.0
12	0.0	1.0
13	0.0	1.0
14	0.0	1.0
15	0.0	1.0
16	0.0	1.0
17	0.0	1.0
18	0.0	1.0
19	0.0	1.0
25	-426931.9	-0.0
26	-371481.7	-0.0
27	-358431.46	-0.0
28	-288449.36	-0.0
29	-407870.21	-0.0
30	-80563.8	-0.0
31	-80402.67	-0.0
32	-75322.55	-0.0
33	-69108.48	-0.0
34	-173494.38	-0.0
35	-91193.35	-0.0
36	-91010.96	-0.0
37	-107927.79	-0.0
38	-119934.16	-0.0
39	-136363.86	-0.0
40	0.0	-2.99
42	0.0	-1.99
43	0.0	-3.98
45	0.0	-2.98
46	0.0	-3.98
48	0.0	-3.99
50	0.0	-4.98
52	0.0	-4.98
54	0.0	-1.99
55	0.0	-3.98
57	0.0	-2.98
58	0.0	-3.98
60	0.0	-4.98
61	0.0	-4.98
63	0.0	-2.0
66	0.0	-2.99
68	0.0	-3.99
69	0.0	-1.99
70	0.0	-3.98
72	0.0	-4.98
73	0.0	-2.98
74	0.0	-3.98
76	0.0	-3.99
78	0.0	-4.98
80	0.0	-4.98
83	0.0	-2.0
85	0.0	-2.99
87	0.0	-3.99
88	0.0	-1.99
89	0.0	-3.98
91	0.0	-2.98
92	0.0	-3.98
101	0.0	-3.98
103	0.0	-4.98
104	0.0	-3.98
108	0.0	-3.99
109	0.0	-1.99
110	0.0	-3.98
112	0.0	-4.98
113	0.0	-2.98
114	0.0	-3.98
117	0.0	-3.99
118	0.0	-1.99
119	0.0	-3.98
121	0.0	-4.98
122	0.0	-2.98
123	0.0	-3.98
126	0.0	-4.98
128	0.0	-1.99
129	0.0	-3.98
131	0.0	-3.98
134	0.0	-4.98
136	0.0	-3.99
138	0.0	-3.99
139	0.0	-1.99
