Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Available Methods/Prescriptions	Methods for Implementation	
CRNLLP	C	R	N	L	L	P	4114	null	EA 	
CRNLPM	C	R	N	L	P	M	72	null	EA 	
CRNLPP	C	R	N	L	P	P	94	null	EA 	
CRNLWL	C	R	N	L	W	L	754	null	EA 	
CRNLWM	C	R	N	L	W	M	461	null	EA 	
CRNLWP	C	R	N	L	W	P	185	null	EA 	
CRNRAL	C	R	N	R	A	L	445	null	EA 	
CRNRAM	C	R	N	R	A	M	1018	null	EA 	
CRNRAP	C	R	N	R	A	P	722	null	EA 	
CRNRAS	C	R	N	R	A	S	575	null	EA 	
CRNRIL	C	R	N	R	I	L	301	null	EA 	
CRNRIM	C	R	N	R	I	M	610	null	EA 	
CRNRIP	C	R	N	R	I	P	533	null	EA 	
CRNRIS	C	R	N	R	I	S	157	null	EA 	
CRNRLL	C	R	N	R	L	L	61	null	EA 	
CRNRLM	C	R	N	R	L	M	254	null	EA 	
CRNRLP	C	R	N	R	L	P	355	null	EA 	
CRNRPM	C	R	N	R	P	M	90	null	EA 	
CRNRWL	C	R	N	R	W	L	69	null	EA 	
CRNRWM	C	R	N	R	W	M	192	null	EA 	
CROCAL	C	R	O	C	A	L	164	null	EA 	
CROCAM	C	R	O	C	A	M	371	null	EA 	
CROCAP	C	R	O	C	A	P	688	null	EA 	
CROCIL	C	R	O	C	I	L	370	null	EA 	
CROCIM	C	R	O	C	I	M	300	null	EA 	
CROCIP	C	R	O	C	I	P	357	null	EA 	
CROCLL	C	R	O	C	L	L	93	null	EA 	
CROCLM	C	R	O	C	L	M	189	null	EA 	
CROCLP	C	R	O	C	L	P	269	null	EA 	
CROHAL	C	R	O	H	A	L	306	null	EA 	
CROHAM	C	R	O	H	A	M	242	null	EA 	
CROHAP	C	R	O	H	A	P	383	null	EA 	
CROHIL	C	R	O	H	I	L	229	null	EA 	
CROHIM	C	R	O	H	I	M	138	null	EA 	
CROHIP	C	R	O	H	I	P	173	null	EA 	
CROHLL	C	R	O	H	L	L	250	null	EA 	
CROHLM	C	R	O	H	L	M	182	null	EA 	
CROHLP	C	R	O	H	L	P	189	null	EA 	
CROLAL	C	R	O	L	A	L	356	null	EA 	
CROLAM	C	R	O	L	A	M	429	null	EA 	
CROLAP	C	R	O	L	A	P	1797	null	EA 	
CROLIL	C	R	O	L	I	L	343	null	EA 	
CROLIM	C	R	O	L	I	M	252	null	EA 	
CROLIP	C	R	O	L	I	P	495	null	EA 	
CROLLL	C	R	O	L	L	L	87	null	EA 	
CROLLM	C	R	O	L	L	M	207	null	EA 	
CROLLP	C	R	O	L	L	P	444	null	EA 	
CRORAL	C	R	O	R	A	L	238	null	EA 	
CRORAM	C	R	O	R	A	M	202	null	EA 	
CRORAP	C	R	O	R	A	P	171	null	EA 	
CRORIL	C	R	O	R	I	L	290	null	EA 	
CRORIM	C	R	O	R	I	M	138	null	EA 	
CRORIP	C	R	O	R	I	P	134	null	EA 	
CRORLL	C	R	O	R	L	L	57	null	EA 	
CRORLM	C	R	O	R	L	M	128	null	EA 	
CRORLP	C	R	O	R	L	P	111	null	EA 	
CRPCAL	C	R	P	C	A	L	1055	null	EA 	
CRPCAM	C	R	P	C	A	M	2432	null	EA 	
CRPCAP	C	R	P	C	A	P	6553	null	EA 	
CRPCIL	C	R	P	C	I	L	2382	null	EA 	
CRPCIM	C	R	P	C	I	M	1762	null	EA 	
CRPCIP	C	R	P	C	I	P	2665	null	EA 	
CRPCLL	C	R	P	C	L	L	683	null	EA 	
CRPCLM	C	R	P	C	L	M	1879	null	EA 	
CRPCLP	C	R	P	C	L	P	2948	null	EA 	
CRPCPL	C	R	P	C	P	L	164	null	EA 	
CRPCPM	C	R	P	C	P	M	56	null	EA 	
CRPCPP	C	R	P	C	P	P	54	null	EA 	
CRPCWL	C	R	P	C	W	L	113	null	EA 	
CRPCWM	C	R	P	C	W	M	87	null	EA 	
CRPHAL	C	R	P	H	A	L	1066	null	EA 	
CRPHAM	C	R	P	H	A	M	1632	null	EA 	
CRPHAP	C	R	P	H	A	P	3896	null	EA 	
CRPHCL	C	R	P	H	C	L	96	null	EA 	
CRPHCM	C	R	P	H	C	M	57	null	EA 	
CRPHIL	C	R	P	H	I	L	1015	null	EA 	
CRPHIM	C	R	P	H	I	M	1234	null	EA 	
CRPHIP	C	R	P	H	I	P	1479	null	EA 	
CRPHLL	C	R	P	H	L	L	1057	null	EA 	
CRPHLM	C	R	P	H	L	M	2163	null	EA 	
CRPHLP	C	R	P	H	L	P	2639	null	EA 	
CRPHWL	C	R	P	H	W	L	77	null	EA 	
CRPHWM	C	R	P	H	W	M	87	null	EA 	
CRPLAL	C	R	P	L	A	L	1454	null	EA 	
CRPLAM	C	R	P	L	A	M	2729	null	EA 	
CRPLAP	C	R	P	L	A	P	8858	null	EA 	
CRPLAS	C	R	P	L	A	S	63	null	EA 	
CRPLCL	C	R	P	L	C	L	61	null	EA 	
CRPLIL	C	R	P	L	I	L	1837	null	EA 	
CRPLIM	C	R	P	L	I	M	1919	null	EA 	
CRPLIP	C	R	P	L	I	P	3662	null	EA 	
CRPLLL	C	R	P	L	L	L	758	null	EA 	
CRPLLM	C	R	P	L	L	M	1623	null	EA 	
CRPLLP	C	R	P	L	L	P	3424	null	EA 	
CRPLWL	C	R	P	L	W	L	229	null	EA 	
CRPLWM	C	R	P	L	W	M	72	null	EA 	
CRPLWP	C	R	P	L	W	P	57	null	EA 	
CRPRAL	C	R	P	R	A	L	1788	null	EA 	
CRPRAM	C	R	P	R	A	M	2080	null	EA 	
CRPRAP	C	R	P	R	A	P	2147	null	EA 	
CRPRAS	C	R	P	R	A	S	433	null	EA 	
CRPRCL	C	R	P	R	C	L	63	null	EA 	
CRPRDM	C	R	P	R	D	M	53	null	EA 	
CRPRIL	C	R	P	R	I	L	2336	null	EA 	
CRPRIM	C	R	P	R	I	M	1833	null	EA 	
CRPRIP	C	R	P	R	I	P	1248	null	EA 	
CRPRIS	C	R	P	R	I	S	97	null	EA 	
CRPRLL	C	R	P	R	L	L	867	null	EA 	
CRPRLM	C	R	P	R	L	M	1368	null	EA 	
CRPRLP	C	R	P	R	L	P	1636	null	EA 	
CRPRPL	C	R	P	R	P	L	160	null	EA 	
CRPRPM	C	R	P	R	P	M	209	null	EA 	
CRPRWL	C	R	P	R	W	L	144	null	EA 	
CRPRWM	C	R	P	R	W	M	332	null	EA 	
CRPRWP	C	R	P	R	W	P	62	null	EA 	
KNNCAL	K	N	N	C	A	L	6669	null	EA 	
KNNCAM	K	N	N	C	A	M	3423	null	EA 	
KNNCAP	K	N	N	C	A	P	750	null	EA 	
KNNCAS	K	N	N	C	A	S	288	null	EA 	
KNNCCL	K	N	N	C	C	L	9272	null	EA 	
KNNCCM	K	N	N	C	C	M	2046	null	EA 	
KNNCCP	K	N	N	C	C	P	422	null	EA 	
KNNCCS	K	N	N	C	C	S	334	null	EA 	
KNNCDL	K	N	N	C	D	L	11926	null	EA 	
KNNCDM	K	N	N	C	D	M	4272	null	EA 	
KNNCDP	K	N	N	C	D	P	1005	null	EA 	
KNNCDS	K	N	N	C	D	S	1121	null	EA 	
KNNCIL	K	N	N	C	I	L	16276	null	EA 	
KNNCIM	K	N	N	C	I	M	14311	null	EA 	
KNNCIP	K	N	N	C	I	P	1970	null	EA 	
KNNCIS	K	N	N	C	I	S	833	null	EA 	
KNNCLL	K	N	N	C	L	L	3479	null	EA 	
KNNCLM	K	N	N	C	L	M	2686	null	EA 	
KNNCLP	K	N	N	C	L	P	664	null	EA 	
KNNCLS	K	N	N	C	L	S	90	null	EA 	
KNNCPL	K	N	N	C	P	L	24346	null	EA 	
KNNCPM	K	N	N	C	P	M	20251	null	EA 	
KNNCPP	K	N	N	C	P	P	3479	null	EA 	
KNNCPS	K	N	N	C	P	S	1195	null	EA 	
KNNCWL	K	N	N	C	W	L	16388	null	EA 	
KNNCWM	K	N	N	C	W	M	9736	null	EA 	
KNNCWP	K	N	N	C	W	P	1275	null	EA 	
KNNCWS	K	N	N	C	W	S	887	null	EA 	
KNNHAM	K	N	N	H	A	M	69	null	EA 	
KNNHIL	K	N	N	H	I	L	66	null	EA 	
KNNHIM	K	N	N	H	I	M	103	null	EA 	
KNNHIP	K	N	N	H	I	P	76	null	EA 	
KNNHLM	K	N	N	H	L	M	55	null	EA 	
KNNHPM	K	N	N	H	P	M	65	null	EA 	
KNNHWM	K	N	N	H	W	M	54	null	EA 	
KNNLAL	K	N	N	L	A	L	4029	null	EA 	
KNNLAM	K	N	N	L	A	M	2155	null	EA 	
KNNLAP	K	N	N	L	A	P	431	null	EA 	
KNNLAS	K	N	N	L	A	S	556	null	EA 	
KNNLCL	K	N	N	L	C	L	6685	null	EA 	
KNNLCM	K	N	N	L	C	M	1857	null	EA 	
KNNLCP	K	N	N	L	C	P	240	null	EA 	
KNNLCS	K	N	N	L	C	S	592	null	EA 	
KNNLDL	K	N	N	L	D	L	2622	null	EA 	
KNNLDM	K	N	N	L	D	M	1068	null	EA 	
KNNLDP	K	N	N	L	D	P	154	null	EA 	
KNNLDS	K	N	N	L	D	S	645	null	EA 	
KNNLIL	K	N	N	L	I	L	5152	null	EA 	
KNNLIM	K	N	N	L	I	M	2908	null	EA 	
KNNLIP	K	N	N	L	I	P	489	null	EA 	
KNNLIS	K	N	N	L	I	S	1577	null	EA 	
KNNLLL	K	N	N	L	L	L	817	null	EA 	
KNNLLM	K	N	N	L	L	M	919	null	EA 	
KNNLLP	K	N	N	L	L	P	143	null	EA 	
KNNLLS	K	N	N	L	L	S	51	null	EA 	
KNNLPL	K	N	N	L	P	L	3075	null	EA 	
KNNLPM	K	N	N	L	P	M	2494	null	EA 	
KNNLPP	K	N	N	L	P	P	204	null	EA 	
KNNLPS	K	N	N	L	P	S	408	null	EA 	
KNNLWL	K	N	N	L	W	L	7524	null	EA 	
KNNLWM	K	N	N	L	W	M	3554	null	EA 	
KNNLWP	K	N	N	L	W	P	603	null	EA 	
KNNLWS	K	N	N	L	W	S	1056	null	EA 	
KNNRAL	K	N	N	R	A	L	493	null	EA 	
KNNRAM	K	N	N	R	A	M	275	null	EA 	
KNNRAP	K	N	N	R	A	P	87	null	EA 	
KNNRCL	K	N	N	R	C	L	1102	null	EA 	
KNNRCM	K	N	N	R	C	M	436	null	EA 	
KNNRDL	K	N	N	R	D	L	3040	null	EA 	
KNNRDM	K	N	N	R	D	M	1424	null	EA 	
KNNRDP	K	N	N	R	D	P	140	null	EA 	
KNNRIL	K	N	N	R	I	L	1322	null	EA 	
KNNRIM	K	N	N	R	I	M	1790	null	EA 	
KNNRIP	K	N	N	R	I	P	653	null	EA 	
KNNRLL	K	N	N	R	L	L	246	null	EA 	
KNNRLM	K	N	N	R	L	M	252	null	EA 	
KNNRLP	K	N	N	R	L	P	51	null	EA 	
KNNRPL	K	N	N	R	P	L	5119	null	EA 	
KNNRPM	K	N	N	R	P	M	3269	null	EA 	
KNNRPP	K	N	N	R	P	P	2744	null	EA 	
KNNRPS	K	N	N	R	P	S	188	null	EA 	
KNNRWL	K	N	N	R	W	L	3217	null	EA 	
KNNRWM	K	N	N	R	W	M	2213	null	EA 	
KNNRWP	K	N	N	R	W	P	433	null	EA 	
KNOCAL	K	N	O	C	A	L	133	null	EA 	
KNOCAM	K	N	O	C	A	M	149	null	EA 	
KNOCCL	K	N	O	C	C	L	364	null	EA 	
KNOCCM	K	N	O	C	C	M	114	null	EA 	
KNOCDL	K	N	O	C	D	L	301	null	EA 	
KNOCDM	K	N	O	C	D	M	99	null	EA 	
KNOCIL	K	N	O	C	I	L	473	null	EA 	
KNOCIM	K	N	O	C	I	M	275	null	EA 	
KNOCLL	K	N	O	C	L	L	114	null	EA 	
KNOCLM	K	N	O	C	L	M	111	null	EA 	
KNOCPL	K	N	O	C	P	L	489	null	EA 	
KNOCPM	K	N	O	C	P	M	272	null	EA 	
KNOCWL	K	N	O	C	W	L	485	null	EA 	
KNOCWM	K	N	O	C	W	M	252	null	EA 	
KNOHAL	K	N	O	H	A	L	58	null	EA 	
KNOHAM	K	N	O	H	A	M	80	null	EA 	
KNOHCL	K	N	O	H	C	L	213	null	EA 	
KNOHIL	K	N	O	H	I	L	121	null	EA 	
KNOHIM	K	N	O	H	I	M	130	null	EA 	
KNOHLM	K	N	O	H	L	M	74	null	EA 	
KNOHWL	K	N	O	H	W	L	258	null	EA 	
KNOHWM	K	N	O	H	W	M	113	null	EA 	
KNOLCL	K	N	O	L	C	L	86	null	EA 	
KNOLWL	K	N	O	L	W	L	84	null	EA 	
KNORAL	K	N	O	R	A	L	814	null	EA 	
KNORAM	K	N	O	R	A	M	470	null	EA 	
KNORCL	K	N	O	R	C	L	2425	null	EA 	
KNORCM	K	N	O	R	C	M	739	null	EA 	
KNORCP	K	N	O	R	C	P	53	null	EA 	
KNORDL	K	N	O	R	D	L	3005	null	EA 	
KNORDM	K	N	O	R	D	M	1436	null	EA 	
KNORDP	K	N	O	R	D	P	72	null	EA 	
KNORIL	K	N	O	R	I	L	1449	null	EA 	
KNORIM	K	N	O	R	I	M	1462	null	EA 	
KNORIP	K	N	O	R	I	P	165	null	EA 	
KNORLL	K	N	O	R	L	L	263	null	EA 	
KNORLM	K	N	O	R	L	M	320	null	EA 	
KNORPL	K	N	O	R	P	L	3322	null	EA 	
KNORPM	K	N	O	R	P	M	1227	null	EA 	
KNORPP	K	N	O	R	P	P	724	null	EA 	
KNORPS	K	N	O	R	P	S	79	null	EA 	
KNORWL	K	N	O	R	W	L	3832	null	EA 	
KNORWM	K	N	O	R	W	M	1875	null	EA 	
KNORWP	K	N	O	R	W	P	249	null	EA 	
KNPCAL	K	N	P	C	A	L	264	null	EA 	
KNPCAM	K	N	P	C	A	M	239	null	EA 	
KNPCCL	K	N	P	C	C	L	661	null	EA 	
KNPCCM	K	N	P	C	C	M	197	null	EA 	
KNPCDL	K	N	P	C	D	L	294	null	EA 	
KNPCDM	K	N	P	C	D	M	253	null	EA 	
KNPCIL	K	N	P	C	I	L	746	null	EA 	
KNPCIM	K	N	P	C	I	M	712	null	EA 	
KNPCIP	K	N	P	C	I	P	132	null	EA 	
KNPCLL	K	N	P	C	L	L	326	null	EA 	
KNPCLM	K	N	P	C	L	M	536	null	EA 	
KNPCPL	K	N	P	C	P	L	498	null	EA 	
KNPCPM	K	N	P	C	P	M	456	null	EA 	
KNPCPP	K	N	P	C	P	P	85	null	EA 	
KNPCWL	K	N	P	C	W	L	1015	null	EA 	
KNPCWM	K	N	P	C	W	M	357	null	EA 	
KNPCWP	K	N	P	C	W	P	61	null	EA 	
KNPHAM	K	N	P	H	A	M	86	null	EA 	
KNPHIL	K	N	P	H	I	L	195	null	EA 	
KNPHIM	K	N	P	H	I	M	69	null	EA 	
KNPHIP	K	N	P	H	I	P	103	null	EA 	
KNPLWL	K	N	P	L	W	L	72	null	EA 	
KNPRAL	K	N	P	R	A	L	589	null	EA 	
KNPRAM	K	N	P	R	A	M	413	null	EA 	
KNPRCL	K	N	P	R	C	L	921	null	EA 	
KNPRCM	K	N	P	R	C	M	380	null	EA 	
KNPRDL	K	N	P	R	D	L	1398	null	EA 	
KNPRDM	K	N	P	R	D	M	738	null	EA 	
KNPRDP	K	N	P	R	D	P	96	null	EA 	
KNPRIL	K	N	P	R	I	L	874	null	EA 	
KNPRIM	K	N	P	R	I	M	951	null	EA 	
KNPRIP	K	N	P	R	I	P	327	null	EA 	
KNPRLL	K	N	P	R	L	L	220	null	EA 	
KNPRLM	K	N	P	R	L	M	202	null	EA 	
KNPRLP	K	N	P	R	L	P	92	null	EA 	
KNPRPL	K	N	P	R	P	L	2029	null	EA 	
KNPRPM	K	N	P	R	P	M	1492	null	EA 	
KNPRPP	K	N	P	R	P	P	716	null	EA 	
KNPRPS	K	N	P	R	P	S	83	null	EA 	
KNPRWL	K	N	P	R	W	L	2357	null	EA 	
KNPRWM	K	N	P	R	W	M	1075	null	EA 	
KNPRWP	K	N	P	R	W	P	318	null	EA 	
KNSCAL	K	N	S	C	A	L	292	null	EA 	
KNSCAM	K	N	S	C	A	M	191	null	EA 	
KNSCCL	K	N	S	C	C	L	468	null	EA 	
KNSCCM	K	N	S	C	C	M	169	null	EA 	
KNSCDL	K	N	S	C	D	L	583	null	EA 	
KNSCDM	K	N	S	C	D	M	175	null	EA 	
KNSCIL	K	N	S	C	I	L	1635	null	EA 	
KNSCIM	K	N	S	C	I	M	858	null	EA 	
KNSCIP	K	N	S	C	I	P	111	null	EA 	
KNSCLL	K	N	S	C	L	L	351	null	EA 	
KNSCLM	K	N	S	C	L	M	256	null	EA 	
KNSCPL	K	N	S	C	P	L	1466	null	EA 	
KNSCPM	K	N	S	C	P	M	1647	null	EA 	
KNSCPP	K	N	S	C	P	P	140	null	EA 	
KNSCWL	K	N	S	C	W	L	771	null	EA 	
KNSCWM	K	N	S	C	W	M	341	null	EA 	
KNSHAL	K	N	S	H	A	L	94	null	EA 	
KNSHAM	K	N	S	H	A	M	133	null	EA 	
KNSHCL	K	N	S	H	C	L	838	null	EA 	
KNSHCM	K	N	S	H	C	M	202	null	EA 	
KNSHIL	K	N	S	H	I	L	188	null	EA 	
KNSHIM	K	N	S	H	I	M	178	null	EA 	
KNSHLL	K	N	S	H	L	L	145	null	EA 	
KNSHLM	K	N	S	H	L	M	170	null	EA 	
KNSHWL	K	N	S	H	W	L	579	null	EA 	
KNSHWM	K	N	S	H	W	M	424	null	EA 	
KNSHWP	K	N	S	H	W	P	78	null	EA 	
KNSLCL	K	N	S	L	C	L	183	null	EA 	
KNSLIL	K	N	S	L	I	L	102	null	EA 	
KNSLLM	K	N	S	L	L	M	80	null	EA 	
KNSLWL	K	N	S	L	W	L	246	null	EA 	
KNSLWM	K	N	S	L	W	M	67	null	EA 	
KNSLWP	K	N	S	L	W	P	75	null	EA 	
KNSRAL	K	N	S	R	A	L	2600	null	EA 	
KNSRAM	K	N	S	R	A	M	2040	null	EA 	
KNSRAP	K	N	S	R	A	P	324	null	EA 	
KNSRAS	K	N	S	R	A	S	119	null	EA 	
KNSRCL	K	N	S	R	C	L	6885	null	EA 	
KNSRCM	K	N	S	R	C	M	2462	null	EA 	
KNSRCP	K	N	S	R	C	P	213	null	EA 	
KNSRCS	K	N	S	R	C	S	133	null	EA 	
KNSRDL	K	N	S	R	D	L	6168	null	EA 	
KNSRDM	K	N	S	R	D	M	5934	null	EA 	
KNSRDP	K	N	S	R	D	P	492	null	EA 	
KNSRDS	K	N	S	R	D	S	109	null	EA 	
KNSRIL	K	N	S	R	I	L	5369	null	EA 	
KNSRIM	K	N	S	R	I	M	8228	null	EA 	
KNSRIP	K	N	S	R	I	P	2097	null	EA 	
KNSRIS	K	N	S	R	I	S	446	null	EA 	
KNSRLL	K	N	S	R	L	L	1535	null	EA 	
KNSRLM	K	N	S	R	L	M	1913	null	EA 	
KNSRLP	K	N	S	R	L	P	558	null	EA 	
KNSRLS	K	N	S	R	L	S	276	null	EA 	
KNSRPL	K	N	S	R	P	L	9927	null	EA 	
KNSRPM	K	N	S	R	P	M	10195	null	EA 	
KNSRPP	K	N	S	R	P	P	4910	null	EA 	
KNSRPS	K	N	S	R	P	S	462	null	EA 	
KNSRWL	K	N	S	R	W	L	11269	null	EA 	
KNSRWM	K	N	S	R	W	M	7199	null	EA 	
KNSRWP	K	N	S	R	W	P	1689	null	EA 	
KNSRWS	K	N	S	R	W	S	435	null	EA 	
KRNCAL	K	R	N	C	A	L	1324	null	EA 	
KRNCAM	K	R	N	C	A	M	509	null	EA 	
KRNCAP	K	R	N	C	A	P	101	null	EA 	
KRNCAS	K	R	N	C	A	S	117	null	EA 	
KRNCCL	K	R	N	C	C	L	1620	null	EA 	
KRNCCM	K	R	N	C	C	M	539	null	EA 	
KRNCCP	K	R	N	C	C	P	60	null	EA 	
KRNCDL	K	R	N	C	D	L	1326	null	EA 	
KRNCDM	K	R	N	C	D	M	489	null	EA 	
KRNCDP	K	R	N	C	D	P	72	null	EA 	
KRNCIL	K	R	N	C	I	L	3099	null	EA 	
KRNCIM	K	R	N	C	I	M	1841	null	EA 	
KRNCIP	K	R	N	C	I	P	319	null	EA 	
KRNCIS	K	R	N	C	I	S	205	null	EA 	
KRNCLL	K	R	N	C	L	L	293	null	EA 	
KRNCLM	K	R	N	C	L	M	356	null	EA 	
KRNCPL	K	R	N	C	P	L	2882	null	EA 	
KRNCPM	K	R	N	C	P	M	3086	null	EA 	
KRNCPP	K	R	N	C	P	P	544	null	EA 	
KRNCWL	K	R	N	C	W	L	2857	null	EA 	
KRNCWM	K	R	N	C	W	M	2219	null	EA 	
KRNCWP	K	R	N	C	W	P	306	null	EA 	
KRNCWS	K	R	N	C	W	S	131	null	EA 	
KRNHCL	K	R	N	H	C	L	113	null	EA 	
KRNHWL	K	R	N	H	W	L	61	null	EA 	
KRNLAL	K	R	N	L	A	L	2798	null	EA 	
KRNLAM	K	R	N	L	A	M	833	null	EA 	
KRNLAP	K	R	N	L	A	P	242	null	EA 	
KRNLAS	K	R	N	L	A	S	71	null	EA 	
KRNLCL	K	R	N	L	C	L	2608	null	EA 	
KRNLCM	K	R	N	L	C	M	1081	null	EA 	
KRNLCP	K	R	N	L	C	P	101	null	EA 	
KRNLDL	K	R	N	L	D	L	176	null	EA 	
KRNLDM	K	R	N	L	D	M	160	null	EA 	
KRNLIL	K	R	N	L	I	L	3337	null	EA 	
KRNLIM	K	R	N	L	I	M	1966	null	EA 	
KRNLIP	K	R	N	L	I	P	353	null	EA 	
KRNLIS	K	R	N	L	I	S	284	null	EA 	
KRNLLL	K	R	N	L	L	L	498	null	EA 	
KRNLLM	K	R	N	L	L	M	651	null	EA 	
KRNLLP	K	R	N	L	L	P	123	null	EA 	
KRNLPL	K	R	N	L	P	L	206	null	EA 	
KRNLPM	K	R	N	L	P	M	1047	null	EA 	
KRNLPP	K	R	N	L	P	P	66	null	EA 	
KRNLWL	K	R	N	L	W	L	3758	null	EA 	
KRNLWM	K	R	N	L	W	M	2193	null	EA 	
KRNLWP	K	R	N	L	W	P	469	null	EA 	
KRNLWS	K	R	N	L	W	S	95	null	EA 	
KRNRAL	K	R	N	R	A	L	253	null	EA 	
KRNRAM	K	R	N	R	A	M	121	null	EA 	
KRNRCL	K	R	N	R	C	L	292	null	EA 	
KRNRCM	K	R	N	R	C	M	112	null	EA 	
KRNRDL	K	R	N	R	D	L	1749	null	EA 	
KRNRDM	K	R	N	R	D	M	1040	null	EA 	
KRNRDP	K	R	N	R	D	P	85	null	EA 	
KRNRDS	K	R	N	R	D	S	58	null	EA 	
KRNRIL	K	R	N	R	I	L	1951	null	EA 	
KRNRIM	K	R	N	R	I	M	614	null	EA 	
KRNRIP	K	R	N	R	I	P	151	null	EA 	
KRNRLL	K	R	N	R	L	L	156	null	EA 	
KRNRLM	K	R	N	R	L	M	63	null	EA 	
KRNRPL	K	R	N	R	P	L	1337	null	EA 	
KRNRPM	K	R	N	R	P	M	1184	null	EA 	
KRNRPP	K	R	N	R	P	P	698	null	EA 	
KRNRWL	K	R	N	R	W	L	584	null	EA 	
KRNRWM	K	R	N	R	W	M	370	null	EA 	
KRNRWS	K	R	N	R	W	S	132	null	EA 	
KROCAL	K	R	O	C	A	L	222	null	EA 	
KROCAM	K	R	O	C	A	M	156	null	EA 	
KROCAP	K	R	O	C	A	P	58	null	EA 	
KROCCL	K	R	O	C	C	L	55	null	EA 	
KROCDL	K	R	O	C	D	L	136	null	EA 	
KROCIL	K	R	O	C	I	L	651	null	EA 	
KROCIM	K	R	O	C	I	M	533	null	EA 	
KROCIP	K	R	O	C	I	P	74	null	EA 	
KROCLL	K	R	O	C	L	L	69	null	EA 	
KROCLM	K	R	O	C	L	M	104	null	EA 	
KROCPL	K	R	O	C	P	L	173	null	EA 	
KROCPM	K	R	O	C	P	M	120	null	EA 	
KROCWL	K	R	O	C	W	L	159	null	EA 	
KROHCL	K	R	O	H	C	L	139	null	EA 	
KROHWL	K	R	O	H	W	L	93	null	EA 	
KROLAL	K	R	O	L	A	L	415	null	EA 	
KROLAM	K	R	O	L	A	M	200	null	EA 	
KROLCL	K	R	O	L	C	L	618	null	EA 	
KROLCM	K	R	O	L	C	M	67	null	EA 	
KROLIL	K	R	O	L	I	L	597	null	EA 	
KROLIM	K	R	O	L	I	M	317	null	EA 	
KROLIP	K	R	O	L	I	P	92	null	EA 	
KROLLL	K	R	O	L	L	L	136	null	EA 	
KROLLM	K	R	O	L	L	M	105	null	EA 	
KROLPM	K	R	O	L	P	M	55	null	EA 	
KROLWL	K	R	O	L	W	L	554	null	EA 	
KRORAL	K	R	O	R	A	L	173	null	EA 	
KRORAM	K	R	O	R	A	M	212	null	EA 	
KRORCL	K	R	O	R	C	L	539	null	EA 	
KRORCM	K	R	O	R	C	M	119	null	EA 	
KRORDL	K	R	O	R	D	L	800	null	EA 	
KRORDM	K	R	O	R	D	M	381	null	EA 	
KRORDS	K	R	O	R	D	S	80	null	EA 	
KRORIL	K	R	O	R	I	L	345	null	EA 	
KRORIM	K	R	O	R	I	M	419	null	EA 	
KRORPL	K	R	O	R	P	L	447	null	EA 	
KRORPM	K	R	O	R	P	M	197	null	EA 	
KRORPS	K	R	O	R	P	S	76	null	EA 	
KRORWL	K	R	O	R	W	L	667	null	EA 	
KRORWM	K	R	O	R	W	M	241	null	EA 	
KRORWS	K	R	O	R	W	S	116	null	EA 	
KRPCAL	K	R	P	C	A	L	837	null	EA 	
KRPCAM	K	R	P	C	A	M	546	null	EA 	
KRPCAP	K	R	P	C	A	P	167	null	EA 	
KRPCCL	K	R	P	C	C	L	154	null	EA 	
KRPCDL	K	R	P	C	D	L	311	null	EA 	
KRPCDM	K	R	P	C	D	M	118	null	EA 	
KRPCDP	K	R	P	C	D	P	78	null	EA 	
KRPCIL	K	R	P	C	I	L	2993	null	EA 	
KRPCIM	K	R	P	C	I	M	2301	null	EA 	
KRPCIP	K	R	P	C	I	P	331	null	EA 	
KRPCLL	K	R	P	C	L	L	551	null	EA 	
KRPCLM	K	R	P	C	L	M	363	null	EA 	
KRPCLP	K	R	P	C	L	P	114	null	EA 	
KRPCPL	K	R	P	C	P	L	352	null	EA 	
KRPCPM	K	R	P	C	P	M	842	null	EA 	
KRPCPP	K	R	P	C	P	P	71	null	EA 	
KRPCWL	K	R	P	C	W	L	581	null	EA 	
KRPCWM	K	R	P	C	W	M	486	null	EA 	
KRPHAM	K	R	P	H	A	M	71	null	EA 	
KRPHCL	K	R	P	H	C	L	90	null	EA 	
KRPHDL	K	R	P	H	D	L	54	null	EA 	
KRPHIL	K	R	P	H	I	L	86	null	EA 	
KRPHIM	K	R	P	H	I	M	80	null	EA 	
KRPHLL	K	R	P	H	L	L	55	null	EA 	
KRPHWL	K	R	P	H	W	L	111	null	EA 	
KRPHWM	K	R	P	H	W	M	123	null	EA 	
KRPLAL	K	R	P	L	A	L	967	null	EA 	
KRPLAM	K	R	P	L	A	M	769	null	EA 	
KRPLAP	K	R	P	L	A	P	236	null	EA 	
KRPLCL	K	R	P	L	C	L	63	null	EA 	
KRPLDL	K	R	P	L	D	L	165	null	EA 	
KRPLDM	K	R	P	L	D	M	118	null	EA 	
KRPLIL	K	R	P	L	I	L	2057	null	EA 	
KRPLIM	K	R	P	L	I	M	1627	null	EA 	
KRPLIP	K	R	P	L	I	P	230	null	EA 	
KRPLLL	K	R	P	L	L	L	235	null	EA 	
KRPLLM	K	R	P	L	L	M	273	null	EA 	
KRPLLP	K	R	P	L	L	P	78	null	EA 	
KRPLPL	K	R	P	L	P	L	120	null	EA 	
KRPLPM	K	R	P	L	P	M	235	null	EA 	
KRPLWL	K	R	P	L	W	L	471	null	EA 	
