query_id	query_description	query_type	query_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	query_value	
1	cost 1 - layer3 1 - layer4 L - time period 1	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 1	NoIdentifier	NoIdentifier	16971.369824999998	
2	cost 2 - layer3 1 - layer4 L - time period 2	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	29779.927325000008	
3	cost 3 - layer3 1 - layer4 L - time period 3	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	18416.149825000008	
4	cost 4 - layer3 1 - layer4 L - time period 4	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	19429.469825	
5	cost 5 - layer3 1 - layer4 L - time period 5	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	11684.809824999998	
6	cost 6 - layer3 1 - layer4 L - time period 6	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 6	NoIdentifier	NoIdentifier	16971.36982499999	
7	cost 7 - layer3 1 - layer4 L - time period 7	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 7	NoIdentifier	NoIdentifier	14454.049825000002	
8	cost 8 - layer3 1 - layer4 L - time period 8	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 8	NoIdentifier	NoIdentifier	18177.50732499999	
9	cost 9 - layer3 1 - layer4 L - time period 9	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 9	NoIdentifier	NoIdentifier	33451.449825	
10	cost 10 - layer3 1 - layer4 L - time period 10	null	1.0	null	null	null	null	CostParameter	0 B A;1 N;2 1;3 L;4 B C D E F G H I U;5 F G H I J K L M N O P Q R S Z;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 10	NoIdentifier	NoIdentifier	13227.349824999998	
