Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Age Class	Strata in optimization model	
UNPRCM	U	N	P	R	C	M	61	8	Yes	
UNPRWL	U	N	P	R	W	L	507	8	Yes	
UNSHCL	U	N	S	H	C	L	4284	8	Yes	
UNSHCM	U	N	S	H	C	M	324	8	Yes	
UNSHLL	U	N	S	H	L	L	147	8	Yes	
UNSHWL	U	N	S	H	W	L	2199	8	Yes	
UNSHWM	U	N	S	H	W	M	231	8	Yes	
UNSRCL	U	N	S	R	C	L	6804	8	Yes	
UNSRCM	U	N	S	R	C	M	597	8	Yes	
UNSRDL	U	N	S	R	D	L	99	8	Yes	
UNSRDM	U	N	S	R	D	M	59	8	Yes	
UNSRLL	U	N	S	R	L	L	191	8	Yes	
UNSRPL	U	N	S	R	P	L	78	8	Yes	
UNSRWL	U	N	S	R	W	L	2961	8	Yes	
UNSRWM	U	N	S	R	W	M	332	8	Yes	
URNCCL	U	R	N	C	C	L	112	8	Yes	
URNCWL	U	R	N	C	W	L	112	8	Yes	
URNHCL	U	R	N	H	C	L	191	8	Yes	
URNHWL	U	R	N	H	W	L	105	8	Yes	
URNLCL	U	R	N	L	C	L	150	8	Yes	
URNRCL	U	R	N	R	C	L	219	8	Yes	
UROHCL	U	R	O	H	C	L	51	8	Yes	
URORCL	U	R	O	R	C	L	103	8	Yes	
URPHCL	U	R	P	H	C	L	314	8	Yes	
URPHWL	U	R	P	H	W	L	114	8	Yes	
URPRCL	U	R	P	R	C	L	963	8	Yes	
URPRCM	U	R	P	R	C	M	75	8	Yes	
URPRWL	U	R	P	R	W	L	404	8	Yes	
BNNCAP	B	N	N	C	A	P	64	4	Yes	
BNNCCP	B	N	N	C	C	P	651	4	Yes	
BNNCWP	B	N	N	C	W	P	310	4	Yes	
BNNLWP	B	N	N	L	W	P	64	4	Yes	
BNNRWP	B	N	N	R	W	P	68	4	Yes	
BNORWP	B	N	O	R	W	P	70	4	Yes	
BNPHCP	B	N	P	H	C	P	56	4	Yes	
BNPRCP	B	N	P	R	C	P	72	4	Yes	
BNPRWP	B	N	P	R	W	P	62	4	Yes	
BNSHCP	B	N	S	H	C	P	65	4	Yes	
BNSHWP	B	N	S	H	W	P	113	4	Yes	
BNSRCP	B	N	S	R	C	P	453	4	Yes	
BNSRWP	B	N	S	R	W	P	657	4	Yes	
BRNCCP	B	R	N	C	C	P	194	4	Yes	
BRNCWP	B	R	N	C	W	P	260	4	Yes	
BRNHCP	B	R	N	H	C	P	58	4	Yes	
BRNHWP	B	R	N	H	W	P	129	4	Yes	
BRNLCP	B	R	N	L	C	P	80	4	Yes	
BRNLWP	B	R	N	L	W	P	106	4	Yes	
BRNRCP	B	R	N	R	C	P	111	4	Yes	
BRNRWP	B	R	N	R	W	P	128	4	Yes	
BRORCP	B	R	O	R	C	P	70	4	Yes	
BRORWP	B	R	O	R	W	P	63	4	Yes	
BRPCCP	B	R	P	C	C	P	64	4	Yes	
BRPCWP	B	R	P	C	W	P	277	4	Yes	
BRPHWP	B	R	P	H	W	P	76	4	Yes	
BRPLCP	B	R	P	L	C	P	53	4	Yes	
BRPLWP	B	R	P	L	W	P	85	4	Yes	
BRPRCP	B	R	P	R	C	P	394	4	Yes	
BRPRIP	B	R	P	R	I	P	55	4	Yes	
BRPRWP	B	R	P	R	W	P	373	4	Yes	
CNNCAP	C	N	N	C	A	P	27072	4	Yes	
CNNCCP	C	N	N	C	C	P	395	4	Yes	
CNNCIP	C	N	N	C	I	P	7732	4	Yes	
CNNCLP	C	N	N	C	L	P	9579	4	Yes	
CNNCWP	C	N	N	C	W	P	749	4	Yes	
CNNHAP	C	N	N	H	A	P	861	4	Yes	
CNNHIP	C	N	N	H	I	P	484	4	Yes	
CNNHLP	C	N	N	H	L	P	316	4	Yes	
CNNLAP	C	N	N	L	A	P	38935	4	Yes	
CNNLCP	C	N	N	L	C	P	473	4	Yes	
CNNLIP	C	N	N	L	I	P	14895	4	Yes	
CNNLLP	C	N	N	L	L	P	17277	4	Yes	
CNNLWP	C	N	N	L	W	P	1715	4	Yes	
CNNRAP	C	N	N	R	A	P	1865	4	Yes	
CNNRIP	C	N	N	R	I	P	836	4	Yes	
CNNRLP	C	N	N	R	L	P	597	4	Yes	
CNOCAP	C	N	O	C	A	P	117	4	Yes	
CNOCIP	C	N	O	C	I	P	72	4	Yes	
CNOCLP	C	N	O	C	L	P	57	4	Yes	
CNOHAP	C	N	O	H	A	P	695	4	Yes	
CNOHIP	C	N	O	H	I	P	338	4	Yes	
CNOHLP	C	N	O	H	L	P	266	4	Yes	
CNOLAP	C	N	O	L	A	P	333	4	Yes	
CNOLIP	C	N	O	L	I	P	91	4	Yes	
CNOLLP	C	N	O	L	L	P	101	4	Yes	
CNORAP	C	N	O	R	A	P	218	4	Yes	
CNORIP	C	N	O	R	I	P	233	4	Yes	
CNORLP	C	N	O	R	L	P	159	4	Yes	
CNPCAP	C	N	P	C	A	P	1161	4	Yes	
CNPCCP	C	N	P	C	C	P	114	4	Yes	
CNPCIP	C	N	P	C	I	P	657	4	Yes	
CNPCLP	C	N	P	C	L	P	1143	4	Yes	
CNPCWP	C	N	P	C	W	P	445	4	Yes	
CNPHAP	C	N	P	H	A	P	881	4	Yes	
CNPHIP	C	N	P	H	I	P	552	4	Yes	
CNPHLP	C	N	P	H	L	P	577	4	Yes	
CNPLAP	C	N	P	L	A	P	1208	4	Yes	
CNPLIP	C	N	P	L	I	P	173	4	Yes	
CNPLLP	C	N	P	L	L	P	234	4	Yes	
CNPRAP	C	N	P	R	A	P	809	4	Yes	
CNPRIP	C	N	P	R	I	P	112	4	Yes	
CNPRLP	C	N	P	R	L	P	157	4	Yes	
CNSCAP	C	N	S	C	A	P	607	4	Yes	
CNSCIP	C	N	S	C	I	P	348	4	Yes	
CNSCLP	C	N	S	C	L	P	473	4	Yes	
CNSCWP	C	N	S	C	W	P	61	4	Yes	
CNSHAP	C	N	S	H	A	P	5069	4	Yes	
CNSHIP	C	N	S	H	I	P	2218	4	Yes	
CNSHLP	C	N	S	H	L	P	2897	4	Yes	
CNSHWP	C	N	S	H	W	P	291	4	Yes	
CNSLAP	C	N	S	L	A	P	1751	4	Yes	
CNSLIP	C	N	S	L	I	P	440	4	Yes	
CNSLLP	C	N	S	L	L	P	707	4	Yes	
CNSRAP	C	N	S	R	A	P	3680	4	Yes	
CNSRIP	C	N	S	R	I	P	2731	4	Yes	
CNSRLP	C	N	S	R	L	P	2377	4	Yes	
CNSRWP	C	N	S	R	W	P	375	4	Yes	
CRNCAP	C	R	N	C	A	P	1198	4	Yes	
CRNCIP	C	R	N	C	I	P	756	4	Yes	
CRNCLP	C	R	N	C	L	P	620	4	Yes	
CRNCWP	C	R	N	C	W	P	141	4	Yes	
CRNHAP	C	R	N	H	A	P	713	4	Yes	
CRNHIP	C	R	N	H	I	P	223	4	Yes	
CRNHLP	C	R	N	H	L	P	266	4	Yes	
CRNLAP	C	R	N	L	A	P	12507	4	Yes	
CRNLCP	C	R	N	L	C	P	51	4	Yes	
CRNLIP	C	R	N	L	I	P	3746	4	Yes	
CRNLLP	C	R	N	L	L	P	4114	4	Yes	
CRNLWP	C	R	N	L	W	P	185	4	Yes	
CRNRAP	C	R	N	R	A	P	722	4	Yes	
CRNRIP	C	R	N	R	I	P	533	4	Yes	
CRNRLP	C	R	N	R	L	P	355	4	Yes	
CROCAP	C	R	O	C	A	P	688	4	Yes	
CROCIP	C	R	O	C	I	P	357	4	Yes	
CROCLP	C	R	O	C	L	P	269	4	Yes	
CROHAP	C	R	O	H	A	P	383	4	Yes	
CROHIP	C	R	O	H	I	P	173	4	Yes	
CROHLP	C	R	O	H	L	P	189	4	Yes	
CROLAP	C	R	O	L	A	P	1797	4	Yes	
CROLIP	C	R	O	L	I	P	495	4	Yes	
CROLLP	C	R	O	L	L	P	444	4	Yes	
CRORAP	C	R	O	R	A	P	171	4	Yes	
CRORIP	C	R	O	R	I	P	134	4	Yes	
CRORLP	C	R	O	R	L	P	111	4	Yes	
CRPCAP	C	R	P	C	A	P	6553	4	Yes	
CRPCIP	C	R	P	C	I	P	2665	4	Yes	
CRPCLP	C	R	P	C	L	P	2948	4	Yes	
CRPHAP	C	R	P	H	A	P	3896	4	Yes	
CRPHIP	C	R	P	H	I	P	1479	4	Yes	
CRPHLP	C	R	P	H	L	P	2639	4	Yes	
CRPLAP	C	R	P	L	A	P	8858	4	Yes	
CRPLIP	C	R	P	L	I	P	3662	4	Yes	
CRPLLP	C	R	P	L	L	P	3424	4	Yes	
CRPLWP	C	R	P	L	W	P	57	4	Yes	
CRPRAP	C	R	P	R	A	P	2147	4	Yes	
CRPRIP	C	R	P	R	I	P	1248	4	Yes	
CRPRLP	C	R	P	R	L	P	1636	4	Yes	
CRPRWP	C	R	P	R	W	P	62	4	Yes	
KNNCAP	K	N	N	C	A	P	750	4	Yes	
KNNCCP	K	N	N	C	C	P	422	4	Yes	
KNNCIP	K	N	N	C	I	P	1970	4	Yes	
KNNCLP	K	N	N	C	L	P	664	4	Yes	
KNNCWP	K	N	N	C	W	P	1275	4	Yes	
KNNHIP	K	N	N	H	I	P	76	4	Yes	
KNNLAP	K	N	N	L	A	P	431	4	Yes	
KNNLCP	K	N	N	L	C	P	240	4	Yes	
KNNLIP	K	N	N	L	I	P	489	4	Yes	
KNNLLP	K	N	N	L	L	P	143	4	Yes	
KNNLWP	K	N	N	L	W	P	603	4	Yes	
KNNRAP	K	N	N	R	A	P	87	4	Yes	
KNNRIP	K	N	N	R	I	P	653	4	Yes	
KNNRLP	K	N	N	R	L	P	51	4	Yes	
KNNRWP	K	N	N	R	W	P	433	4	Yes	
KNORCP	K	N	O	R	C	P	53	4	Yes	
KNORIP	K	N	O	R	I	P	165	4	Yes	
KNORWP	K	N	O	R	W	P	249	4	Yes	
KNPCIP	K	N	P	C	I	P	132	4	Yes	
KNPCWP	K	N	P	C	W	P	61	4	Yes	
KNPHIP	K	N	P	H	I	P	103	4	Yes	
KNPRIP	K	N	P	R	I	P	327	4	Yes	
KNPRLP	K	N	P	R	L	P	92	4	Yes	
KNPRWP	K	N	P	R	W	P	318	4	Yes	
KNSCIP	K	N	S	C	I	P	111	4	Yes	
KNSHWP	K	N	S	H	W	P	78	4	Yes	
KNSLWP	K	N	S	L	W	P	75	4	Yes	
KNSRAP	K	N	S	R	A	P	324	4	Yes	
KNSRCP	K	N	S	R	C	P	213	4	Yes	
KNSRIP	K	N	S	R	I	P	2097	4	Yes	
KNSRLP	K	N	S	R	L	P	558	4	Yes	
KNSRWP	K	N	S	R	W	P	1689	4	Yes	
KRNCAP	K	R	N	C	A	P	101	4	Yes	
KRNCCP	K	R	N	C	C	P	60	4	Yes	
KRNCIP	K	R	N	C	I	P	319	4	Yes	
KRNCWP	K	R	N	C	W	P	306	4	Yes	
KRNLAP	K	R	N	L	A	P	242	4	Yes	
KRNLCP	K	R	N	L	C	P	101	4	Yes	
KRNLIP	K	R	N	L	I	P	353	4	Yes	
KRNLLP	K	R	N	L	L	P	123	4	Yes	
KRNLWP	K	R	N	L	W	P	469	4	Yes	
KRNRIP	K	R	N	R	I	P	151	4	Yes	
KROCAP	K	R	O	C	A	P	58	4	Yes	
KROCIP	K	R	O	C	I	P	74	4	Yes	
KROLIP	K	R	O	L	I	P	92	4	Yes	
KRPCAP	K	R	P	C	A	P	167	4	Yes	
KRPCIP	K	R	P	C	I	P	331	4	Yes	
KRPCLP	K	R	P	C	L	P	114	4	Yes	
KRPLAP	K	R	P	L	A	P	236	4	Yes	
KRPLIP	K	R	P	L	I	P	230	4	Yes	
KRPLLP	K	R	P	L	L	P	78	4	Yes	
KRPRAP	K	R	P	R	A	P	102	4	Yes	
KRPRCP	K	R	P	R	C	P	125	4	Yes	
KRPRIP	K	R	P	R	I	P	904	4	Yes	
KRPRLP	K	R	P	R	L	P	92	4	Yes	
KRPRWP	K	R	P	R	W	P	304	4	Yes	
RNNCAP	R	N	N	C	A	P	245	4	Yes	
RNNCIP	R	N	N	C	I	P	302	4	Yes	
RNNCLP	R	N	N	C	L	P	204	4	Yes	
RNNHAP	R	N	N	H	A	P	240	4	Yes	
RNNHCP	R	N	N	H	C	P	51	4	Yes	
RNNHIP	R	N	N	H	I	P	161	4	Yes	
RNNHLP	R	N	N	H	L	P	156	4	Yes	
RNNHWP	R	N	N	H	W	P	168	4	Yes	
RNNLAP	R	N	N	L	A	P	246	4	Yes	
RNNLLP	R	N	N	L	L	P	93	4	Yes	
RNNRAP	R	N	N	R	A	P	180	4	Yes	
RNNRIP	R	N	N	R	I	P	434	4	Yes	
RNNRLP	R	N	N	R	L	P	340	4	Yes	
RNNRWP	R	N	N	R	W	P	129	4	Yes	
RNOCAP	R	N	O	C	A	P	219	4	Yes	
RNOCIP	R	N	O	C	I	P	76	4	Yes	
RNOCLP	R	N	O	C	L	P	154	4	Yes	
RNOCWP	R	N	O	C	W	P	96	4	Yes	
RNOHAP	R	N	O	H	A	P	380	4	Yes	
RNOHCP	R	N	O	H	C	P	89	4	Yes	
RNOHIP	R	N	O	H	I	P	346	4	Yes	
RNOHLP	R	N	O	H	L	P	296	4	Yes	
RNOHWP	R	N	O	H	W	P	443	4	Yes	
RNOLAP	R	N	O	L	A	P	187	4	Yes	
RNOLIP	R	N	O	L	I	P	60	4	Yes	
RNOLLP	R	N	O	L	L	P	91	4	Yes	
RNORAP	R	N	O	R	A	P	318	4	Yes	
RNORCP	R	N	O	R	C	P	120	4	Yes	
RNORIP	R	N	O	R	I	P	729	4	Yes	
RNORLP	R	N	O	R	L	P	523	4	Yes	
RNORWP	R	N	O	R	W	P	232	4	Yes	
RNPCAP	R	N	P	C	A	P	354	4	Yes	
RNPCCP	R	N	P	C	C	P	104	4	Yes	
RNPCIP	R	N	P	C	I	P	484	4	Yes	
RNPCLP	R	N	P	C	L	P	895	4	Yes	
RNPCWP	R	N	P	C	W	P	316	4	Yes	
RNPHAP	R	N	P	H	A	P	104	4	Yes	
RNPHIP	R	N	P	H	I	P	68	4	Yes	
RNPHLP	R	N	P	H	L	P	132	4	Yes	
RNPHWP	R	N	P	H	W	P	199	4	Yes	
RNPLAP	R	N	P	L	A	P	199	4	Yes	
RNPLIP	R	N	P	L	I	P	131	4	Yes	
RNPLLP	R	N	P	L	L	P	118	4	Yes	
RNPRCP	R	N	P	R	C	P	99	4	Yes	
RNPRLP	R	N	P	R	L	P	89	4	Yes	
RNPRWP	R	N	P	R	W	P	126	4	Yes	
RNSCAP	R	N	S	C	A	P	455	4	Yes	
RNSCCP	R	N	S	C	C	P	63	4	Yes	
RNSCIP	R	N	S	C	I	P	520	4	Yes	
RNSCLP	R	N	S	C	L	P	880	4	Yes	
RNSCWP	R	N	S	C	W	P	111	4	Yes	
RNSHAP	R	N	S	H	A	P	1992	4	Yes	
RNSHCP	R	N	S	H	C	P	804	4	Yes	
RNSHIP	R	N	S	H	I	P	2238	4	Yes	
RNSHLP	R	N	S	H	L	P	1825	4	Yes	
RNSHWP	R	N	S	H	W	P	2275	4	Yes	
RNSLAP	R	N	S	L	A	P	621	4	Yes	
RNSLIP	R	N	S	L	I	P	214	4	Yes	
RNSLLP	R	N	S	L	L	P	333	4	Yes	
RNSLWP	R	N	S	L	W	P	105	4	Yes	
RNSRAP	R	N	S	R	A	P	2163	4	Yes	
RNSRCP	R	N	S	R	C	P	937	4	Yes	
RNSRIP	R	N	S	R	I	P	6604	4	Yes	
RNSRLP	R	N	S	R	L	P	3999	4	Yes	
RNSRWP	R	N	S	R	W	P	2558	4	Yes	
RRNCAP	R	R	N	C	A	P	670	4	Yes	
RRNCIP	R	R	N	C	I	P	138	4	Yes	
RRNCLP	R	R	N	C	L	P	338	4	Yes	
RRNCWP	R	R	N	C	W	P	470	4	Yes	
RRNHAP	R	R	N	H	A	P	209	4	Yes	
RRNHCP	R	R	N	H	C	P	73	4	Yes	
RRNHIP	R	R	N	H	I	P	66	4	Yes	
RRNHLP	R	R	N	H	L	P	115	4	Yes	
RRNHWP	R	R	N	H	W	P	441	4	Yes	
RRNLAP	R	R	N	L	A	P	1900	4	Yes	
RRNLCP	R	R	N	L	C	P	94	4	Yes	
RRNLIP	R	R	N	L	I	P	587	4	Yes	
RRNLLP	R	R	N	L	L	P	1015	4	Yes	
RRNLWP	R	R	N	L	W	P	980	4	Yes	
RRNRAP	R	R	N	R	A	P	195	4	Yes	
RRNRWP	R	R	N	R	W	P	58	4	Yes	
RROCAP	R	R	O	C	A	P	518	4	Yes	
RROCIP	R	R	O	C	I	P	259	4	Yes	
RROCLP	R	R	O	C	L	P	419	4	Yes	
RROHAP	R	R	O	H	A	P	188	4	Yes	
RROHCP	R	R	O	H	C	P	102	4	Yes	
RROHIP	R	R	O	H	I	P	165	4	Yes	
RROHLP	R	R	O	H	L	P	195	4	Yes	
RROHWP	R	R	O	H	W	P	184	4	Yes	
RROLAP	R	R	O	L	A	P	730	4	Yes	
RROLCP	R	R	O	L	C	P	72	4	Yes	
RROLIP	R	R	O	L	I	P	184	4	Yes	
RROLLP	R	R	O	L	L	P	263	4	Yes	
RROLWP	R	R	O	L	W	P	95	4	Yes	
RRORAP	R	R	O	R	A	P	82	4	Yes	
RRORIP	R	R	O	R	I	P	109	4	Yes	
RRORLP	R	R	O	R	L	P	102	4	Yes	
RRPCAP	R	R	P	C	A	P	1551	4	Yes	
RRPCIP	R	R	P	C	I	P	1447	4	Yes	
RRPCLP	R	R	P	C	L	P	1762	4	Yes	
RRPCWP	R	R	P	C	W	P	54	4	Yes	
RRPHAP	R	R	P	H	A	P	652	4	Yes	
RRPHCP	R	R	P	H	C	P	89	4	Yes	
RRPHIP	R	R	P	H	I	P	352	4	Yes	
RRPHLP	R	R	P	H	L	P	561	4	Yes	
RRPHWP	R	R	P	H	W	P	566	4	Yes	
RRPLAP	R	R	P	L	A	P	1745	4	Yes	
RRPLIP	R	R	P	L	I	P	1222	4	Yes	
RRPLLP	R	R	P	L	L	P	947	4	Yes	
RRPLWP	R	R	P	L	W	P	74	4	Yes	
RRPRAP	R	R	P	R	A	P	358	4	Yes	
RRPRCP	R	R	P	R	C	P	59	4	Yes	
RRPRIP	R	R	P	R	I	P	540	4	Yes	
RRPRLP	R	R	P	R	L	P	589	4	Yes	
RRPRWP	R	R	P	R	W	P	363	4	Yes	
UNSHCP	U	N	S	H	C	P	180	4	Yes	
UNSHWP	U	N	S	H	W	P	153	4	Yes	
UNSRCP	U	N	S	R	C	P	260	4	Yes	
UNSRWP	U	N	S	R	W	P	167	4	Yes	
URPRWP	U	R	P	R	W	P	59	4	Yes	
BNNCCS	B	N	N	C	C	S	97	2	Yes	
BNNCDS	B	N	N	C	D	S	84	2	Yes	
BNNCWS	B	N	N	C	W	S	107	2	Yes	
BNNLCS	B	N	N	L	C	S	100	2	Yes	
BNNLWS	B	N	N	L	W	S	75	2	Yes	
BNSHCS	B	N	S	H	C	S	109	2	Yes	
BNSHWS	B	N	S	H	W	S	215	2	Yes	
BNSRCS	B	N	S	R	C	S	183	2	Yes	
BNSRDS	B	N	S	R	D	S	66	2	Yes	
BNSRWS	B	N	S	R	W	S	545	2	Yes	
BRNCCS	B	R	N	C	C	S	104	2	Yes	
BRNCWS	B	R	N	C	W	S	163	2	Yes	
BRNRWS	B	R	N	R	W	S	61	2	Yes	
BROCCS	B	R	O	C	C	S	78	2	Yes	
BRORCS	B	R	O	R	C	S	58	2	Yes	
BRORWS	B	R	O	R	W	S	60	2	Yes	
BRPCCS	B	R	P	C	C	S	392	2	Yes	
BRPCDS	B	R	P	C	D	S	67	2	Yes	
BRPCPS	B	R	P	C	P	S	53	2	Yes	
BRPCWS	B	R	P	C	W	S	464	2	Yes	
BRPLCS	B	R	P	L	C	S	155	2	Yes	
BRPLWS	B	R	P	L	W	S	139	2	Yes	
BRPRCS	B	R	P	R	C	S	399	2	Yes	
BRPRDS	B	R	P	R	D	S	277	2	Yes	
BRPRPS	B	R	P	R	P	S	57	2	Yes	
BRPRWS	B	R	P	R	W	S	554	2	Yes	
CNNCCS	C	N	N	C	C	S	71	2	Yes	
CNNCDS	C	N	N	C	D	S	154	2	Yes	
CNNCPS	C	N	N	C	P	S	240	2	Yes	
CNNCWS	C	N	N	C	W	S	118	2	Yes	
CNNLCS	C	N	N	L	C	S	200	2	Yes	
CNNLDS	C	N	N	L	D	S	184	2	Yes	
CNNLPS	C	N	N	L	P	S	110	2	Yes	
CNNLWS	C	N	N	L	W	S	331	2	Yes	
CNSRPS	C	N	S	R	P	S	62	2	Yes	
KNNCCS	K	N	N	C	C	S	334	2	Yes	
KNNCDS	K	N	N	C	D	S	1121	2	Yes	
KNNCPS	K	N	N	C	P	S	1195	2	Yes	
KNNCWS	K	N	N	C	W	S	887	2	Yes	
KNNLCS	K	N	N	L	C	S	592	2	Yes	
KNNLDS	K	N	N	L	D	S	645	2	Yes	
KNNLPS	K	N	N	L	P	S	408	2	Yes	
KNNLWS	K	N	N	L	W	S	1056	2	Yes	
KNNRPS	K	N	N	R	P	S	188	2	Yes	
KNORPS	K	N	O	R	P	S	79	2	Yes	
KNPRPS	K	N	P	R	P	S	83	2	Yes	
KNSRCS	K	N	S	R	C	S	133	2	Yes	
KNSRDS	K	N	S	R	D	S	109	2	Yes	
KNSRPS	K	N	S	R	P	S	462	2	Yes	
KNSRWS	K	N	S	R	W	S	435	2	Yes	
KRNCWS	K	R	N	C	W	S	131	2	Yes	
KRNLWS	K	R	N	L	W	S	95	2	Yes	
KRNRDS	K	R	N	R	D	S	58	2	Yes	
KRNRWS	K	R	N	R	W	S	132	2	Yes	
KRORDS	K	R	O	R	D	S	80	2	Yes	
KRORPS	K	R	O	R	P	S	76	2	Yes	
KRORWS	K	R	O	R	W	S	116	2	Yes	
KRPRCS	K	R	P	R	C	S	445	2	Yes	
KRPRDS	K	R	P	R	D	S	443	2	Yes	
KRPRPS	K	R	P	R	P	S	541	2	Yes	
KRPRWS	K	R	P	R	W	S	878	2	Yes	
RNNLDS	R	N	N	L	D	S	176	2	Yes	
RNNLPS	R	N	N	L	P	S	131	2	Yes	
RNNLWS	R	N	N	L	W	S	106	2	Yes	
RNNRWS	R	N	N	R	W	S	55	2	Yes	
RNSHCS	R	N	S	H	C	S	240	2	Yes	
RNSHWS	R	N	S	H	W	S	552	2	Yes	
RNSRCS	R	N	S	R	C	S	585	2	Yes	
RNSRPS	R	N	S	R	P	S	57	2	Yes	
RNSRWS	R	N	S	R	W	S	1527	2	Yes	
RRNHWS	R	R	N	H	W	S	59	2	Yes	
RRNLCS	R	R	N	L	C	S	64	2	Yes	
RRNLWS	R	R	N	L	W	S	73	2	Yes	
RRPCWS	R	R	P	C	W	S	206	2	Yes	
RRPHCS	R	R	P	H	C	S	79	2	Yes	
RRPHWS	R	R	P	H	W	S	74	2	Yes	
RRPLCS	R	R	P	L	C	S	109	2	Yes	
RRPLWS	R	R	P	L	W	S	188	2	Yes	
RRPRCS	R	R	P	R	C	S	168	2	Yes	
RRPRDS	R	R	P	R	D	S	150	2	Yes	
RRPRPS	R	R	P	R	P	S	87	2	Yes	
RRPRWS	R	R	P	R	W	S	306	2	Yes	
UNNHWS	U	N	N	H	W	S	55	2	Yes	
UNPRCS	U	N	P	R	C	S	56	2	Yes	
UNSHCS	U	N	S	H	C	S	483	2	Yes	
UNSHWS	U	N	S	H	W	S	1166	2	Yes	
UNSRCS	U	N	S	R	C	S	290	2	Yes	
UNSRWS	U	N	S	R	W	S	959	2	Yes	
URPRWS	U	R	P	R	W	S	58	2	Yes	
BNNLAS	B	N	N	L	A	S	86	1	Yes	
BNNLIS	B	N	N	L	I	S	140	1	Yes	
BRPCAS	B	R	P	C	A	S	77	1	Yes	
BRPCIS	B	R	P	C	I	S	61	1	Yes	
CNNCAS	C	N	N	C	A	S	292	1	Yes	
CNNCIS	C	N	N	C	I	S	731	1	Yes	
CNNLAS	C	N	N	L	A	S	1116	1	Yes	
CNNLIS	C	N	N	L	I	S	1863	1	Yes	
CNNRAS	C	N	N	R	A	S	206	1	Yes	
CNNRIS	C	N	N	R	I	S	213	1	Yes	
CNSHAS	C	N	S	H	A	S	98	1	Yes	
CNSHIS	C	N	S	H	I	S	137	1	Yes	
CNSRAS	C	N	S	R	A	S	397	1	Yes	
CNSRIS	C	N	S	R	I	S	291	1	Yes	
CNSRLS	C	N	S	R	L	S	65	1	Yes	
CRNCAS	C	R	N	C	A	S	189	1	Yes	
CRNCIS	C	R	N	C	I	S	94	1	Yes	
CRNCLS	C	R	N	C	L	S	51	1	Yes	
CRNLAS	C	R	N	L	A	S	75	1	Yes	
CRNLIS	C	R	N	L	I	S	203	1	Yes	
CRNRAS	C	R	N	R	A	S	575	1	Yes	
CRNRIS	C	R	N	R	I	S	157	1	Yes	
CRPLAS	C	R	P	L	A	S	63	1	Yes	
CRPRAS	C	R	P	R	A	S	433	1	Yes	
CRPRIS	C	R	P	R	I	S	97	1	Yes	
KNNCAS	K	N	N	C	A	S	288	1	Yes	
KNNCIS	K	N	N	C	I	S	833	1	Yes	
KNNCLS	K	N	N	C	L	S	90	1	Yes	
KNNLAS	K	N	N	L	A	S	556	1	Yes	
KNNLIS	K	N	N	L	I	S	1577	1	Yes	
KNNLLS	K	N	N	L	L	S	51	1	Yes	
KNSRAS	K	N	S	R	A	S	119	1	Yes	
KNSRIS	K	N	S	R	I	S	446	1	Yes	
KNSRLS	K	N	S	R	L	S	276	1	Yes	
KRNCAS	K	R	N	C	A	S	117	1	Yes	
KRNCIS	K	R	N	C	I	S	205	1	Yes	
KRNLAS	K	R	N	L	A	S	71	1	Yes	
KRNLIS	K	R	N	L	I	S	284	1	Yes	
KRPRAS	K	R	P	R	A	S	83	1	Yes	
KRPRIS	K	R	P	R	I	S	299	1	Yes	
KRPRLS	K	R	P	R	L	S	58	1	Yes	
RNNLIS	R	N	N	L	I	S	75	1	Yes	
RNNRIS	R	N	N	R	I	S	95	1	Yes	
RNNRLS	R	N	N	R	L	S	59	1	Yes	
RNOHIS	R	N	O	H	I	S	57	1	Yes	
RNORIS	R	N	O	R	I	S	68	1	Yes	
RNSHAS	R	N	S	H	A	S	504	1	Yes	
RNSHIS	R	N	S	H	I	S	483	1	Yes	
RNSHLS	R	N	S	H	L	S	160	1	Yes	
RNSRAS	R	N	S	R	A	S	835	1	Yes	
RNSRIS	R	N	S	R	I	S	1006	1	Yes	
RNSRLS	R	N	S	R	L	S	329	1	Yes	
RRNCAS	R	R	N	C	A	S	56	1	Yes	
RRNLAS	R	R	N	L	A	S	58	1	Yes	
RRPCAS	R	R	P	C	A	S	132	1	Yes	
RRPCIS	R	R	P	C	I	S	64	1	Yes	
RRPLAS	R	R	P	L	A	S	64	1	Yes	
RRPLIS	R	R	P	L	I	S	82	1	Yes	
RRPRAS	R	R	P	R	A	S	340	1	Yes	
RRPRIS	R	R	P	R	I	S	195	1	Yes	
UNSHAS	U	N	S	H	A	S	188	1	Yes	
UNSRAS	U	N	S	R	A	S	85	1	Yes	
