Strata ID	Layer 1	Layer 2	Layer 3	Layer 4	Layer 5	Layer 6	Total area (acres)	Methods for Implementation	
CNSHWP	C	N	S	H	W	P	291	EA GS PB NG 	
CNSLAL	C	N	S	L	A	L	240	EA GS PB NG 	
CNSLAM	C	N	S	L	A	M	786	EA GS PB NG 	
CNSLAP	C	N	S	L	A	P	1751	EA GS PB NG 	
CNSLIL	C	N	S	L	I	L	190	EA GS PB NG 	
CNSLIM	C	N	S	L	I	M	552	EA GS PB NG 	
CNSLIP	C	N	S	L	I	P	440	EA GS PB NG 	
CNSLLL	C	N	S	L	L	L	143	EA GS PB NG 	
CNSLLM	C	N	S	L	L	M	314	EA GS PB NG 	
CNSLLP	C	N	S	L	L	P	707	EA GS PB NG 	
CNSLNN	C	N	S	L	N	N	530	EA GS PB NG 	
CNSLWM	C	N	S	L	W	M	67	EA GS PB NG 	
CNSRAL	C	N	S	R	A	L	4105	EA GS PB NG 	
CNSRAM	C	N	S	R	A	M	3298	EA GS PB NG 	
CNSRAP	C	N	S	R	A	P	3680	EA GS PB NG 	
CNSRAS	C	N	S	R	A	S	397	EA GS PB NG 	
CNSRCL	C	N	S	R	C	L	298	EA GS PB NG 	
CNSRCM	C	N	S	R	C	M	261	EA GS PB NG 	
CNSRDL	C	N	S	R	D	L	97	EA GS PB NG 	
CNSRDM	C	N	S	R	D	M	131	EA GS PB NG 	
CNSRIL	C	N	S	R	I	L	6065	EA GS PB NG 	
CNSRIM	C	N	S	R	I	M	3725	EA GS PB NG 	
CNSRIP	C	N	S	R	I	P	2731	EA GS PB NG 	
CNSRIS	C	N	S	R	I	S	291	EA GS PB NG 	
CNSRLL	C	N	S	R	L	L	2477	EA GS PB NG 	
CNSRLM	C	N	S	R	L	M	2457	EA GS PB NG 	
CNSRLP	C	N	S	R	L	P	2377	EA GS PB NG 	
CNSRLS	C	N	S	R	L	S	65	EA GS PB NG 	
CNSRNN	C	N	S	R	N	N	601	EA GS PB NG 	
CNSRPL	C	N	S	R	P	L	108	EA GS PB NG 	
CNSRPM	C	N	S	R	P	M	407	EA GS PB NG 	
CNSRPP	C	N	S	R	P	P	193	EA GS PB NG 	
CNSRPS	C	N	S	R	P	S	62	EA GS PB NG 	
CNSRWL	C	N	S	R	W	L	1161	EA GS PB NG 	
CNSRWM	C	N	S	R	W	M	955	EA GS PB NG 	
CNSRWP	C	N	S	R	W	P	375	EA GS PB NG 	
CRNCAL	C	R	N	C	A	L	1825	EA GS PB NG 	
CRNCAM	C	R	N	C	A	M	2819	EA GS PB NG 	
CRNCAP	C	R	N	C	A	P	1198	EA GS PB NG 	
CRNCAS	C	R	N	C	A	S	189	EA GS PB NG 	
CRNCCL	C	R	N	C	C	L	74	EA GS PB NG 	
CRNCIL	C	R	N	C	I	L	2085	EA GS PB NG 	
CRNCIM	C	R	N	C	I	M	1970	EA GS PB NG 	
CRNCIP	C	R	N	C	I	P	756	EA GS PB NG 	
CRNCIS	C	R	N	C	I	S	94	EA GS PB NG 	
CRNCLL	C	R	N	C	L	L	516	EA GS PB NG 	
CRNCLM	C	R	N	C	L	M	1452	EA GS PB NG 	
CRNCLP	C	R	N	C	L	P	620	EA GS PB NG 	
CRNCLS	C	R	N	C	L	S	51	EA GS PB NG 	
CRNCNN	C	R	N	C	N	N	3474	EA GS PB NG 	
CRNCPL	C	R	N	C	P	L	1166	EA GS PB NG 	
CRNCPM	C	R	N	C	P	M	1202	EA GS PB NG 	
CRNCPP	C	R	N	C	P	P	147	EA GS PB NG 	
CRNCWL	C	R	N	C	W	L	212	EA GS PB NG 	
CRNCWM	C	R	N	C	W	M	296	EA GS PB NG 	
CRNCWP	C	R	N	C	W	P	141	EA GS PB NG 	
CRNHAL	C	R	N	H	A	L	127	EA GS PB NG 	
CRNHAM	C	R	N	H	A	M	818	EA GS PB NG 	
CRNHAP	C	R	N	H	A	P	713	EA GS PB NG 	
CRNHIL	C	R	N	H	I	L	205	EA GS PB NG 	
CRNHIM	C	R	N	H	I	M	318	EA GS PB NG 	
CRNHIP	C	R	N	H	I	P	223	EA GS PB NG 	
CRNHLL	C	R	N	H	L	L	59	EA GS PB NG 	
CRNHLM	C	R	N	H	L	M	360	EA GS PB NG 	
CRNHLP	C	R	N	H	L	P	266	EA GS PB NG 	
CRNHNN	C	R	N	H	N	N	388	EA GS PB NG 	
CRNHWL	C	R	N	H	W	L	97	EA GS PB NG 	
CRNHWM	C	R	N	H	W	M	183	EA GS PB NG 	
CRNLAL	C	R	N	L	A	L	3051	EA GS PB NG 	
CRNLAM	C	R	N	L	A	M	7546	EA GS PB NG 	
CRNLAP	C	R	N	L	A	P	12507	EA GS PB NG 	
CRNLAS	C	R	N	L	A	S	75	EA GS PB NG 	
CRNLCL	C	R	N	L	C	L	664	EA GS PB NG 	
CRNLCM	C	R	N	L	C	M	118	EA GS PB NG 	
CRNLCP	C	R	N	L	C	P	51	EA GS PB NG 	
CRNLIL	C	R	N	L	I	L	1642	EA GS PB NG 	
CRNLIM	C	R	N	L	I	M	4812	EA GS PB NG 	
CRNLIP	C	R	N	L	I	P	3746	EA GS PB NG 	
CRNLIS	C	R	N	L	I	S	203	EA GS PB NG 	
CRNLLL	C	R	N	L	L	L	926	EA GS PB NG 	
CRNLLM	C	R	N	L	L	M	4120	EA GS PB NG 	
CRNLLP	C	R	N	L	L	P	4114	EA GS PB NG 	
CRNLNN	C	R	N	L	N	N	3495	EA GS PB NG 	
CRNLPM	C	R	N	L	P	M	72	EA GS PB NG 	
CRNLPP	C	R	N	L	P	P	94	EA GS PB NG 	
CRNLWL	C	R	N	L	W	L	754	EA GS PB NG 	
CRNLWM	C	R	N	L	W	M	461	EA GS PB NG 	
CRNLWP	C	R	N	L	W	P	185	EA GS PB NG 	
CRNRAL	C	R	N	R	A	L	445	EA GS PB NG 	
CRNRAM	C	R	N	R	A	M	1018	EA GS PB NG 	
CRNRAP	C	R	N	R	A	P	722	EA GS PB NG 	
CRNRAS	C	R	N	R	A	S	575	EA GS PB NG 	
CRNRIL	C	R	N	R	I	L	301	EA GS PB NG 	
CRNRIM	C	R	N	R	I	M	610	EA GS PB NG 	
CRNRIP	C	R	N	R	I	P	533	EA GS PB NG 	
CRNRIS	C	R	N	R	I	S	157	EA GS PB NG 	
CRNRLL	C	R	N	R	L	L	61	EA GS PB NG 	
CRNRLM	C	R	N	R	L	M	254	EA GS PB NG 	
CRNRLP	C	R	N	R	L	P	355	EA GS PB NG 	
CRNRNN	C	R	N	R	N	N	2606	EA GS PB NG 	
CRNRPM	C	R	N	R	P	M	90	EA GS PB NG 	
CRNRWL	C	R	N	R	W	L	69	EA GS PB NG 	
CRNRWM	C	R	N	R	W	M	192	EA GS PB NG 	
CROCAL	C	R	O	C	A	L	164	EA GS PB NG 	
CROCAM	C	R	O	C	A	M	371	EA GS PB NG 	
CROCAP	C	R	O	C	A	P	688	EA GS PB NG 	
CROCIL	C	R	O	C	I	L	370	EA GS PB NG 	
CROCIM	C	R	O	C	I	M	300	EA GS PB NG 	
CROCIP	C	R	O	C	I	P	357	EA GS PB NG 	
CROCLL	C	R	O	C	L	L	93	EA GS PB NG 	
CROCLM	C	R	O	C	L	M	189	EA GS PB NG 	
CROCLP	C	R	O	C	L	P	269	EA GS PB NG 	
CROHAL	C	R	O	H	A	L	306	EA GS PB NG 	
CROHAM	C	R	O	H	A	M	242	EA GS PB NG 	
CROHAP	C	R	O	H	A	P	383	EA GS PB NG 	
CROHIL	C	R	O	H	I	L	229	EA GS PB NG 	
CROHIM	C	R	O	H	I	M	138	EA GS PB NG 	
CROHIP	C	R	O	H	I	P	173	EA GS PB NG 	
CROHLL	C	R	O	H	L	L	250	EA GS PB NG 	
CROHLM	C	R	O	H	L	M	182	EA GS PB NG 	
CROHLP	C	R	O	H	L	P	189	EA GS PB NG 	
CROLAL	C	R	O	L	A	L	356	EA GS PB NG 	
CROLAM	C	R	O	L	A	M	429	EA GS PB NG 	
CROLAP	C	R	O	L	A	P	1797	EA GS PB NG 	
CROLIL	C	R	O	L	I	L	343	EA GS PB NG 	
CROLIM	C	R	O	L	I	M	252	EA GS PB NG 	
CROLIP	C	R	O	L	I	P	495	EA GS PB NG 	
CROLLL	C	R	O	L	L	L	87	EA GS PB NG 	
CROLLM	C	R	O	L	L	M	207	EA GS PB NG 	
CROLLP	C	R	O	L	L	P	444	EA GS PB NG 	
CRORAL	C	R	O	R	A	L	238	EA GS PB NG 	
CRORAM	C	R	O	R	A	M	202	EA GS PB NG 	
CRORAP	C	R	O	R	A	P	171	EA GS PB NG 	
CRORIL	C	R	O	R	I	L	290	EA GS PB NG 	
CRORIM	C	R	O	R	I	M	138	EA GS PB NG 	
CRORIP	C	R	O	R	I	P	134	EA GS PB NG 	
CRORLL	C	R	O	R	L	L	57	EA GS PB NG 	
CRORLM	C	R	O	R	L	M	128	EA GS PB NG 	
CRORLP	C	R	O	R	L	P	111	EA GS PB NG 	
CRPCAL	C	R	P	C	A	L	1055	EA GS PB NG 	
CRPCAM	C	R	P	C	A	M	2432	EA GS PB NG 	
CRPCAP	C	R	P	C	A	P	6553	EA GS PB NG 	
CRPCIL	C	R	P	C	I	L	2382	EA GS PB NG 	
CRPCIM	C	R	P	C	I	M	1762	EA GS PB NG 	
CRPCIP	C	R	P	C	I	P	2665	EA GS PB NG 	
CRPCLL	C	R	P	C	L	L	683	EA GS PB NG 	
CRPCLM	C	R	P	C	L	M	1879	EA GS PB NG 	
CRPCLP	C	R	P	C	L	P	2948	EA GS PB NG 	
CRPCNN	C	R	P	C	N	N	63	EA GS PB NG 	
CRPCPL	C	R	P	C	P	L	164	EA GS PB NG 	
CRPCPM	C	R	P	C	P	M	56	EA GS PB NG 	
CRPCPP	C	R	P	C	P	P	54	EA GS PB NG 	
CRPCWL	C	R	P	C	W	L	113	EA GS PB NG 	
CRPCWM	C	R	P	C	W	M	87	EA GS PB NG 	
CRPHAL	C	R	P	H	A	L	1066	EA GS PB NG 	
CRPHAM	C	R	P	H	A	M	1632	EA GS PB NG 	
CRPHAP	C	R	P	H	A	P	3896	EA GS PB NG 	
CRPHCL	C	R	P	H	C	L	96	EA GS PB NG 	
CRPHCM	C	R	P	H	C	M	57	EA GS PB NG 	
CRPHIL	C	R	P	H	I	L	1015	EA GS PB NG 	
CRPHIM	C	R	P	H	I	M	1234	EA GS PB NG 	
CRPHIP	C	R	P	H	I	P	1479	EA GS PB NG 	
CRPHLL	C	R	P	H	L	L	1057	EA GS PB NG 	
CRPHLM	C	R	P	H	L	M	2163	EA GS PB NG 	
CRPHLP	C	R	P	H	L	P	2639	EA GS PB NG 	
CRPHWL	C	R	P	H	W	L	77	EA GS PB NG 	
CRPHWM	C	R	P	H	W	M	87	EA GS PB NG 	
CRPLAL	C	R	P	L	A	L	1454	EA GS PB NG 	
CRPLAM	C	R	P	L	A	M	2729	EA GS PB NG 	
CRPLAP	C	R	P	L	A	P	8858	EA GS PB NG 	
CRPLAS	C	R	P	L	A	S	63	EA GS PB NG 	
CRPLCL	C	R	P	L	C	L	61	EA GS PB NG 	
CRPLIL	C	R	P	L	I	L	1837	EA GS PB NG 	
CRPLIM	C	R	P	L	I	M	1919	EA GS PB NG 	
CRPLIP	C	R	P	L	I	P	3662	EA GS PB NG 	
CRPLLL	C	R	P	L	L	L	758	EA GS PB NG 	
CRPLLM	C	R	P	L	L	M	1623	EA GS PB NG 	
CRPLLP	C	R	P	L	L	P	3424	EA GS PB NG 	
CRPLNN	C	R	P	L	N	N	120	EA GS PB NG 	
CRPLWL	C	R	P	L	W	L	229	EA GS PB NG 	
CRPLWM	C	R	P	L	W	M	72	EA GS PB NG 	
CRPLWP	C	R	P	L	W	P	57	EA GS PB NG 	
CRPRAL	C	R	P	R	A	L	1788	EA GS PB NG 	
CRPRAM	C	R	P	R	A	M	2080	EA GS PB NG 	
CRPRAP	C	R	P	R	A	P	2147	EA GS PB NG 	
CRPRAS	C	R	P	R	A	S	433	EA GS PB NG 	
CRPRCL	C	R	P	R	C	L	63	EA GS PB NG 	
CRPRDM	C	R	P	R	D	M	53	EA GS PB NG 	
CRPRIL	C	R	P	R	I	L	2336	EA GS PB NG 	
CRPRIM	C	R	P	R	I	M	1833	EA GS PB NG 	
CRPRIP	C	R	P	R	I	P	1248	EA GS PB NG 	
CRPRIS	C	R	P	R	I	S	97	EA GS PB NG 	
CRPRLL	C	R	P	R	L	L	867	EA GS PB NG 	
CRPRLM	C	R	P	R	L	M	1368	EA GS PB NG 	
CRPRLP	C	R	P	R	L	P	1636	EA GS PB NG 	
CRPRNN	C	R	P	R	N	N	151	EA GS PB NG 	
CRPRPL	C	R	P	R	P	L	160	EA GS PB NG 	
CRPRPM	C	R	P	R	P	M	209	EA GS PB NG 	
CRPRWL	C	R	P	R	W	L	144	EA GS PB NG 	
CRPRWM	C	R	P	R	W	M	332	EA GS PB NG 	
CRPRWP	C	R	P	R	W	P	62	EA GS PB NG 	
KNNCAL	K	N	N	C	A	L	6669	EA GS PB NG 	
KNNCAM	K	N	N	C	A	M	3423	EA GS PB NG 	
KNNCAP	K	N	N	C	A	P	750	EA GS PB NG 	
KNNCAS	K	N	N	C	A	S	288	EA GS PB NG 	
KNNCCL	K	N	N	C	C	L	9272	EA GS PB NG 	
KNNCCM	K	N	N	C	C	M	2046	EA GS PB NG 	
KNNCCP	K	N	N	C	C	P	422	EA GS PB NG 	
KNNCCS	K	N	N	C	C	S	334	EA GS PB NG 	
KNNCDL	K	N	N	C	D	L	11926	EA GS PB NG 	
KNNCDM	K	N	N	C	D	M	4272	EA GS PB NG 	
KNNCDP	K	N	N	C	D	P	1005	EA GS PB NG 	
KNNCDS	K	N	N	C	D	S	1121	EA GS PB NG 	
KNNCIL	K	N	N	C	I	L	16276	EA GS PB NG 	
KNNCIM	K	N	N	C	I	M	14311	EA GS PB NG 	
KNNCIP	K	N	N	C	I	P	1970	EA GS PB NG 	
KNNCIS	K	N	N	C	I	S	833	EA GS PB NG 	
KNNCLL	K	N	N	C	L	L	3479	EA GS PB NG 	
KNNCLM	K	N	N	C	L	M	2686	EA GS PB NG 	
KNNCLP	K	N	N	C	L	P	664	EA GS PB NG 	
KNNCLS	K	N	N	C	L	S	90	EA GS PB NG 	
KNNCNL	K	N	N	C	N	L	130	EA GS PB NG 	
KNNCNN	K	N	N	C	N	N	73351	EA GS PB NG 	
KNNCPL	K	N	N	C	P	L	24346	EA GS PB NG 	
KNNCPM	K	N	N	C	P	M	20251	EA GS PB NG 	
KNNCPP	K	N	N	C	P	P	3479	EA GS PB NG 	
KNNCPS	K	N	N	C	P	S	1195	EA GS PB NG 	
KNNCWL	K	N	N	C	W	L	16388	EA GS PB NG 	
KNNCWM	K	N	N	C	W	M	9736	EA GS PB NG 	
KNNCWP	K	N	N	C	W	P	1275	EA GS PB NG 	
KNNCWS	K	N	N	C	W	S	887	EA GS PB NG 	
KNNHAM	K	N	N	H	A	M	69	EA GS PB NG 	
KNNHIL	K	N	N	H	I	L	66	EA GS PB NG 	
KNNHIM	K	N	N	H	I	M	103	EA GS PB NG 	
KNNHIP	K	N	N	H	I	P	76	EA GS PB NG 	
KNNHLM	K	N	N	H	L	M	55	EA GS PB NG 	
KNNHPM	K	N	N	H	P	M	65	EA GS PB NG 	
KNNHWM	K	N	N	H	W	M	54	EA GS PB NG 	
KNNLAL	K	N	N	L	A	L	4029	EA GS PB NG 	
KNNLAM	K	N	N	L	A	M	2155	EA GS PB NG 	
KNNLAP	K	N	N	L	A	P	431	EA GS PB NG 	
KNNLAS	K	N	N	L	A	S	556	EA GS PB NG 	
KNNLCL	K	N	N	L	C	L	6685	EA GS PB NG 	
KNNLCM	K	N	N	L	C	M	1857	EA GS PB NG 	
KNNLCP	K	N	N	L	C	P	240	EA GS PB NG 	
KNNLCS	K	N	N	L	C	S	592	EA GS PB NG 	
KNNLDL	K	N	N	L	D	L	2622	EA GS PB NG 	
KNNLDM	K	N	N	L	D	M	1068	EA GS PB NG 	
KNNLDP	K	N	N	L	D	P	154	EA GS PB NG 	
KNNLDS	K	N	N	L	D	S	645	EA GS PB NG 	
KNNLIL	K	N	N	L	I	L	5152	EA GS PB NG 	
KNNLIM	K	N	N	L	I	M	2908	EA GS PB NG 	
KNNLIP	K	N	N	L	I	P	489	EA GS PB NG 	
KNNLIS	K	N	N	L	I	S	1577	EA GS PB NG 	
KNNLLL	K	N	N	L	L	L	817	EA GS PB NG 	
KNNLLM	K	N	N	L	L	M	919	EA GS PB NG 	
KNNLLP	K	N	N	L	L	P	143	EA GS PB NG 	
KNNLLS	K	N	N	L	L	S	51	EA GS PB NG 	
KNNLNN	K	N	N	L	N	N	7038	EA GS PB NG 	
KNNLPL	K	N	N	L	P	L	3075	EA GS PB NG 	
KNNLPM	K	N	N	L	P	M	2494	EA GS PB NG 	
KNNLPP	K	N	N	L	P	P	204	EA GS PB NG 	
KNNLPS	K	N	N	L	P	S	408	EA GS PB NG 	
KNNLWL	K	N	N	L	W	L	7524	EA GS PB NG 	
KNNLWM	K	N	N	L	W	M	3554	EA GS PB NG 	
KNNLWP	K	N	N	L	W	P	603	EA GS PB NG 	
KNNLWS	K	N	N	L	W	S	1056	EA GS PB NG 	
KNNRAL	K	N	N	R	A	L	493	EA GS PB NG 	
KNNRAM	K	N	N	R	A	M	275	EA GS PB NG 	
KNNRAP	K	N	N	R	A	P	87	EA GS PB NG 	
KNNRCL	K	N	N	R	C	L	1102	EA GS PB NG 	
KNNRCM	K	N	N	R	C	M	436	EA GS PB NG 	
KNNRDL	K	N	N	R	D	L	3040	EA GS PB NG 	
KNNRDM	K	N	N	R	D	M	1424	EA GS PB NG 	
KNNRDP	K	N	N	R	D	P	140	EA GS PB NG 	
KNNRIL	K	N	N	R	I	L	1322	EA GS PB NG 	
KNNRIM	K	N	N	R	I	M	1790	EA GS PB NG 	
KNNRIP	K	N	N	R	I	P	653	EA GS PB NG 	
KNNRLL	K	N	N	R	L	L	246	EA GS PB NG 	
KNNRLM	K	N	N	R	L	M	252	EA GS PB NG 	
KNNRLP	K	N	N	R	L	P	51	EA GS PB NG 	
KNNRNN	K	N	N	R	N	N	20783	EA GS PB NG 	
KNNRPL	K	N	N	R	P	L	5119	EA GS PB NG 	
KNNRPM	K	N	N	R	P	M	3269	EA GS PB NG 	
KNNRPP	K	N	N	R	P	P	2744	EA GS PB NG 	
KNNRPS	K	N	N	R	P	S	188	EA GS PB NG 	
KNNRWL	K	N	N	R	W	L	3217	EA GS PB NG 	
KNNRWM	K	N	N	R	W	M	2213	EA GS PB NG 	
KNNRWP	K	N	N	R	W	P	433	EA GS PB NG 	
KNOCAL	K	N	O	C	A	L	133	EA GS PB NG 	
KNOCAM	K	N	O	C	A	M	149	EA GS PB NG 	
KNOCCL	K	N	O	C	C	L	364	EA GS PB NG 	
KNOCCM	K	N	O	C	C	M	114	EA GS PB NG 	
KNOCDL	K	N	O	C	D	L	301	EA GS PB NG 	
KNOCDM	K	N	O	C	D	M	99	EA GS PB NG 	
KNOCIL	K	N	O	C	I	L	473	EA GS PB NG 	
KNOCIM	K	N	O	C	I	M	275	EA GS PB NG 	
KNOCLL	K	N	O	C	L	L	114	EA GS PB NG 	
KNOCLM	K	N	O	C	L	M	111	EA GS PB NG 	
KNOCPL	K	N	O	C	P	L	489	EA GS PB NG 	
KNOCPM	K	N	O	C	P	M	272	EA GS PB NG 	
KNOCWL	K	N	O	C	W	L	485	EA GS PB NG 	
KNOCWM	K	N	O	C	W	M	252	EA GS PB NG 	
KNOHAL	K	N	O	H	A	L	58	EA GS PB NG 	
KNOHAM	K	N	O	H	A	M	80	EA GS PB NG 	
KNOHCL	K	N	O	H	C	L	213	EA GS PB NG 	
KNOHIL	K	N	O	H	I	L	121	EA GS PB NG 	
KNOHIM	K	N	O	H	I	M	130	EA GS PB NG 	
KNOHLM	K	N	O	H	L	M	74	EA GS PB NG 	
KNOHWL	K	N	O	H	W	L	258	EA GS PB NG 	
KNOHWM	K	N	O	H	W	M	113	EA GS PB NG 	
KNOLCL	K	N	O	L	C	L	86	EA GS PB NG 	
KNOLWL	K	N	O	L	W	L	84	EA GS PB NG 	
KNORAL	K	N	O	R	A	L	814	EA GS PB NG 	
KNORAM	K	N	O	R	A	M	470	EA GS PB NG 	
KNORCL	K	N	O	R	C	L	2425	EA GS PB NG 	
KNORCM	K	N	O	R	C	M	739	EA GS PB NG 	
KNORCP	K	N	O	R	C	P	53	EA GS PB NG 	
KNORDL	K	N	O	R	D	L	3005	EA GS PB NG 	
KNORDM	K	N	O	R	D	M	1436	EA GS PB NG 	
KNORDP	K	N	O	R	D	P	72	EA GS PB NG 	
KNORIL	K	N	O	R	I	L	1449	EA GS PB NG 	
KNORIM	K	N	O	R	I	M	1462	EA GS PB NG 	
KNORIP	K	N	O	R	I	P	165	EA GS PB NG 	
KNORLL	K	N	O	R	L	L	263	EA GS PB NG 	
KNORLM	K	N	O	R	L	M	320	EA GS PB NG 	
KNORNN	K	N	O	R	N	N	614	EA GS PB NG 	
KNORPL	K	N	O	R	P	L	3322	EA GS PB NG 	
KNORPM	K	N	O	R	P	M	1227	EA GS PB NG 	
KNORPP	K	N	O	R	P	P	724	EA GS PB NG 	
KNORPS	K	N	O	R	P	S	79	EA GS PB NG 	
KNORWL	K	N	O	R	W	L	3832	EA GS PB NG 	
KNORWM	K	N	O	R	W	M	1875	EA GS PB NG 	
KNORWP	K	N	O	R	W	P	249	EA GS PB NG 	
KNPCAL	K	N	P	C	A	L	264	EA GS PB NG 	
KNPCAM	K	N	P	C	A	M	239	EA GS PB NG 	
KNPCCL	K	N	P	C	C	L	661	EA GS PB NG 	
KNPCCM	K	N	P	C	C	M	197	EA GS PB NG 	
KNPCDL	K	N	P	C	D	L	294	EA GS PB NG 	
KNPCDM	K	N	P	C	D	M	253	EA GS PB NG 	
KNPCIL	K	N	P	C	I	L	746	EA GS PB NG 	
KNPCIM	K	N	P	C	I	M	712	EA GS PB NG 	
KNPCIP	K	N	P	C	I	P	132	EA GS PB NG 	
KNPCLL	K	N	P	C	L	L	326	EA GS PB NG 	
KNPCLM	K	N	P	C	L	M	536	EA GS PB NG 	
KNPCNN	K	N	P	C	N	N	115	EA GS PB NG 	
KNPCPL	K	N	P	C	P	L	498	EA GS PB NG 	
KNPCPM	K	N	P	C	P	M	456	EA GS PB NG 	
KNPCPP	K	N	P	C	P	P	85	EA GS PB NG 	
KNPCWL	K	N	P	C	W	L	1015	EA GS PB NG 	
KNPCWM	K	N	P	C	W	M	357	EA GS PB NG 	
KNPCWP	K	N	P	C	W	P	61	EA GS PB NG 	
KNPHAM	K	N	P	H	A	M	86	EA GS PB NG 	
KNPHIL	K	N	P	H	I	L	195	EA GS PB NG 	
KNPHIM	K	N	P	H	I	M	69	EA GS PB NG 	
KNPHIP	K	N	P	H	I	P	103	EA GS PB NG 	
KNPLWL	K	N	P	L	W	L	72	EA GS PB NG 	
KNPRAL	K	N	P	R	A	L	589	EA GS PB NG 	
KNPRAM	K	N	P	R	A	M	413	EA GS PB NG 	
KNPRCL	K	N	P	R	C	L	921	EA GS PB NG 	
KNPRCM	K	N	P	R	C	M	380	EA GS PB NG 	
KNPRDL	K	N	P	R	D	L	1398	EA GS PB NG 	
KNPRDM	K	N	P	R	D	M	738	EA GS PB NG 	
KNPRDP	K	N	P	R	D	P	96	EA GS PB NG 	
KNPRIL	K	N	P	R	I	L	874	EA GS PB NG 	
KNPRIM	K	N	P	R	I	M	951	EA GS PB NG 	
KNPRIP	K	N	P	R	I	P	327	EA GS PB NG 	
KNPRLL	K	N	P	R	L	L	220	EA GS PB NG 	
KNPRLM	K	N	P	R	L	M	202	EA GS PB NG 	
KNPRLP	K	N	P	R	L	P	92	EA GS PB NG 	
KNPRNN	K	N	P	R	N	N	795	EA GS PB NG 	
KNPRPL	K	N	P	R	P	L	2029	EA GS PB NG 	
KNPRPM	K	N	P	R	P	M	1492	EA GS PB NG 	
KNPRPP	K	N	P	R	P	P	716	EA GS PB NG 	
KNPRPS	K	N	P	R	P	S	83	EA GS PB NG 	
KNPRWL	K	N	P	R	W	L	2357	EA GS PB NG 	
KNPRWM	K	N	P	R	W	M	1075	EA GS PB NG 	
KNPRWP	K	N	P	R	W	P	318	EA GS PB NG 	
KNSCAL	K	N	S	C	A	L	292	EA GS PB NG 	
KNSCAM	K	N	S	C	A	M	191	EA GS PB NG 	
KNSCCL	K	N	S	C	C	L	468	EA GS PB NG 	
KNSCCM	K	N	S	C	C	M	169	EA GS PB NG 	
KNSCDL	K	N	S	C	D	L	583	EA GS PB NG 	
KNSCDM	K	N	S	C	D	M	175	EA GS PB NG 	
KNSCIL	K	N	S	C	I	L	1635	EA GS PB NG 	
KNSCIM	K	N	S	C	I	M	858	EA GS PB NG 	
KNSCIP	K	N	S	C	I	P	111	EA GS PB NG 	
KNSCLL	K	N	S	C	L	L	351	EA GS PB NG 	
KNSCLM	K	N	S	C	L	M	256	EA GS PB NG 	
KNSCNN	K	N	S	C	N	N	205	EA GS PB NG 	
KNSCPL	K	N	S	C	P	L	1466	EA GS PB NG 	
KNSCPM	K	N	S	C	P	M	1647	EA GS PB NG 	
KNSCPP	K	N	S	C	P	P	140	EA GS PB NG 	
KNSCWL	K	N	S	C	W	L	771	EA GS PB NG 	
KNSCWM	K	N	S	C	W	M	341	EA GS PB NG 	
KNSHAL	K	N	S	H	A	L	94	EA GS PB NG 	
KNSHAM	K	N	S	H	A	M	133	EA GS PB NG 	
KNSHCL	K	N	S	H	C	L	838	EA GS PB NG 	
KNSHCM	K	N	S	H	C	M	202	EA GS PB NG 	
KNSHIL	K	N	S	H	I	L	188	EA GS PB NG 	
KNSHIM	K	N	S	H	I	M	178	EA GS PB NG 	
KNSHLL	K	N	S	H	L	L	145	EA GS PB NG 	
KNSHLM	K	N	S	H	L	M	170	EA GS PB NG 	
KNSHNN	K	N	S	H	N	N	79	EA GS PB NG 	
KNSHWL	K	N	S	H	W	L	579	EA GS PB NG 	
KNSHWM	K	N	S	H	W	M	424	EA GS PB NG 	
KNSHWP	K	N	S	H	W	P	78	EA GS PB NG 	
KNSLCL	K	N	S	L	C	L	183	EA GS PB NG 	
KNSLIL	K	N	S	L	I	L	102	EA GS PB NG 	
KNSLLM	K	N	S	L	L	M	80	EA GS PB NG 	
KNSLWL	K	N	S	L	W	L	246	EA GS PB NG 	
KNSLWM	K	N	S	L	W	M	67	EA GS PB NG 	
KNSLWP	K	N	S	L	W	P	75	EA GS PB NG 	
KNSRAL	K	N	S	R	A	L	2600	EA GS PB NG 	
KNSRAM	K	N	S	R	A	M	2040	EA GS PB NG 	
KNSRAP	K	N	S	R	A	P	324	EA GS PB NG 	
KNSRAS	K	N	S	R	A	S	119	EA GS PB NG 	
KNSRCL	K	N	S	R	C	L	6885	EA GS PB NG 	
KNSRCM	K	N	S	R	C	M	2462	EA GS PB NG 	
KNSRCP	K	N	S	R	C	P	213	EA GS PB NG 	
KNSRCS	K	N	S	R	C	S	133	EA GS PB NG 	
KNSRDL	K	N	S	R	D	L	6168	EA GS PB NG 	
KNSRDM	K	N	S	R	D	M	5934	EA GS PB NG 	
KNSRDP	K	N	S	R	D	P	492	EA GS PB NG 	
KNSRDS	K	N	S	R	D	S	109	EA GS PB NG 	
KNSRIL	K	N	S	R	I	L	5369	EA GS PB NG 	
KNSRIM	K	N	S	R	I	M	8228	EA GS PB NG 	
KNSRIP	K	N	S	R	I	P	2097	EA GS PB NG 	
KNSRIS	K	N	S	R	I	S	446	EA GS PB NG 	
KNSRLL	K	N	S	R	L	L	1535	EA GS PB NG 	
KNSRLM	K	N	S	R	L	M	1913	EA GS PB NG 	
KNSRLP	K	N	S	R	L	P	558	EA GS PB NG 	
KNSRLS	K	N	S	R	L	S	276	EA GS PB NG 	
