fly_id	fly_description	fly_type	fly_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	fly_value	
42	set constraint 42 - layer4 L - silviculture method GS_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 GS_R;7 2	NoIdentifier	NoIdentifier	0.0	
43	set constraint 43 - layer4 L - silviculture method GS_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 GS_R;7 3	NoIdentifier	NoIdentifier	0.0	
44	set constraint 44 - layer4 L - silviculture method GS_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 GS_R;7 4	NoIdentifier	NoIdentifier	0.0	
45	set constraint 45 - layer4 L - silviculture method GS_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 GS_R;7 5	NoIdentifier	NoIdentifier	0.0	
46	set constraint 46 - layer4 L - silviculture method EA_R - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 EA_R;7 1	NoIdentifier	NoIdentifier	0.0	
47	set constraint 47 - layer4 L - silviculture method EA_R - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 EA_R;7 2	NoIdentifier	NoIdentifier	0.0	
48	set constraint 48 - layer4 L - silviculture method EA_R - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 EA_R;7 3	NoIdentifier	NoIdentifier	0.0	
49	set constraint 49 - layer4 L - silviculture method EA_R - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 EA_R;7 4	NoIdentifier	NoIdentifier	0.0	
50	set constraint 50 - layer4 L - silviculture method EA_R - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L;4 P D W C I A L N;5 S P M L N;6 EA_R;7 5	NoIdentifier	NoIdentifier	0.0	
51	set constraint 51 - layer4 H - silviculture method NG_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_E;7 1	NoIdentifier	NoIdentifier	687.8	
52	set constraint 52 - layer4 H - silviculture method NG_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_E;7 2	NoIdentifier	NoIdentifier	686.4243999999999	
53	set constraint 53 - layer4 H - silviculture method NG_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_E;7 3	NoIdentifier	NoIdentifier	685.0515512	
54	set constraint 54 - layer4 H - silviculture method NG_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_E;7 4	NoIdentifier	NoIdentifier	683.6814480976	
55	set constraint 55 - layer4 H - silviculture method NG_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 NG_E;7 5	NoIdentifier	NoIdentifier	682.3140852014047	
56	set constraint 56 - layer4 H - silviculture method PB_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_E;7 1	NoIdentifier	NoIdentifier	6501.800000000001	
57	set constraint 57 - layer4 H - silviculture method PB_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_E;7 2	NoIdentifier	NoIdentifier	6488.796400000001	
58	set constraint 58 - layer4 H - silviculture method PB_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_E;7 3	NoIdentifier	NoIdentifier	6475.8188072	
59	set constraint 59 - layer4 H - silviculture method PB_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_E;7 4	NoIdentifier	NoIdentifier	6462.8671695856	
60	set constraint 60 - layer4 H - silviculture method PB_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 PB_E;7 5	NoIdentifier	NoIdentifier	6449.941435246428	
61	set constraint 61 - layer4 H - silviculture method GS_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_E;7 1	NoIdentifier	NoIdentifier	2911.75	
62	set constraint 62 - layer4 H - silviculture method GS_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_E;7 2	NoIdentifier	NoIdentifier	2905.9265	
63	set constraint 63 - layer4 H - silviculture method GS_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_E;7 3	NoIdentifier	NoIdentifier	2900.1146470000003	
64	set constraint 64 - layer4 H - silviculture method GS_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_E;7 4	NoIdentifier	NoIdentifier	2894.314417706	
65	set constraint 65 - layer4 H - silviculture method GS_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 GS_E;7 5	NoIdentifier	NoIdentifier	2888.5257888705883	
66	set constraint 66 - layer4 H - silviculture method EA_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_E;7 1	NoIdentifier	NoIdentifier	852.15	
67	set constraint 67 - layer4 H - silviculture method EA_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_E;7 2	NoIdentifier	NoIdentifier	565.0676000000001	
68	set constraint 68 - layer4 H - silviculture method EA_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_E;7 3	NoIdentifier	NoIdentifier	563.9374648	
69	set constraint 69 - layer4 H - silviculture method EA_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_E;7 4	NoIdentifier	NoIdentifier	562.8095898704	
70	set constraint 70 - layer4 H - silviculture method EA_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 EA_E;7 5	NoIdentifier	NoIdentifier	561.6839706906592	
71	set constraint 71 - layer4 H - silviculture method MS_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 MS_E;7 1	NoIdentifier	NoIdentifier	576.4999999999998	
72	set constraint 72 - layer4 H - silviculture method MS_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 MS_E;7 2	NoIdentifier	NoIdentifier	576.4999999999998	
73	set constraint 73 - layer4 H - silviculture method MS_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 MS_E;7 3	NoIdentifier	NoIdentifier	576.4999999999998	
74	set constraint 74 - layer4 H - silviculture method MS_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 MS_E;7 4	NoIdentifier	NoIdentifier	576.4999999999998	
75	set constraint 75 - layer4 H - silviculture method MS_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 MS_E;7 5	NoIdentifier	NoIdentifier	576.4999999999998	
76	set constraint 76 - layer4 H - silviculture method BS_E - time period 1	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 BS_E;7 1	NoIdentifier	NoIdentifier	0.0	
77	set constraint 77 - layer4 H - silviculture method BS_E - time period 2	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 BS_E;7 2	NoIdentifier	NoIdentifier	0.0	
78	set constraint 78 - layer4 H - silviculture method BS_E - time period 3	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 BS_E;7 3	NoIdentifier	NoIdentifier	0.0	
79	set constraint 79 - layer4 H - silviculture method BS_E - time period 4	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 BS_E;7 4	NoIdentifier	NoIdentifier	0.0	
80	set constraint 80 - layer4 H - silviculture method BS_E - time period 5	null	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 H;4 P D W C I A L N;5 S P M L N;6 BS_E;7 5	NoIdentifier	NoIdentifier	0.0	
