flow_id	flow_description	flow_arrangement	flow_type	lowerbound_percentage	upperbound_percentage	flow_output_original
1	NDEF CuFt	2;3;4;5;6;7;8;9;10;11;12;13;14;15;16	HARD	100.0	null	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2	EndingInv	17;18 620	HARD	100.0	null	1.1219166853462234E9;1.1219166853462234E9
3	wui per1 bud	334;339	HARD	41.0	null	3.065726E7;1.25694766E7
4	wui per2 bud	335;340	HARD	41.0	null	2.3232421546890814E7;9525292.834225234
5	wui per3bud	336;341	HARD	41.0	null	1.0823156278180705E7;4437494.074054089
6	wui per4 bud	337;342	HARD	41.0	null	1.559383334363814E7;6393471.670891637
7	wui per5 bud	338;343	HARD	41.0	null	1.720680434091116E7;7054789.779773575
8	Nonwui per1 bud	334;344	HARD	23.0	null	3.065726E7;7051169.800000001
9	Nonwui per2 bud	335;345	HARD	23.0	null	2.3232421546890814E7;6909878.416502789
10	Nonwui per3 bud	336;346	HARD	23.0	null	1.0823156278180705E7;4615079.526545983
11	Nonwui per4 bud	337;347	HARD	23.0	null	1.559383334363814E7;4069074.7403288772
12	Nonwui per5 bud	338;348	HARD	23.0	null	1.720680434091116E7;5021973.342066332
